iter,task_train_loss_pre_optim,task_train_loss_post_optim,task_train_en_params_dist,task_train_tail_params_dist,task_test_loss_pre_optim,task_test_loss_post_optim,task_test_en_params_dist,task_test_tail_params_dist
5720,4.5470324,5.1750174,0.33638936,10322.385,4.9094033,4.857572,0.33615246,10322.686
5730,4.789113,3.3351314,0.33973563,10325.385,4.669064,3.5456817,0.3412553,10325.684
5740,4.56592,3.6615603,0.35588068,10328.391,4.5683103,3.9701464,0.35699126,10328.689
5750,4.250382,3.1986928,0.36247745,10331.403,3.9619038,3.5694659,0.36294642,10331.706
5760,4.72175,4.093711,0.364391,10334.423,3.9934347,3.838593,0.36430794,10334.726
5770,4.6855927,3.6005754,0.36301905,10337.451,4.7981396,3.3773658,0.36321044,10337.754
5780,4.931003,4.335646,0.36833176,10340.484,4.4380617,2.8325145,0.3688304,10340.787
5790,4.490303,3.6277955,0.37322244,10343.525,4.669231,3.4418905,0.37396136,10343.827
5800,4.9430947,4.889609,0.38217205,10346.568,3.9471946,3.31846,0.38188186,10346.869
5810,4.4996924,14.613697,0.386707,10349.609,4.3503337,6.1487226,0.38752866,10349.917
5820,4.928459,4.0576634,0.41249824,10352.611,4.9572783,4.3433633,0.4163394,10352.908
5830,5.0423384,7.1261964,0.44581756,10355.623,4.292737,3.0876617,0.44679102,10355.927
5840,5.938539,10.51954,0.45730552,10358.658,5.5912457,7.860916,0.4579342,10358.959
5850,4.1510243,2.9820094,0.46749276,10361.651,4.838091,4.583159,0.46864352,10361.952
5860,4.9828844,3.0276437,0.475737,10364.673,4.669213,4.0189123,0.47618112,10364.974
5870,3.6568313,3.3383906,0.47941327,10367.707,4.9697804,3.5749695,0.47963923,10368.014
5880,3.846736,3.196647,0.4792474,10370.756,3.7250407,3.0769844,0.47915918,10371.06
5890,4.305951,4.758313,0.47784862,10373.814,4.677424,3.685058,0.4777164,10374.118
5900,4.626559,4.4216795,0.4762826,10376.875,3.9057307,4.3861012,0.47614712,10377.186
5910,4.426677,3.8204637,0.47491464,10379.947,3.6829727,3.7701917,0.4746819,10380.255
5920,4.5053706,3.8150377,0.47291636,10383.025,4.1775208,3.2372415,0.47277766,10383.332
5930,4.4295154,3.259794,0.47160992,10386.109,4.1396785,3.1092622,0.47139296,10386.419
5940,4.4207892,3.710609,0.47033802,10389.199,3.7534516,3.3430212,0.4705773,10389.51
5950,4.830203,3.1667795,0.47451124,10392.296,4.713443,3.626011,0.47508875,10392.608
5960,3.3716588,3.5407007,0.47537357,10395.159,3.354658,1773.0367,0.47963706,10395.417
5970,3.8484578,20.670134,0.49268302,10397.693,3.4376247,6.0398746,0.4925107,10397.94
5980,3.8548772,7.698604,0.5048985,10400.119,3.5592952,37.84092,0.5059546,10400.35
5990,3.5907588,282.91403,0.5172508,10402.458,4.4523926,235.74184,0.51759547,10402.694
6000,4.9214873,856.09015,0.5274021,10404.808,4.671409,3.6642058,0.5249592,10405.046
6010,4.4763412,3.7905095,0.5351044,10407.109,4.587856,4.8114233,0.53540975,10407.332
6020,4.270682,3.4001703,0.54146963,10409.299,4.420026,4.115519,0.54372346,10409.514
6030,5.1317067,3.7365525,0.5414475,10411.451,4.8927927,2.6960375,0.5416232,10411.664
6040,5.0444765,3.7189345,0.54089606,10413.591,4.902604,3.3880665,0.5410004,10413.805
6050,4.5693145,3.610434,0.5400795,10415.732,4.3923063,3.1176121,0.5398734,10415.947
6060,4.83643,3.7520213,0.53926647,10417.874,4.607013,3.5673592,0.53890026,10418.091
6070,4.3751655,3.5673213,0.5379478,10420.023,4.378253,3.7773645,0.5378564,10420.238
6080,4.467006,2.9952326,0.53699076,10422.174,4.578064,3.1992257,0.53664553,10422.389
6090,3.7414052,6.069587,0.53796613,10424.334,3.6427724,15.62502,0.53870165,10424.555
6100,5.4054875,7.713533,0.5425698,10426.433,5.3078594,3.4291742,0.5414561,10426.64
6110,3.620568,94.884125,0.5621505,10428.353,3.2891154,84.06543,0.54885566,10428.51
6120,3.682032,144.99355,0.5550931,10430.088,3.6217859,571.9792,0.55132514,10430.232
6130,4.504899,159.24081,0.55934745,10431.127,4.5035186,84.10734,0.5618327,10431.1875
6140,4.633037,3.9630036,0.57090425,10431.815,4.8083186,6.3489885,0.57539594,10431.889
6150,5.614943,3.694261,0.5817116,10432.474,5.4541144,3.5209088,0.58067214,10432.534
6160,6.0584254,6.811323,0.59434825,10433.08,5.5848107,5.7960525,0.5941598,10433.139
6170,3.842788,3.7700608,0.5845479,10433.653,3.9292505,3.781371,0.5852155,10433.713
6180,3.8716304,3.5547113,0.5877832,10434.227,4.1796556,3.0278614,0.58408415,10434.287
6190,5.777394,3.518279,0.58485156,10434.807,3.6935227,6.387285,0.5817896,10434.855
6200,4.7292438,3.5392792,0.5817062,10435.372,4.4351573,3.4956625,0.58042693,10435.428
6210,5.5064106,5.0847044,0.59796983,10435.955,5.126711,3.6113484,0.583578,10436.006
6220,5.175351,5.1201234,0.5838537,10436.518,6.2690706,7.2370353,0.58589923,10436.576
6230,5.596476,4.6237793,0.5864743,10437.097,4.8177137,3.4026647,0.5974101,10437.151
6240,5.88105,3.4429717,0.5886298,10437.677,5.7812967,3.4719658,0.5953839,10437.729
6250,4.711407,3.317574,0.5798358,10438.24,4.7021575,3.8824255,0.5849961,10438.305
6260,5.2388783,3.6703963,0.58376217,10438.825,4.3052926,3.712765,0.580613,10438.88
6270,5.76321,3.4014,0.576354,10439.402,5.1759615,3.5915644,0.5767853,10439.457
6280,4.3971295,3.380687,0.5964995,10439.982,4.55684,3.2641013,0.59330827,10440.037
6290,5.6558514,3.1693895,0.6088494,10440.561,4.466455,3.1142595,0.6125442,10440.621
6300,4.298198,3.5307882,0.63046724,10441.141,5.1408224,3.410544,0.63359773,10441.2
6310,5.006143,3.1598191,0.645429,10441.724,5.117567,3.1410334,0.64894795,10441.784
6320,3.0627213,44.69944,0.65861696,10442.36,3.3761427,52.628395,0.6566435,10442.42
6330,5.032973,40.20419,0.6820909,10443.013,5.690046,81.61171,0.70176214,10443.066
6340,4.604894,1692.6981,0.7045697,10443.525,3.3887908,270.83655,0.67783815,10443.472
6350,4.028715,1234.8622,0.6787628,10443.572,3.5625226,1250.1938,0.6774313,10443.592
6360,3.1566548,1453.9816,0.6806232,10443.713,3.6044266,3130.4011,0.6815508,10443.756
6370,3.6322892,12.595277,0.6829569,10443.846,3.3880744,466.1971,0.68288463,10443.882
6380,3.229314,67.22324,0.6820303,10444.148,3.786349,82.30083,0.68172264,10444.175
6390,3.2342525,169.72627,0.6948776,10444.487,3.7376795,2978.0945,0.68786806,10444.557
6400,3.2968981,199.79535,0.68598115,10445.026,4.0470905,7.5426497,0.68260545,10445.117
6410,3.8181753,50.59933,0.67968446,10445.717,3.8765101,24.967287,0.68771225,10445.774
6420,3.8077953,827.1352,0.68390447,10446.177,3.6688623,1042.9167,0.68382657,10446.209
6430,3.1534615,103.34585,0.7003529,10446.518,3.1502357,38.063854,0.70790434,10446.567
6440,3.062615,50.794197,0.7203957,10446.872,3.8204727,116.44876,0.7322296,10446.949
6450,3.8692229,48.953533,0.7359826,10447.213,3.9312832,36.081097,0.73175293,10447.233
6460,3.3724759,31.697132,0.7364248,10447.539,3.8163152,46.86398,0.73872983,10447.594
6470,3.923142,42.21679,0.73750484,10447.864,3.4805999,14.570797,0.7407985,10447.907
6480,3.711437,15.657733,0.7413285,10448.218,3.218144,19.549292,0.7398489,10448.249
6490,3.5476859,19.872252,0.7388467,10448.557,3.293664,23.284977,0.73842114,10448.591
6500,3.3721511,19.66986,0.74084175,10448.9,3.430046,24.549984,0.7418532,10448.93
6510,3.679713,51.750584,0.74162036,10449.22,3.6010132,21.01145,0.74380904,10449.259
6520,3.3068452,24.827374,0.7425183,10449.551,3.4519644,19.33132,0.7428387,10449.584
6530,3.2575445,22.087767,0.74213064,10449.885,2.977327,32.542248,0.74229753,10449.91
6540,3.6674702,21.815023,0.7417723,10450.205,3.400387,26.655603,0.7405027,10450.23
6550,3.4753158,58.096657,0.7382866,10450.521,3.263572,433.85455,0.7385706,10450.549
6560,3.366007,178.74307,0.74192166,10450.8545,3.4692078,10.501247,0.74061936,10450.889
6570,3.32742,21.27736,0.7369989,10451.185,3.9389634,37.258465,0.7409955,10451.231
6580,3.2859604,26.067005,0.7360827,10451.514,3.1394439,51.401745,0.7364327,10451.546
6590,3.6170452,15.88444,0.73723924,10451.852,3.4291022,24.883554,0.7345212,10451.876
6600,2.8174322,13.232068,0.7338172,10452.175,3.2538996,22.727728,0.7354984,10452.212
6610,3.2796938,16.763874,0.7378826,10452.5205,2.9053595,27.60617,0.7441219,10452.567
6620,3.5845947,16.786604,0.7334282,10452.839,3.7472677,41.248066,0.7386141,10452.89
6630,3.4119573,20.17295,0.7397426,10453.203,3.5990717,41.7812,0.74173516,10453.247
6640,3.5835881,9.425299,0.74385005,10453.552,3.237152,8.094615,0.74206173,10453.581
6650,3.4588811,29.163183,0.7427641,10453.891,3.9877603,11.891042,0.7463973,10453.936
6660,3.1534166,25.608152,0.7479446,10454.23,3.7585804,23.11764,0.75133264,10454.278
6670,3.1813648,11.343998,0.7491898,10454.569,3.7383819,12.757126,0.7443798,10454.593
6680,3.601557,18.4901,0.74599,10454.903,3.6256146,20.427124,0.74747455,10454.943
6690,3.2726426,24.792484,0.7431594,10455.236,3.35265,13.26026,0.745844,10455.272
6700,3.1608496,18.44272,0.7492658,10455.576,3.5224724,32.37919,0.7519387,10455.614
6710,3.6903884,19.151731,0.7491418,10455.911,3.6566288,206.7002,0.7515865,10455.952
6720,2.8776689,8.4106865,0.74914634,10456.256,3.6494336,22.877108,0.75010425,10456.288
6730,2.707582,28.1779,0.7476905,10456.592,3.471023,17.067873,0.748755,10456.63
6740,3.5756052,56.618896,0.7497026,10456.938,3.247832,25.3461,0.753676,10456.969
6750,3.2692418,61.066612,0.7534177,10457.269,3.3182967,31.220858,0.75265276,10457.31
6760,3.910765,25.537243,0.7548932,10457.615,3.233728,26.523441,0.75330436,10457.642
6770,3.631638,26.62077,0.75729764,10457.954,3.4161348,21.26728,0.75662994,10457.987
6780,3.9203105,24.773893,0.7595701,10458.313,3.3868093,15.711137,0.7605425,10458.345
6790,3.0069988,19.776064,0.75793517,10458.649,3.4102712,20.733913,0.7563886,10458.68
6800,3.468712,171.96284,0.7572413,10459.004,3.356242,14.816726,0.7584931,10459.038
6810,3.089741,16.660683,0.75984275,10459.356,3.5955174,11.139664,0.7603386,10459.394
6820,3.6134217,12.418023,0.756235,10459.702,3.5157201,14.350739,0.75684035,10459.744
6830,3.282307,20.740255,0.7582868,10460.069,3.418989,13.94595,0.7567193,10460.094
6840,3.6214874,25.061201,0.7568935,10460.425,3.3072393,18.209337,0.75548404,10460.454
6850,3.3302474,32.54298,0.7549458,10460.775,3.5851045,52.064964,0.7538819,10460.807
6860,3.6683238,32.94338,0.75589293,10461.141,3.3749099,11.151522,0.7542876,10461.166
6870,3.1783988,13.87428,0.75450003,10461.49,3.3721814,18.726477,0.7503724,10461.51
6880,3.268158,22.929441,0.7509283,10461.825,3.7110884,21.013035,0.75268483,10461.862
6890,3.7685664,22.891357,0.7544157,10462.178,3.4920168,21.963737,0.755098,10462.21
6900,3.381455,23.04449,0.7543885,10462.5205,3.0118449,14.561253,0.7532636,10462.552
6910,3.0788748,21.18208,0.7574377,10462.879,3.3939965,18.18027,0.75634944,10462.907
6920,3.95948,28.871193,0.76112175,10463.223,3.6380918,3540.6926,0.78091896,10463.268
6930,7.18131,2470.3892,0.79517853,10463.732,7.3096313,5.6672187,0.7981229,10463.8125
6940,11.158306,7199.9707,1.0559361,10464.389,9.001862,223.59128,0.89047444,10464.4
6950,6.19313,5.0526986,0.78457606,10464.727,6.3756804,3.9986446,0.7889556,10464.782
6960,6.399935,4.192868,0.7939621,10465.118,4.949779,3.8962152,0.7935401,10465.139
6970,5.9982343,5.1057696,0.8036307,10465.469,6.093568,9.674117,0.8039123,10465.498
6980,5.959617,7.631519,0.8071966,10465.805,4.6232963,4.7672753,0.80759686,10465.838
6990,5.38137,11.590013,0.80839044,10466.138,4.961696,4.717147,0.80976486,10466.19
7000,4.317922,3.3645723,0.8078846,10466.475,5.499828,11.071097,0.8078081,10466.506
7010,5.187989,6.1550274,0.80835325,10466.813,5.265397,4.229543,0.80801725,10466.857
7020,5.389913,7.135903,0.8076185,10467.156,4.902288,3.101466,0.8066441,10467.187
7030,5.509347,3.2179549,0.80707204,10467.503,4.8590474,5.270407,0.805964,10467.525
7040,5.125945,3.8002396,0.80655384,10467.843,4.813655,4.293946,0.8067478,10467.873
7050,5.0358224,3.7322583,0.8055075,10468.177,4.74648,3.8444018,0.8055178,10468.214
7060,5.4569836,3.4641562,0.80522555,10468.527,5.544376,5.664416,0.80353147,10468.545
7070,4.5588813,4.7494144,0.80444527,10468.869,5.5367064,4.8072023,0.80327684,10468.893
7080,4.877761,4.4218044,0.8043338,10469.217,5.513232,3.6368837,0.80236423,10469.237
7090,5.000409,3.352769,0.801966,10469.543,4.7136126,4.3381405,0.8012551,10469.572
7100,5.411282,3.4875183,0.80031997,10469.885,5.2336,3.4129899,0.8009925,10469.92
7110,4.5743937,2.9874294,0.8027512,10470.24,5.100352,5.1259055,0.80518466,10470.291
7120,4.975576,3.2196057,0.8034768,10470.588,4.772558,3.1474593,0.8031386,10470.607
7130,5.142625,4.246138,0.803408,10470.928,6.034445,4.7245545,0.8050753,10470.978
7140,5.417351,3.6288812,0.80425376,10471.286,4.8250113,4.0852427,0.80304253,10471.311
7150,5.4747663,3.8708456,0.802333,10471.62,5.201646,4.130434,0.8039278,10471.67
7160,5.4119644,3.4035335,0.80245763,10471.977,5.7734914,4.8368225,0.8029135,10472.014
7170,4.734921,3.763502,0.80148107,10472.318,4.8868876,2.9958,0.8013174,10472.357
7180,4.325237,3.231837,0.80042744,10472.666,4.239853,2.8079503,0.8004025,10472.707
7190,5.9108043,4.705343,0.80211467,10473.042,5.678304,10.509892,0.80087173,10473.064
7200,4.5663123,3.807405,0.7999647,10473.381,4.8444705,3.963502,0.80025566,10473.42
7210,4.602173,4.496775,0.79853785,10473.731,3.9627888,3.9738169,0.79839575,10473.758
7220,4.826003,3.6061635,0.7988368,10474.093,5.1406198,3.4179757,0.7975191,10474.119
7230,5.323331,3.3717782,0.79779625,10474.446,4.9434657,3.3362925,0.8006164,10474.503
7240,5.098756,6.541212,0.79663885,10474.799,5.1779165,3.8965416,0.7963408,10474.826
7250,4.905077,3.9122045,0.79758185,10475.162,5.8349566,4.5228496,0.7958039,10475.187
7260,4.163159,4.0738325,0.7957272,10475.511,5.4518137,3.4198406,0.7950917,10475.547
7270,7.7289042,723.33203,0.8260134,10475.896,4.7596684,3.3627434,0.9262428,10475.899
7280,5.317282,3.4453216,0.79579127,10476.208,5.3747325,3.4538891,0.7968427,10476.255
7290,5.326949,3.8832426,0.796976,10476.566,4.032674,4.8228855,0.79704535,10476.598
7300,4.064718,3.5329137,0.79791343,10476.928,5.4434905,3.8326218,0.7976354,10476.963
7310,4.713255,4.069815,0.79760617,10477.292,5.155949,3.4405172,0.79646057,10477.315
7320,4.827769,3.2130759,0.79646313,10477.6455,4.448021,3.6240492,0.7970104,10477.688
7330,4.853944,3.3353953,0.7955948,10478.008,5.1095247,3.5173688,0.7952055,10478.038
7340,5.885687,3.6169882,0.79622793,10478.385,4.6963124,4.157694,0.79579544,10478.411
7350,4.586369,209.68805,0.7964291,10478.73,4.933198,8.248304,0.7994931,10478.778
7360,5.598763,43.15839,0.8473178,10479.108,5.886895,485.62143,0.82464457,10479.165
7370,4.974762,3.7611418,0.8136584,10479.447,3.612485,11.261415,0.8135997,10479.4795
7380,3.898876,5.683523,0.8179126,10479.817,3.9824967,184.16081,0.81906426,10479.8545
7390,3.5266223,36.28005,0.824458,10480.176,3.9196103,17.454817,0.8268304,10480.216
7400,4.0420146,103.177246,0.8359176,10480.564,3.55545,91.90516,0.8365792,10480.603
7410,4.034112,11.37214,0.8331731,10480.914,3.7113378,77.78118,0.8352539,10480.951
7420,3.4613051,54.86896,0.8417686,10481.326,3.602433,97.97905,0.84129494,10481.358
7430,4.895934,693.7236,0.83643275,10481.756,6.512628,4975.5894,0.8387848,10481.831
7440,4.9020624,2035.347,0.8551404,10482.143,4.9471526,2821.4456,0.85596484,10482.178
7450,5.3965454,45.78182,0.8517827,10482.575,5.317452,11.27035,0.8513317,10482.615
7460,5.7044635,15.376102,0.85091305,10482.981,4.8937116,5.762514,0.84796447,10483.008
7470,4.715892,3.6608896,0.8676012,10483.339,5.209563,4.3100185,0.8549739,10483.357
7480,5.477573,3.657666,0.849946,10483.668,4.9116964,4.643305,0.84996426,10483.693
7490,4.4734597,6.44852,0.85017395,10483.996,4.5851483,6.87578,0.8495482,10484.024
7500,4.1095734,6.63749,0.84897935,10484.327,4.9881086,7.5522127,0.84895056,10484.365
7510,5.384635,3.271058,0.84754926,10484.662,4.1825128,3.5711854,0.8479398,10484.7
7520,5.29003,4.4698315,0.8494936,10485.009,5.2185106,3.7524478,0.8488328,10485.03
7530,5.0309243,3.861203,0.8485991,10485.326,5.676073,2.9384763,0.848649,10485.366
7540,4.8749547,3.455867,0.84874994,10485.66,4.952765,3.9896102,0.84854996,10485.693
7550,4.7510915,6.0360746,0.8523618,10486.002,5.2371125,14.161615,0.85722494,10486.048
7560,4.577006,3.9603064,0.8527092,10486.338,5.1062784,4.003756,0.85200804,10486.369
7570,5.335821,9.412517,0.8508008,10486.667,4.681253,4.0258665,0.85284233,10486.716
7580,5.414971,3.285034,0.8516485,10487.019,4.8768845,3.8875136,0.8508051,10487.043
7590,5.6205835,3.4168825,0.84964323,10487.342,4.937793,3.6825674,0.85186386,10487.398
7600,4.99298,30.492666,0.85222256,10487.694,5.116052,4.6958685,0.84854203,10487.713
7610,5.7908015,5.2538114,0.85030824,10488.033,4.552469,3.342703,0.8494377,10488.064
7620,4.8578672,5.514719,0.84992707,10488.369,4.7089467,6.5777698,0.8498963,10488.391
7630,4.961733,5.5219164,0.8515051,10488.707,5.232413,4.7458596,0.85164833,10488.746
7640,5.388733,3.7670262,0.8524152,10489.048,4.5650606,3.9904373,0.8521846,10489.088
7650,5.273627,8.848667,0.852389,10489.396,5.1047177,5.420908,0.8523029,10489.425
7660,4.819948,6.446836,0.85183585,10489.741,4.2144628,3.8703837,0.8517555,10489.771
7670,4.937251,3.4408152,0.8504545,10490.086,4.6140356,3.6200857,0.85047054,10490.105
7680,5.175401,3.7709775,0.8502531,10490.428,4.129298,3.8533833,0.85053957,10490.453
7690,4.4071403,3.436147,0.84979093,10490.76,5.2916465,2.9461513,0.8492421,10490.797
7700,5.13002,3.6208177,0.84690934,10491.115,5.0352774,5.6644015,0.8465107,10491.151
7710,5.3712497,3.9521785,0.84625655,10491.472,4.61705,6.186395,0.84594,10491.484
7720,4.727516,4.199114,0.84586746,10491.806,5.3848767,5.7567444,0.8457278,10491.86
7730,5.109568,5.325521,0.84575975,10492.158,5.203609,3.938595,0.8458974,10492.19
7740,4.9789276,3.7738254,0.8453749,10492.519,4.1026163,3.3401968,0.8450006,10492.543
7750,5.005613,3.8633544,0.8458398,10492.857,4.2425523,3.7310133,0.845928,10492.889
7760,4.1855345,4.1163244,0.849497,10493.203,4.8871813,4.072561,0.849858,10493.247
7770,4.8183494,5.252887,0.8551281,10493.569,4.8904867,3.5747528,0.855237,10493.6
7780,4.9402404,26.416044,0.8594799,10493.933,4.6230884,6.0419936,0.8580923,10493.953
7790,5.473035,5.222868,0.8598644,10494.2705,3.8023741,3.6743376,0.858947,10494.303
7800,4.6736813,9.537843,0.86583996,10494.622,4.37954,5.9388385,0.8692664,10494.656
7810,4.9155955,8.878915,0.8940388,10494.977,4.147694,3.7938411,0.8958808,10495.01
7820,4.2663336,773.6996,0.92258996,10495.326,3.72111,439.3143,0.9246899,10495.353
7830,3.428254,35.061386,0.94857013,10495.565,3.199899,53.35755,0.955495,10495.599
7840,3.17246,227.60352,0.9785336,10495.844,3.4644208,98.26048,0.9820337,10495.88
7850,11.824871,31.916433,1.3930763,10496.265,13.504278,12416.535,1.6129019,10496.721
7860,5.337792,7.0986924,1.1568205,10496.354,5.3936014,7.468198,1.0736376,10496.346
7870,3.7818487,17.617777,1.1263224,10496.536,4.404848,3.8235056,1.1257076,10496.557
7880,3.715287,162.98375,1.1703457,10496.809,3.0522354,1424.6543,1.1712067,10496.837
7890,3.1645615,202.60648,1.2128316,10497.137,3.2546144,103.76389,1.2115885,10497.153
7900,3.273332,17.772295,1.2331429,10497.361,3.4819174,25.077555,1.2351229,10497.382
7910,3.74552,5.48195,1.247811,10497.579,3.8815415,14.879816,1.2434883,10497.588
7920,3.8390434,4.99622,1.244821,10497.787,3.710791,3.9357336,1.2431618,10497.805
7930,4.0938215,52.500805,1.3351046,10498.013,4.1420717,16.40119,1.2673537,10498.021
7940,5.843293,5.1294017,1.3286924,10498.225,5.305019,5.921669,1.284943,10498.2295
7950,4.4776487,33.36645,1.3390621,10498.44,4.3156605,72.073814,1.350397,10498.465
7960,5.433369,3.905002,1.3624755,10498.673,3.588773,3.3881962,1.3430399,10498.6875
7970,5.7515492,4.5113444,1.368823,10498.895,4.9090047,7.0591874,1.3365952,10498.895
7980,6.928174,3.327793,1.4368068,10499.136,5.881793,3.490692,1.3934909,10499.133
7990,6.4139924,5.308375,1.3586605,10499.301,6.0348196,5.041014,1.3596613,10499.322
8000,6.23049,4.0906224,1.3898814,10499.51,5.188075,4.804805,1.3810426,10499.522
8010,6.1350183,4.023326,1.3869104,10499.714,5.856072,37.12078,1.39763,10499.742
8020,5.7222953,6.4994183,1.4300377,10499.939,6.021536,3.8376842,1.4402927,10499.949
8030,5.299711,15.319474,1.4262304,10500.11,4.8880954,7.9830294,1.4559048,10500.15
8040,4.0106597,126.718025,1.4451146,10500.307,4.259628,5.263148,1.4822193,10500.335
8050,5.8478303,3.9291759,1.5779654,10500.525,4.9950886,3.2232192,1.5273111,10500.534
8060,5.4904084,17.528263,1.6372503,10500.709,6.3404226,19.498194,1.880675,10500.75
8070,5.7396283,5.620006,1.5809171,10500.936,6.24136,4.433724,1.5247927,10500.941
8080,6.7957916,4.6893497,1.5395628,10501.131,6.631614,3.7839859,1.5503662,10501.156
8090,7.228449,3.4438899,1.5771534,10501.36,6.76339,4.256547,1.581414,10501.382
8100,6.078659,3.0775707,1.5711936,10501.568,7.6177053,3.4633555,1.5641189,10501.587
8110,6.42354,3.6525793,1.5225954,10501.764,6.7592607,4.1013083,1.5189512,10501.784
8120,6.1497035,6.965253,1.6508958,10501.982,7.5192537,5.915613,1.7884963,10502.03
8130,6.532369,3.668112,1.5357499,10502.186,6.955486,3.6666791,1.5535752,10502.218
8140,8.451209,4.472018,1.6448593,10502.451,5.994929,3.9712553,1.5577167,10502.438
8150,6.80319,4.232428,1.5255024,10502.62,6.8315306,3.7674623,1.5346173,10502.646
8160,6.7605457,3.265542,1.550782,10502.849,6.6550283,3.625461,1.5404514,10502.865
8170,5.5187926,3.455088,1.5114536,10503.048,6.967687,3.2880006,1.5834583,10503.097
8180,6.648333,3.2869606,1.5053124,10503.263,6.5175943,2.9407,1.5234482,10503.291
8190,6.1715455,3.3128438,1.5581015,10503.5,6.1125317,4.183991,1.5562384,10503.5205
8200,6.231781,3.2821708,1.5158912,10503.701,5.9770737,3.4532862,1.5013269,10503.716
8210,6.91716,62.129906,1.5529606,10503.932,7.034207,3.7577474,1.5327768,10503.951
8220,8.9198,5.762563,1.598871,10504.168,7.6486063,3.252788,1.5197368,10504.166
8230,7.934198,34.74463,1.6552639,10504.432,8.978368,23.973164,1.5210316,10504.414
8240,8.372418,5.1933713,1.5054483,10504.599,9.133286,3.194302,1.498599,10504.609
8250,8.534069,7.5504994,1.5048425,10504.819,6.5704904,4.1681433,1.4837854,10504.821
8260,9.20348,53.158245,1.5099733,10505.064,8.646422,5.078141,1.510034,10505.081
8270,6.5192766,4.3956156,1.5043609,10505.273,6.7856913,8.50715,1.5430489,10505.326
8280,6.4541874,13.471179,1.5185478,10505.517,6.03139,5.235178,1.5095692,10505.525
8290,6.2024455,5.27908,1.5544499,10505.739,6.347321,93.09148,1.669433,10505.791
8300,4.9380856,3.5922878,1.5067644,10505.932,4.9340167,6.2842436,1.6066058,10506.002
8310,5.816694,31.8377,1.5552719,10506.236,5.192926,22.454472,1.5131485,10506.203
8320,5.167543,3.8619995,1.5414151,10506.4,6.1538286,15.826696,1.5502567,10506.4375
8330,6.601225,6.3741517,1.7231026,10506.647,5.6334314,102.916756,1.529402,10506.644
8340,7.4133444,68.6032,1.7387202,10506.879,7.327817,65.757,1.6972914,10506.893
8350,6.435035,21.628063,1.6541294,10507.076,6.421418,18.328108,1.6043739,10507.09
8360,6.9964895,5.9512258,1.602432,10507.292,7.935107,6.03495,1.613615,10507.318
8370,6.5339904,4.973108,1.6119311,10507.518,6.0199213,4.573875,1.5651308,10507.532
8380,6.7794676,4.75058,1.5972407,10507.738,6.9352307,4.7312427,1.6179626,10507.764
8390,6.730588,4.96794,1.6480459,10507.967,6.0709176,4.323401,1.5761483,10507.973
8400,5.9621367,4.334846,1.6117706,10508.18,6.4523487,4.357595,1.6608346,10508.213
8410,6.2248616,5.0807295,1.5891175,10508.4,7.0839024,4.707557,1.6973416,10508.446
8420,7.209496,5.463248,1.6322925,10508.635,6.220109,4.450271,1.6173728,10508.653
8430,6.070155,5.140931,1.6320007,10508.864,6.588167,5.629894,1.6102297,10508.881
8440,5.8881335,4.4369416,1.6570499,10509.095,5.344642,3.7201018,1.6589311,10509.118
8450,6.4610114,4.2298965,1.6669172,10509.325,5.868068,4.355836,1.6326199,10509.341
8460,5.884602,4.151604,1.601189,10509.539,5.636599,4.370469,1.6138004,10509.565
8470,5.212023,4.5286636,1.5878292,10509.764,5.6510315,4.1881604,1.6609812,10509.803
8480,5.765416,3.4291992,1.6494751,10510.008,5.2735963,4.798956,1.6194079,10510.024
8490,6.128188,6.1576047,1.6258961,10510.236,6.42937,5.007894,1.6276591,10510.258
8500,6.2896585,4.4250593,1.6489952,10510.474,5.49721,5.03594,1.6178871,10510.488
8510,6.342561,4.159375,1.622123,10510.697,6.4791956,4.191815,1.6132635,10510.719
8520,6.649416,4.074159,1.6377563,10510.934,5.276597,3.9461806,1.6863358,10510.969
8530,6.413716,4.58367,1.6755526,10511.179,5.977162,4.0593743,1.6088812,10511.186
8540,7.6456923,4.0719857,1.6879342,10511.416,5.616622,4.3445797,1.6403735,10511.428
8550,6.263375,3.5789545,1.6258934,10511.637,6.04265,3.650767,1.6769104,10511.672
8560,6.9860706,4.0683236,1.6565218,10511.879,5.662539,3.6123996,1.6155596,10511.893
8570,6.3149633,4.225345,1.5911733,10512.1,5.8345346,3.9893022,1.6387876,10512.136
8580,6.154435,4.5395155,1.6240352,10512.346,6.090759,4.0013704,1.6249813,10512.369
8590,5.865999,3.926648,1.6526558,10512.591,5.570369,4.1281176,1.5925972,10512.6
8600,5.5239234,3.8104215,1.6321099,10512.825,6.5349994,3.6386418,1.6676915,10512.857
8610,5.868306,4.225091,1.634518,10513.065,5.793205,3.8881347,1.6365073,10513.09
8620,6.5002522,3.6054337,1.6429981,10513.307,6.8398876,3.5955453,1.6502155,10513.333
8630,6.4227896,3.3994412,1.5653086,10513.528,6.2553496,3.5050921,1.5960811,10513.56
8640,7.3265567,3.617664,1.6123266,10513.781,6.477531,3.3618217,1.6595494,10513.817
8650,7.049437,4.0716443,1.6535225,10514.035,6.145789,3.8266418,1.5929415,10514.044
8660,6.2662263,3.330842,1.5869606,10514.26,5.728717,3.7257435,1.5839007,10514.284
8670,5.3553576,4.353135,1.5969013,10514.506,7.1074553,4.2228804,1.6971184,10514.557
