iter,task_train_loss_pre_optim,task_train_loss_post_optim,task_train_en_params_dist,task_train_tail_params_dist,task_test_loss_pre_optim,task_test_loss_post_optim,task_test_en_params_dist,task_test_tail_params_dist
2850,3.084471,3.8087347,0.04847003,3853.313,3.4548528,3.6132147,0.04835085,3856.0366
2860,3.2703278,3.146551,0.04752544,3880.6184,3.2350307,3.9069467,0.047464166,3883.3586
2870,3.4819498,3.0524988,0.04697913,3908.0522,3.747534,3.8183484,0.046942204,3910.8008
2880,3.2314203,3.8647003,0.04641853,3935.602,3.3333087,3.8184454,0.046374537,3938.364
2890,3.821878,3.4674797,0.04613175,3963.274,3.2246068,3.4914098,0.046121527,3966.048
2900,3.3095827,3.9133174,0.045802742,3991.065,3.3982809,3.6333075,0.045749713,3993.8508
2910,4.002083,3.935295,0.04535293,4018.974,3.4708254,3.5489042,0.045306347,4021.7715
2920,3.224232,3.3991766,0.044512205,4047.0078,3.8606436,3.9329574,0.044465788,4049.8184
2930,3.6339972,4.3789163,0.044061817,4075.1602,3.5074685,4.484261,0.044006415,4077.9785
2940,3.4080148,3.6622884,0.04356208,4103.431,3.8024404,4.4429183,0.043534134,4106.2646
2950,3.8274717,4.1486835,0.043497432,4131.8228,3.5839407,3.627576,0.04349246,4134.67
2960,3.5073655,3.4362226,0.043371618,4160.3394,3.6050942,2.9321706,0.04333443,4163.1943
2970,3.88936,4.0072875,0.043835267,4188.974,3.9066145,3.6856093,0.044120334,4191.8438
2980,3.372721,3.290031,0.04338888,4217.7314,3.417392,3.7570217,0.043267928,4220.611
2990,3.2170267,3.3420017,0.042448424,4246.6064,3.4966888,3.842005,0.042408224,4249.503
3000,3.2304926,3.576951,0.042041518,4275.602,3.4435644,3.8973835,0.04200816,4278.5107
3010,3.1956587,2.726229,0.042070616,4304.717,3.0337737,3.819053,0.042004626,4307.6353
3020,3.7402391,3.8944094,0.041256163,4333.955,2.9884255,3.457765,0.041358165,4336.882
3030,3.8216548,3.930237,0.041258313,4363.3096,3.7341478,4.2015023,0.04136897,4366.251
3040,3.5811183,3.2889361,0.041536827,4392.784,3.265695,4.527168,0.041459978,4395.7373
3050,3.5970197,3.4540503,0.040560637,4422.3794,3.5965047,3.9345665,0.040468074,4425.3477
3060,4.0811973,3.7462907,0.039937306,4452.103,3.3230143,3.378163,0.039899867,4455.079
3070,3.7191875,3.0632682,0.03957946,4481.94,3.8995016,3.719647,0.039547823,4484.9307
3080,3.6101282,3.6150088,0.039256684,4511.901,3.8261774,3.8270528,0.039229758,4514.9053
3090,3.1756206,3.1440604,0.039176434,4541.9775,3.4256124,4.1147227,0.039162688,4544.991
3100,3.4558706,3.7411385,0.038978625,4572.176,3.740367,3.2577589,0.03894504,4575.202
3110,3.401894,4.079152,0.03879122,4602.498,3.642633,4.3324227,0.038865812,4605.5386
3120,3.2936416,3.6448872,0.039838504,4632.943,4.0152793,4.5135083,0.03989443,4635.9946
3130,3.5408201,3.6957088,0.040086333,4663.5015,3.0991204,3.2645576,0.04015303,4666.564
3140,3.4221237,3.5905955,0.03974145,4694.165,3.4293787,4.7126174,0.03979336,4697.2285
3150,3.9595687,3.389497,0.03876196,4724.915,3.0127394,3.6839104,0.038742423,4727.9927
3160,3.008598,4.05147,0.038403876,4755.7783,3.8564708,3.7392492,0.038364854,4758.87
3170,3.743739,3.8573053,0.03800528,4786.761,3.3321185,3.6220262,0.037967823,4789.866
3180,3.20711,3.0360773,0.037669975,4817.87,3.8862658,3.8019269,0.037641816,4820.9883
3190,3.3620954,3.8272846,0.03747508,4849.1016,3.0661964,3.2610478,0.03745731,4852.233
3200,2.6280615,3.9424243,0.037341572,4880.451,4.1793275,3.0677965,0.03733007,4883.5947
3210,3.567601,3.098189,0.037207037,4911.921,4.0748224,3.5153086,0.037236866,4915.0713
3220,3.8314364,3.5461657,0.03703902,4943.5083,3.6959288,3.806969,0.03703108,4946.673
3230,4.268572,4.1829405,0.036712863,4975.221,3.9883199,3.8571208,0.036678754,4978.397
3240,3.7744703,3.4794242,0.036468424,5007.053,3.5984535,3.4410772,0.036444023,5010.243
3250,3.9570673,3.7699702,0.036301814,5039.0146,3.4505281,4.341682,0.036468036,5042.2134
3260,4.2366147,3.3416684,0.03960499,5070.0327,3.6173928,3.950591,0.036243994,5072.6006
3270,3.2665014,3.1980023,0.034628242,5096.098,3.4543688,3.6288476,0.034715414,5098.7373
3280,3.7441285,4.4488535,0.036616985,5122.3193,3.2194514,3.2422934,0.036852457,5124.9346
3290,3.090167,3.5475943,0.038661126,5148.4893,3.377936,4.490173,0.0388532,5151.1094
3300,3.159344,4.0774527,0.03989729,5174.778,3.4943273,3.4948657,0.039943703,5177.4106
3310,3.6459844,3.8323295,0.039987795,5201.1353,3.0479903,3.742037,0.039961908,5203.7734
3320,2.8094652,4.096993,0.039599106,5227.599,3.2145267,3.3855906,0.039550446,5230.2563
3330,3.146409,4.3739085,0.03909345,5254.1753,3.1210508,3.6176426,0.03904269,5256.834
3340,3.1928532,2.9642656,0.03860262,5280.8477,3.5521913,3.4398158,0.03855602,5283.5195
3350,2.9665596,3.6801655,0.038161434,5307.628,3.1838672,3.6197875,0.038119968,5310.3096
3360,3.078384,3.521653,0.03776788,5334.5083,3.112438,3.3783278,0.037730772,5337.2017
3370,2.9057672,3.9751623,0.0374415,5361.4927,3.3378346,4.609627,0.03739261,5364.197
3380,3.5587404,3.4211133,0.037115127,5388.579,3.5163019,4.0936565,0.03707669,5391.29
3390,3.3134139,3.942563,0.036803875,5415.767,3.5118647,3.7636688,0.03677266,5418.4893
3400,3.6460342,3.1255646,0.036512367,5443.0557,3.744907,4.0388975,0.03648446,5445.7915
3410,3.0302918,3.243901,0.03623759,5470.45,3.590666,3.8329718,0.036210958,5473.194
3420,3.2522614,3.6729827,0.036180746,5497.9443,3.5004895,3.1499841,0.03612775,5500.701
3430,3.2962692,3.9454472,0.035925526,5525.544,3.143561,3.84694,0.035913926,5528.311
3440,2.8300297,3.2513194,0.035705075,5553.249,3.738646,4.0633717,0.03565202,5556.0244
3450,2.9848602,3.6367853,0.036868952,5581.0547,3.1259303,4.0478787,0.037005402,5583.8423
3460,3.3460436,4.6309857,0.0378968,5608.9634,3.2318738,3.729712,0.037838984,5611.759
3470,3.6026678,3.846282,0.037719633,5636.976,3.3890975,4.110189,0.037949417,5639.7812
3480,3.793194,4.221996,0.038275708,5665.0938,2.659065,3.3633323,0.038003735,5667.9062
3490,3.3689685,3.642545,0.036094885,5693.307,3.4835489,3.6846426,0.035971187,5696.1343
3500,3.1049316,3.7202125,0.03548946,5721.626,3.5510798,3.4670703,0.03548916,5724.4673
3510,3.68213,3.5817106,0.035008747,5750.052,3.065955,3.9456282,0.03491699,5752.899
3520,3.0907187,3.1602218,0.034330077,5778.579,3.3522878,4.00005,0.034292042,5781.439
3530,3.2815166,3.5911362,0.033996243,5807.2124,3.1474125,3.361575,0.03395625,5810.0796
3540,3.5696292,3.2845762,0.033685807,5835.9463,3.0989556,3.4011881,0.03367629,5838.825
3550,3.1868827,3.7040238,0.033333644,5864.786,3.3515425,3.8920648,0.033302836,5867.6753
3560,3.6160448,3.5420215,0.033221457,5893.728,3.5667791,3.3596125,0.033302154,5896.6255
3570,3.5160196,3.5070887,0.034202125,5922.7734,3.0419312,3.763678,0.034210585,5925.6836
3580,2.7654576,3.7614062,0.033869393,5951.9204,3.0381484,3.318687,0.033899877,5954.843
3590,3.5912476,4.1180744,0.03342957,5981.173,3.7379172,3.5984197,0.033377014,5984.106
3600,3.1431353,3.8307989,0.033531122,6010.531,3.3555532,3.2545085,0.03349398,6013.4736
3610,3.1697772,3.8965805,0.033745404,6039.9927,3.1946006,4.0299582,0.03391525,6042.9424
3620,3.6569707,3.3723595,0.034485303,6069.5596,3.5214708,3.797604,0.03440607,6072.521
3630,3.3198838,3.674086,0.033046663,6099.226,3.2663283,3.4478257,0.032918837,6102.201
3640,3.425653,3.8163564,0.0323435,6129.001,3.1462529,3.4118586,0.03227972,6131.985
3650,3.4246063,3.7373965,0.03180631,6158.878,3.5419438,4.5155187,0.031749588,6161.875
3660,3.6393576,2.9947803,0.031821437,6188.862,2.8455322,4.0336666,0.031819034,6191.8643
3670,3.2146542,2.967186,0.03225188,6218.9507,3.6533277,3.8514307,0.032233324,6221.96
3680,3.2008505,3.6926181,0.031818837,6249.1357,3.4445724,3.3951988,0.031741746,6252.163
3690,3.4256096,3.400909,0.031157319,6279.432,2.9352672,4.1244407,0.031194631,6282.4663
3700,3.5284715,3.3522623,0.031266138,6309.831,2.8110895,3.6510224,0.03128124,6312.8765
3710,3.7787943,3.4357712,0.031628028,6340.3354,3.3869855,3.6008713,0.03178537,6343.389
3720,3.2448542,3.5624304,0.032337416,6370.944,3.2290711,3.146578,0.032266617,6374.0107
3730,4.0951595,3.3685477,0.03169857,6401.6626,3.4497647,3.4263504,0.031799953,6404.733
3740,3.0329852,3.7744954,0.03298731,6432.475,3.1538997,3.8406444,0.033144586,6435.563
3750,3.1462102,3.2559958,0.034752164,6463.3975,3.7521207,3.454929,0.034717053,6466.495
3760,3.4863434,3.9408238,0.03473477,6494.426,4.072393,3.7032506,0.03467291,6497.5337
3770,3.0543935,3.6746032,0.0339682,6525.559,3.4981856,3.742172,0.03386756,6528.6787
3780,3.1361504,2.9415991,0.032516845,6556.792,3.4661138,3.1984477,0.03239038,6559.922
3790,3.4883585,3.992793,0.032736424,6588.1343,3.600831,3.153481,0.03260935,6591.2734
3800,3.4103892,3.877743,0.030957365,6619.5796,3.3400385,3.5973856,0.030973498,6622.7305
3810,3.1511042,3.928724,0.033067644,6651.133,3.2811425,3.7285721,0.033145107,6654.2915
3820,2.6849868,2.9682138,0.03508072,6682.789,3.4321082,3.4848747,0.03543233,6685.96
3830,3.2308977,3.5554893,0.036412515,6714.546,3.420049,4.1338873,0.036413465,6717.728
3840,3.1376152,3.5271792,0.036292784,6746.414,3.5716896,3.3362312,0.036357023,6749.6094
3850,3.234372,3.6257193,0.0369047,6778.3857,3.1099772,3.2975123,0.03693095,6781.589
3860,3.4843893,3.771318,0.036152687,6810.465,3.2856956,3.660201,0.03589905,6813.6772
3870,3.7496617,4.0118313,0.0335017,6842.6455,3.5021613,3.911995,0.033365212,6845.8687
3880,2.7049494,3.2983317,0.03265824,6874.931,3.0116374,3.0865042,0.03258429,6878.169
3890,3.3399756,3.6715422,0.031381708,6907.325,3.9452622,3.5845988,0.031359732,6910.569
3900,3.2515779,3.3173997,0.030984586,6939.825,3.1023088,3.493904,0.030942788,6943.077
3910,3.6829116,3.488438,0.031358104,6972.4297,3.3098328,3.8259149,0.031673193,6975.6904
3920,3.2697263,3.626294,0.033486005,7005.134,3.3923712,3.9741619,0.03346663,7008.409
3930,3.2945135,3.471845,0.032603715,7037.949,3.2253597,3.8076005,0.032383356,7041.236
3940,3.3303611,3.49005,0.030392822,7070.866,3.3879576,3.5136561,0.03020755,7074.167
3950,3.0869858,3.5203717,0.029032055,7103.892,3.694046,3.7493658,0.028951054,7107.204
3960,3.647321,3.9237769,0.028453052,7137.0244,2.9633417,3.1054647,0.028411383,7140.34
3970,3.3445218,3.101292,0.02838825,7170.2617,2.8956523,3.9123526,0.02839542,7173.59
3980,3.7774649,3.8755946,0.028280687,7203.6064,3.5311096,3.5539231,0.028270194,7206.9404
3990,3.3380063,3.6585684,0.028011167,7237.051,3.4397323,4.2690043,0.02797923,7240.4
4000,3.4731653,3.0719497,0.027434055,7270.603,3.8645742,3.312816,0.02736054,7273.966
4010,3.4909189,4.2323046,0.027140561,7304.263,3.4381664,3.3881788,0.027222296,7307.6357
4020,3.91555,2.9411619,0.028044676,7338.0264,3.361007,3.2800093,0.028355768,7341.413
4030,3.313876,3.4620204,0.030446846,7371.9,3.386243,3.2255645,0.030475046,7375.292
4040,3.1847987,3.1847582,0.030617395,7405.8765,3.7317278,3.898989,0.03050754,7409.2837
4050,3.6329951,3.5375516,0.029322157,7439.961,3.4107351,3.2151804,0.02934857,7443.376
4060,3.1073527,3.6227143,0.028776038,7474.1514,3.7341065,2.9465969,0.028670603,7477.5757
4070,2.828542,3.2580163,0.027773995,7508.443,3.1943705,3.5538232,0.027674356,7511.8813
4080,3.4573588,4.088458,0.027677488,7542.849,3.5035906,3.1588562,0.027636653,7546.2954
4090,3.4253602,3.835148,0.02708751,7577.354,3.3252766,3.1939898,0.027075494,7580.8135
4100,3.5480797,3.6310363,0.028014366,7611.971,3.5725026,3.9427161,0.028006703,7615.4385
4110,3.692993,3.4091585,0.028318644,7646.6924,3.6470454,3.3249366,0.028440366,7650.168
4120,3.9887817,4.3132963,0.028962325,7681.5195,3.4780838,3.5932417,0.029058108,7685.009
4130,3.483421,3.5172527,0.029467046,7716.449,3.2391837,3.7024987,0.029407661,7719.947
4140,2.9395115,3.7634637,0.027999897,7751.487,3.4947298,3.32616,0.027798016,7755.0
4150,3.524213,3.5708244,0.027805846,7786.63,3.6094828,3.626527,0.027948702,7790.151
4160,3.4592187,3.722355,0.027529735,7821.8867,3.243448,3.3678174,0.027498242,7825.4155
4170,3.3450515,3.4734395,0.027409226,7857.2407,3.5707555,3.8501732,0.02733292,7860.782
4180,3.4356587,3.5001338,0.026786048,7892.707,3.466525,3.6792824,0.026764194,7896.2563
4190,3.727797,3.0631812,0.026734982,7928.2764,3.293052,3.400951,0.026666045,7931.8374
4200,3.5374267,3.6708264,0.026474912,7963.953,3.2821512,3.9322398,0.026480589,7967.53
4210,2.4620728,3.7557337,0.026593,7999.7344,2.958164,3.4950705,0.026690822,8003.3213
4220,3.492454,3.2479167,0.026987443,8035.6274,3.1557043,3.5337794,0.026943635,8039.221
4230,3.4243464,3.1887822,0.027087305,8071.624,3.4741836,3.5378458,0.02731913,8075.2314
4240,2.9591877,3.6617925,0.027966315,8107.728,3.4991586,3.7132726,0.027853232,8111.3413
4250,4.0838428,3.2495115,0.02728192,8143.9375,3.591714,3.5104017,0.027187616,8147.5654
4260,3.907371,3.5955346,0.026054287,8180.2554,3.9306233,3.6559112,0.026136812,8183.897
4270,3.7260046,3.6788156,0.0283239,8216.681,3.4631348,3.4499664,0.028394047,8220.327
4280,3.154813,3.5275502,0.027442437,8253.211,3.6716647,4.0972533,0.027320081,8256.873
4290,3.8861363,3.8659477,0.02705341,8289.85,4.0989127,4.1253395,0.027063977,8293.519
4300,3.5327985,3.7224247,0.027725304,8326.596,3.5631413,3.5975966,0.027828017,8330.273
4310,3.5724232,3.7170568,0.028711334,8363.447,3.6719792,4.217909,0.028682226,8367.14
4320,3.6440017,3.4593096,0.02845509,8400.406,3.4835975,3.4023676,0.02847755,8404.106
4330,3.385055,3.3947535,0.028483238,8437.47,4.017245,3.286289,0.028521065,8441.185
4340,3.08482,3.781208,0.027662437,8474.644,3.4510179,3.9389396,0.02753177,8478.369
4350,3.6141286,3.7568069,0.02663802,8511.924,3.6297765,3.4789555,0.026552603,8515.659
4360,3.0652628,3.5393193,0.02652517,8549.3125,4.112939,3.5150871,0.026633644,8553.057
4370,3.6606252,4.299585,0.026825747,8586.808,3.4567037,3.2362838,0.026873667,8590.5625
4380,3.4875934,3.5419123,0.027056566,8624.408,3.2700856,3.360936,0.027086422,8628.174
4390,3.0561752,3.7478857,0.02679115,8662.116,3.820628,3.969947,0.02671675,8665.895
4400,3.5203247,3.121953,0.027010247,8699.935,3.6145487,4.225156,0.027114993,8703.722
4410,3.5242753,3.6981134,0.025958776,8737.857,3.7421134,3.715491,0.02576654,8741.657
4420,4.2282696,3.1348658,0.024626177,8775.89,3.3901465,3.7746189,0.024553921,8779.7
4430,3.2666812,3.963611,0.02493519,8814.029,3.8267126,3.661195,0.02501662,8817.848
4440,3.954475,3.1494648,0.025494542,8852.273,3.5227165,3.179271,0.025525039,8856.107
4450,3.460382,3.1800973,0.025735322,8890.628,3.3219209,3.7809684,0.025746148,8894.471
4460,3.1552649,3.3921971,0.02546708,8929.09,3.4691267,3.5853112,0.025363531,8932.943
4470,4.03163,3.3231466,0.025123615,8967.662,3.8105094,3.4209216,0.024996387,8971.526
4480,3.5075047,3.178473,0.025197303,9006.338,3.3650408,3.891252,0.025176516,9010.21
4490,3.6274874,2.9190583,0.024790788,9045.123,3.566271,3.7257364,0.02477009,9049.007
4500,3.8385918,3.4353976,0.024554351,9084.016,3.820051,3.7782147,0.024528267,9087.913
4510,3.440116,3.0466902,0.024661122,9123.018,3.3576179,3.4054065,0.024697907,9126.922
4520,3.957358,3.3221698,0.024802715,9162.127,4.4443684,3.982815,0.02479442,9166.044
4530,3.8602724,4.184499,0.024533056,9201.344,3.6392632,3.7329473,0.02450442,9205.269
4540,3.9445298,3.8148763,0.024350464,9240.669,3.7540228,3.697556,0.024481278,9244.604
4550,3.3154485,3.879583,0.024295969,9280.096,3.9858305,3.4966605,0.024268461,9284.047
4560,3.9439569,3.4862638,0.02368986,9319.639,3.6760886,3.627586,0.023655683,9323.601
4570,4.4608755,3.6729171,0.023245815,9359.287,3.0787084,3.7339973,0.02331793,9363.258
4580,3.2078767,3.1627588,0.025255403,9399.051,3.4644098,3.6858993,0.025438666,9403.028
4590,4.4825273,3.2768323,0.026487399,9438.913,3.9632115,3.5151722,0.02643918,9442.905
4600,3.7571635,3.4432921,0.026054556,9478.883,3.6407506,3.9847898,0.02596891,9482.889
4610,3.1886144,3.9226182,0.025027161,9518.965,3.730876,3.405593,0.024922596,9522.982
4620,3.657575,3.1001618,0.02506789,9559.154,3.5496125,3.8533788,0.025012136,9563.183
4630,3.521168,3.4789057,0.02393811,9599.454,3.460951,3.5187373,0.023847837,9603.49
4640,3.991157,3.882356,0.024236817,9639.864,3.0474446,4.2794538,0.024453852,9643.905
4650,4.0488467,3.8132334,0.025957655,9680.38,3.6393137,3.8068793,0.025896197,9684.439
4660,3.587294,3.8898745,0.026753873,9721.002,3.815121,3.7182567,0.027303452,9725.071
4670,4.2411213,3.9987166,0.030460585,9761.736,3.7875235,3.5763137,0.030527633,9765.815
4680,4.1127987,3.7677765,0.028493132,9802.581,4.302444,4.2294683,0.028102111,9806.67
4690,3.7202575,3.497967,0.026209664,9843.528,4.0399785,4.140447,0.026103694,9847.631
4700,4.0263834,3.1619723,0.025603006,9884.588,3.9768255,3.2931893,0.02554674,9888.702
4710,3.4468048,3.5248933,0.027488545,9925.756,3.9120963,3.427149,0.028006196,9929.878
4720,3.4654667,3092.5212,0.03481712,9947.554,2.9635634,145.0726,0.036532015,9949.057
4730,4.6011047,258.95023,0.05333693,9962.483,3.9727423,7.2114925,0.054771584,9963.906
4740,8.598446,55.38021,0.06321657,9976.705,7.972035,32.17682,0.06377474,9978.183
4750,14.938196,6.4410677,0.06602879,9990.969,11.357501,6.1003966,0.06604726,9992.317
4760,8.82557,11.032503,0.066324435,10004.949,9.77324,4.7604046,0.06641035,10006.361
4770,8.157,4.6821747,0.067889206,10018.662,7.369183,3.8968287,0.06852722,10019.707
4780,6.160246,738.45764,0.07354218,10029.307,5.69447,816.3434,0.07393693,10030.32
4790,3.4640167,846.3302,0.08026417,10039.057,3.1407385,176.10742,0.08121245,10039.93
4800,6.325999,47.40377,0.11278038,10047.498,7.069501,23.900402,0.11234285,10048.319
4810,9.557206,148.5142,0.12220104,10055.686,9.5573,26.777252,0.12220664,10056.483
4820,5.0758524,8.124358,0.15556642,10063.564,5.476386,11.958371,0.16759178,10064.352
4830,8.414503,3.890739,0.18506305,10071.216,10.424134,7.0994625,0.18904725,10072.006
4840,12.039249,6982850.0,1.2389532,10078.869,6.8669944,3.9032462,0.20541482,10079.236
4850,12.384292,67692.664,1.2680244,10083.083,9.682072,15148.168,0.34650066,10083.068
4860,4.2046494,3.7719061,0.2379069,10085.933,5.1096396,5.8454156,0.23972777,10086.236
4870,4.524948,4.407241,0.248786,10088.803,4.6813416,8.936849,0.24947205,10089.071
4880,4.2121477,8.68819,0.25780234,10091.42,4.5361276,6.9888325,0.2585613,10091.679
4890,3.6200476,4.006096,0.26256284,10093.971,3.7238536,4.5516267,0.2627651,10094.226
4900,4.6323543,4.348573,0.2657959,10096.51,4.017817,3.953406,0.26599193,10096.766
4910,4.5909214,4.196789,0.2672691,10099.042,4.461469,3.9588807,0.26755863,10099.298
4920,4.7016435,4.029223,0.272314,10101.576,4.007858,3.471366,0.2727006,10101.83
4930,4.010028,3.9580147,0.2752553,10104.112,4.542481,3.4975536,0.27513856,10104.369
4940,4.2423797,3.6805692,0.27503747,10106.659,4.727556,4.210695,0.27488917,10106.914
4950,4.2768483,3.2929792,0.27392077,10109.207,4.1657834,3.7239888,0.27389118,10109.462
4960,4.895564,4.246382,0.27230808,10111.765,4.0399675,3.4745946,0.27211553,10112.0205
4970,3.8278224,3.966804,0.2737158,10114.324,4.1616507,3.9412587,0.27424246,10114.582
4980,4.6306453,3.29794,0.27442855,10116.893,3.9323204,3.6192336,0.27458215,10117.148
4990,4.5617576,5.3910975,0.27992666,10119.467,4.535682,3.9476314,0.28084117,10119.724
5000,4.3301644,3.605181,0.28976837,10122.045,4.71422,3.922507,0.29076344,10122.303
5010,4.618477,4.087147,0.29501995,10124.632,4.127811,3.605156,0.2954192,10124.892
5020,4.2798543,4.17623,0.3018503,10127.227,4.73972,3.7556834,0.30312485,10127.483
5030,4.7182293,4.135153,0.3138644,10129.825,4.976652,4.145129,0.31508738,10130.084
5040,3.8669958,3.5011756,0.317787,10132.428,4.3441105,4.0612607,0.317713,10132.692
5050,4.199063,3.4939468,0.31936303,10135.036,4.021404,3.5986283,0.3195836,10135.296
5060,4.4659014,3.94477,0.31907478,10137.643,4.5010147,3.6911585,0.31892505,10137.904
5070,4.649435,3.8876815,0.31780893,10140.256,4.510217,3.6723375,0.31768468,10140.517
5080,4.976554,4.015533,0.31779277,10142.872,3.8804429,3.4650807,0.31785044,10143.135
5090,4.21506,3.6151156,0.31916007,10145.491,5.734297,4.8454194,0.3192731,10145.755
5100,4.705377,3.9145682,0.3198298,10148.119,4.1551933,3.4011862,0.3198307,10148.381
5110,4.898241,4.059003,0.31928065,10150.756,3.9610374,3.4761522,0.31917858,10151.018
5120,4.3302937,3.3962073,0.31802878,10153.394,4.9614024,3.7041175,0.3178915,10153.656
5130,4.6698637,3.1581223,0.31824362,10156.041,3.7288983,3.9845755,0.3183109,10156.3
5140,4.809827,4.244729,0.3185623,10158.689,3.8843129,3.3418734,0.31855595,10158.955
5150,3.7942076,3.7751515,0.31804475,10161.348,4.420051,3.9546661,0.31795582,10161.615
5160,3.928614,3.6337042,0.31695467,10164.012,3.582143,3.6093285,0.31683576,10164.279
5170,4.775067,3.4434159,0.31589285,10166.683,4.580427,4.1431727,0.31579536,10166.948
5180,4.774058,4.4963975,0.31485036,10169.357,4.093978,3.278527,0.3147303,10169.627
5190,4.4067144,3.9841852,0.3138091,10172.043,4.082948,3.5744464,0.3137139,10172.309
5200,3.7287323,3.716439,0.31268683,10174.7295,4.8338237,3.7362387,0.31257227,10174.998
5210,3.8727262,3.96566,0.31153116,10177.424,4.552411,3.9932683,0.31141612,10177.693
5220,4.986086,4.1126437,0.31047487,10180.127,4.225248,3.7552698,0.3103895,10180.395
5230,4.581586,3.6269221,0.30955133,10182.834,4.069033,4.125502,0.30944982,10183.1045
5240,5.252405,4.0569067,0.3101266,10185.546,4.9078345,3.4313936,0.3105056,10185.817
5250,4.045151,3.759749,0.3156991,10188.264,4.3842096,3.456435,0.3161724,10188.536
5260,4.7471976,4.102766,0.31874612,10190.99,4.933434,3.4088314,0.3189952,10191.263
5270,4.573487,3.535201,0.32035148,10193.722,4.1899276,4.3872375,0.32038197,10193.994
5280,4.6166058,3.6276977,0.31964004,10196.459,4.0055666,3.6162388,0.31949088,10196.732
5290,4.5846987,3.8501725,0.31795672,10199.203,4.5619187,4.1185284,0.31776872,10199.475
5300,4.381783,5.3654256,0.31600422,10201.955,5.030058,3.9998176,0.31579763,10202.2295
5310,4.655213,3.888691,0.31409353,10204.713,4.790441,3.5219188,0.314073,10204.986
5320,4.407668,3.762912,0.3153668,10207.474,3.8340917,3.6768732,0.31550688,10207.749
5330,5.0235944,3.4098153,0.31438372,10210.244,4.2305665,3.227815,0.3142683,10210.519
5340,4.7766743,3.3260596,0.32020745,10213.018,5.8630342,3.8481848,0.37139148,10213.304
5350,4.8012805,3.5941026,0.31484437,10215.795,4.7406125,45.56194,0.3152396,10216.075
5360,4.190926,4.694069,0.32074824,10218.554,5.076711,4.750837,0.32125756,10218.836
5370,4.431487,4.101228,0.32088357,10221.373,4.5936007,4.0704064,0.32109252,10221.653
5380,4.8415995,3.4419875,0.32219812,10224.17,4.3351254,4.141779,0.32225713,10224.45
5390,4.0075564,3.9626641,0.32243925,10226.961,4.0799575,3.484061,0.32232112,10227.238
5400,4.904106,3.385553,0.32215527,10229.753,3.538219,3.2411127,0.32224545,10230.032
5410,4.093945,4.4479675,0.32212752,10232.547,4.0737514,3.2699695,0.32205412,10232.828
5420,4.388139,3.4226217,0.3216067,10235.352,4.4259543,4.109397,0.32171446,10235.634
5430,4.071788,3.7541249,0.32290927,10238.158,4.931731,3.651123,0.32298732,10238.441
5440,4.9428797,4.178171,0.32314146,10240.977,5.060078,4.079288,0.32307675,10241.258
5450,4.425418,4.1331644,0.32228178,10243.796,4.181893,3.4743402,0.32217586,10244.079
5460,4.5458903,3.7654893,0.3212553,10246.624,4.517438,3.523468,0.32109526,10246.908
5470,4.348868,4.3874083,0.32114354,10249.459,4.626458,3.8912337,0.3211243,10249.74
5480,4.7751627,3.7554994,0.32105574,10252.3,4.5769444,3.6849809,0.32103258,10252.583
5490,5.2289095,4.124431,0.3211053,10255.1455,4.5770087,3.523655,0.32110465,10255.432
5500,4.481438,4.1411586,0.32073998,10257.999,4.0633426,3.6534772,0.3207202,10258.281
5510,4.4134216,3.7350137,0.32047254,10260.857,4.2771482,3.8550236,0.3203997,10261.144
5520,4.5898795,4.349469,0.3194124,10263.729,3.7561538,3.7680793,0.31930488,10264.01
5530,4.641872,3.8511603,0.3185595,10266.596,4.5644307,3.075924,0.31847373,10266.885
5540,4.8660855,3.6247284,0.3174215,10269.475,4.864986,4.0464005,0.31728032,10269.764
5550,4.287216,3.7491248,0.31649235,10272.357,4.417024,3.6650255,0.31645396,10272.65
5560,4.2553453,3.4143877,0.31652442,10275.252,4.6755705,3.6546743,0.31667292,10275.541
5570,4.918575,4.4294863,0.3181364,10278.146,4.602252,3.619541,0.31821007,10278.44
5580,4.740229,3.6381907,0.3200659,10281.053,4.3736115,3.7733104,0.32026798,10281.342
5590,4.377158,3.6059992,0.32145998,10283.962,3.8135097,3.6704986,0.32151634,10284.253
5600,4.500011,2.942369,0.3217167,10286.878,4.3942227,3.7324991,0.3217296,10287.17
5610,4.3007874,3.4334204,0.32291183,10289.801,4.216296,3.7398224,0.32309407,10290.094
5620,5.059654,4.3141785,0.322632,10292.733,4.7484107,3.855274,0.32246104,10293.024
5630,4.5404215,3.3556361,0.32404307,10295.666,4.441408,3.7091458,0.3242844,10295.958
5640,4.8904886,3.423118,0.3269041,10298.607,4.1448994,3.5014455,0.32711032,10298.901
5650,4.4115744,3.5074496,0.32792073,10301.558,4.712511,4.116714,0.32793075,10301.856
5660,4.3236346,3.7286603,0.32771963,10304.514,3.67133,4.468074,0.32763302,10304.808
5670,4.3929462,3.9493525,0.3285958,10307.477,5.0776973,3.7638888,0.32887036,10307.773
5680,4.828384,3.4320455,0.32973373,10310.446,4.8155274,3.6062567,0.32973224,10310.744
5690,4.610899,3.6273754,0.33247086,10313.42,4.67394,3.4853377,0.3335455,10313.719
5700,5.2218633,3.4293685,0.3348879,10316.403,3.7401364,4.480599,0.33441195,10316.699
5710,4.070701,3.4043095,0.33373746,10319.391,4.436127,3.8381038,0.33434564,10319.689
