iter,task_train_acc_pre_optim,task_train_acc_post_optim,task_test_acc_pre_optim,task_test_acc_post_optim
10,0.053125,0.0453125,0.056250002,0.034375
20,0.043750003,0.056250002,0.05,0.059375
30,0.05,0.050000004,0.05,0.040625002
40,0.05625,0.046875,0.05,0.040625
50,0.08125,0.056250002,0.078125,0.078125
60,0.0875,0.078125,0.059375003,0.071875006
70,0.059375003,0.08125,0.053125,0.090625
80,0.084374994,0.09375,0.05625,0.0625
90,0.05625,0.109375,0.065625,0.084375
100,0.0625,0.1625,0.065625,0.11562501
110,0.09375,0.121875,0.05625,0.109375
120,0.078125,0.165625,0.059375,0.128125
130,0.090625,0.14375001,0.040625,0.13125
140,0.103125006,0.171875,0.040625,0.1625
150,0.1,0.18125,0.043750003,0.1375
160,0.075,0.209375,0.040625002,0.17500001
170,0.115624994,0.225,0.046875,0.165625
180,0.109375,0.22812499,0.043750003,0.178125
190,0.06875,0.21562502,0.046875,0.17812501
200,0.1,0.209375,0.040625,0.171875
210,0.096875,0.240625,0.034375,0.228125
220,0.11562501,0.24062501,0.05,0.18437502
230,0.10625,0.253125,0.021875,0.203125
240,0.090625,0.25,0.056250002,0.1875
250,0.128125,0.259375,0.078125,0.24375
260,0.10625,0.3125,0.034375,0.278125
270,0.087500006,0.290625,0.040625002,0.23125002
280,0.1,0.26875,0.05625,0.21249999
290,0.15,0.2875,0.05625,0.24375
300,0.121875,0.31875,0.06875,0.25937498
310,0.134375,0.296875,0.034375,0.25
320,0.11874999,0.3375,0.06875,0.26875
330,0.13125,0.346875,0.05625,0.25625
340,0.146875,0.346875,0.043750003,0.24375
350,0.084375,0.325,0.028125,0.29375
360,0.09375,0.353125,0.059375,0.3
370,0.128125,0.35312498,0.0375,0.29375
380,0.10625,0.328125,0.0375,0.296875
390,0.115625,0.328125,0.05625,0.328125
400,0.1625,0.3375,0.046875,0.36875
410,0.13125,0.353125,0.028125001,0.296875
420,0.153125,0.434375,0.04375,0.33125
430,0.12812501,0.421875,0.06875,0.33437502
440,0.14687501,0.4125,0.04375,0.315625
450,0.14687501,0.36875,0.046875,0.30312502
460,0.134375,0.40625,0.075,0.309375
470,0.14375001,0.434375,0.056250002,0.353125
480,0.10625,0.396875,0.034375,0.36874998
490,0.109375,0.44687498,0.05,0.33437502
500,0.13749999,0.43749997,0.046875,0.33749998
510,0.125,0.40625,0.046875,0.31875
520,0.15,0.5375,0.0625,0.375
530,0.1375,0.47812498,0.04375,0.34375
540,0.10625,0.490625,0.034375004,0.3625
550,0.146875,0.4375,0.05625,0.378125
560,0.14375001,0.50625,0.0375,0.38437498
570,0.134375,0.47812498,0.040625,0.38125
580,0.17812501,0.50937504,0.03125,0.41562498
590,0.1375,0.49375,0.03125,0.371875
600,0.1625,0.52812505,0.056250002,0.33437502
610,0.15625,0.5375,0.0375,0.415625
620,0.14375001,0.53125,0.05,0.434375
630,0.159375,0.54375005,0.046875,0.41875002
