iter,task_train_loss_pre_optim,task_train_loss_post_optim,task_test_loss_pre_optim,task_test_loss_post_optim
10,0.83745295,0.5122002,0.32445887,0.18853746
20,0.41623038,0.08175729,0.42437553,0.1203503
30,0.21650417,0.07236171,0.1523474,0.11726833
40,0.1341029,0.121943384,0.20630343,0.12816206
50,0.18011197,0.12385942,0.19980694,0.17482814
60,0.14156204,0.1151776,0.11624925,0.14133498
70,0.12779523,0.08146261,0.21492219,0.15522383
80,0.18028119,0.10695647,0.15481439,0.15929991
90,0.12733766,0.14949344,0.17043789,0.10469408
100,0.1335878,0.06141363,0.14448333,0.14232898
110,0.126124,0.114004016,0.15271914,0.14064296
120,0.18601933,0.109300196,0.19597787,0.12931427
130,0.15732563,0.09350833,0.14107658,0.12530258
140,0.14139241,0.15524937,0.17669284,0.16575739
150,0.27670956,0.12631014,0.12752983,0.15169781
160,0.1518665,0.10808655,0.22003174,0.11533338
170,0.17055291,0.14696077,0.24134707,0.14529525
180,0.13107225,0.10523912,0.13770196,0.1635347
190,0.16151315,0.12625825,0.12735388,0.1816992
200,0.13111743,0.097159505,0.13734092,0.16046406
210,0.17075321,0.12939611,0.15274571,0.17291072
220,0.19295809,0.10108173,0.1760805,0.10399303
230,0.19855548,0.110660516,0.1597609,0.16357464
240,0.19432911,0.14410841,0.21329565,0.095923215
250,0.25372395,0.14914563,0.23832771,0.13562791
260,0.22370675,0.15968353,0.23313877,0.1644285
270,0.19722846,0.1235055,0.17332837,0.1255745
280,0.13618352,0.13495074,0.2141468,0.11702984
290,0.229724,0.12175991,0.2363194,0.16720527
300,0.2519281,0.1670506,0.23020244,0.13429406
310,0.20571527,0.11946217,0.1712156,0.15230063
320,0.15955165,0.09677754,0.18016961,0.12586191
330,0.090450205,0.13655779,0.13226965,0.14090768
340,0.12698944,0.11818899,0.14297628,0.12183659
350,0.1281833,0.11906516,0.15258199,0.17602408
360,0.113923475,0.12055017,0.08258644,0.19371448
370,0.12567197,0.1445101,0.17295265,0.09905931
380,0.102966696,0.17088655,0.14186485,0.12601645
390,0.09070517,0.13168019,0.13149941,0.1228181
400,0.13026422,0.1259717,0.1252379,0.15385789
410,0.13401082,0.100125164,0.16316828,0.14235236
420,0.1914294,0.16347337,0.1639972,0.10936648
430,0.110359155,0.13682097,0.11783944,0.114696495
440,0.12484401,0.1694901,0.17305675,0.13453433
450,0.18593259,0.1166448,0.14587167,0.113757886
460,0.12321636,0.15835363,0.10813668,0.10881044
470,0.10426983,0.13685605,0.14875865,0.091502085
480,0.095311165,0.15240595,0.082054906,0.15076107
490,0.12339337,0.1691831,0.14668657,0.11369574
500,0.12880489,0.11516585,0.1371311,0.17220312
510,0.1634075,0.16025376,0.16876312,0.114870146
520,0.08452898,0.13506895,0.10416519,0.14039929
530,0.0930269,0.12220293,0.15657857,0.11691862
540,0.10089579,0.10696478,0.10064831,0.13026842
550,0.15556417,0.14815184,0.1435827,0.13556287
560,0.09107119,0.107123055,0.13872872,0.12006553
570,0.14562689,0.09624219,0.12541358,0.14207679
580,0.11047816,0.07259646,0.12973158,0.12101659
590,0.12003252,0.14346857,0.15034556,0.1257711
600,0.15125611,0.09545242,0.1234737,0.116572365
610,0.16661116,0.13898098,0.18387008,0.112788886
620,0.122402355,0.09890345,0.19050819,0.11888365
630,0.13578486,0.13064456,0.1382761,0.14865318
640,0.15907495,0.13550855,0.15864304,0.15487492
650,0.10128267,0.11602771,0.13677038,0.15215255
660,0.14079267,0.0959198,0.15271536,0.15240027
670,0.110654,0.11732994,0.21421415,0.1377046
680,0.19064501,0.12392716,0.1417967,0.10639936
690,0.12060699,0.15573761,0.19385803,0.14571863
700,0.1352678,0.11012219,0.13619275,0.11591619
710,0.11301087,0.11743012,0.14494418,0.20457949
720,0.1619154,0.060733948,0.16146575,0.104703516
730,0.14572185,0.11708218,0.18229198,0.18565269
740,0.13398911,0.13533649,0.17505543,0.13045037
750,0.17304897,0.106558636,0.13933083,0.13714853
760,0.14917591,0.124929935,0.120780796,0.13922977
770,0.1354192,0.10998681,0.15182775,0.11323397
780,0.126943,0.120319605,0.14234573,0.12914246
790,0.13300204,0.11474034,0.10997518,0.14637247
800,0.121175274,0.15706569,0.16075282,0.1569999
810,0.18719505,0.09403139,0.1698858,0.090124846
820,0.10152138,0.16512796,0.08771758,0.13706973
830,0.124797106,0.15685144,0.12678674,0.13890934
840,0.1619707,0.11280243,0.11383017,0.14285493
850,0.10929556,0.13177568,0.092214584,0.117251985
860,0.122933,0.11081007,0.13385943,0.1459063
870,0.07314621,0.12002349,0.06907761,0.09114509
880,0.12141323,0.08756752,0.14245224,0.12603226
890,0.08866623,0.15034536,0.090390086,0.12617515
900,0.11514999,0.054816417,0.10195637,0.11593248
910,0.16193965,0.12229603,0.11144422,0.13672823
920,0.103935264,0.18663096,0.10959132,0.12776026
930,0.09738317,0.1280718,0.09933479,0.1198614
940,0.1422247,0.10695745,0.13450484,0.15542331
950,0.15046239,0.09510887,0.09265764,0.103699
960,0.06758637,0.16356564,0.11408135,0.11879554
970,0.11748882,0.13769957,0.09097,0.1343133
980,0.09331584,0.0997657,0.1067533,0.12599227
990,0.09966782,0.12733255,0.16085401,0.07808765
1000,0.15988162,0.1320199,0.12962428,0.12738064
1010,0.09161979,0.14600977,0.10524058,0.12420541
1020,0.14684038,0.17300436,0.12208374,0.09087406
1030,0.13177931,0.13818505,0.10338156,0.1758411
1040,0.12023765,0.08855981,0.101517156,0.1410492
1050,0.13919987,0.12883636,0.14559443,0.13365912
1060,0.16416328,0.13328573,0.11487171,0.16122505
1070,0.08801142,0.12249035,0.15448052,0.16478421
1080,0.15318169,0.095617756,0.14746991,0.14837828
1090,0.13846315,0.12285137,0.1465899,0.106677316
1100,0.13145688,0.1007157,0.088594936,0.10463075
1110,0.1359382,0.12223595,0.12603489,0.10782141
1120,0.1254288,0.10383925,0.1130405,0.13962503
1130,0.09837182,0.095523536,0.09226781,0.13878468
1140,0.14606343,0.12511069,0.1473102,0.22027564
1150,0.13998686,0.16155326,0.1085414,0.15471458
1160,0.12544355,0.10626726,0.116216205,0.114920184
1170,0.14209042,0.11722198,0.10689359,0.13500911
1180,0.105875775,0.1749646,0.1259447,0.11004595
1190,0.107888535,0.11834706,0.15588066,0.13116787
1200,0.15097716,0.11923204,0.17039852,0.11319353
1210,0.13628383,0.12242534,0.15900265,0.13577913
1220,0.115266904,0.13801417,0.12212011,0.13109308
1230,0.120424025,0.087592885,0.13986793,0.13498431
1240,0.15214047,0.13121167,0.15465486,0.13985877
1250,0.13161035,0.11752352,0.15384273,0.13137233
1260,0.12179445,0.11690006,0.11269223,0.12977193
1270,0.077795655,0.13791853,0.11909708,0.11152598
1280,0.12987816,0.14607427,0.09615181,0.123365104
1290,0.14252144,0.12997861,0.16346514,0.121638745
1300,0.12722126,0.09335498,0.12251973,0.108688205
1310,0.11052734,0.12079953,0.10261823,0.1073116
1320,0.1290848,0.12504129,0.123121165,0.14742303
1330,0.11599764,0.116713926,0.13423763,0.1675832
1340,0.13051076,0.15429607,0.13100912,0.08703172
1350,0.08408678,0.10907682,0.17343685,0.13648015
1360,0.13008991,0.1516633,0.13006589,0.117761895
1370,0.12278267,0.18260698,0.12682219,0.12205598
1380,0.163658,0.14957182,0.16678035,0.15014048
1390,0.11641709,0.12493704,0.16037369,0.1512737
1400,0.1402498,0.11978881,0.16832677,0.11892179
1410,0.10233353,0.10979382,0.13365571,0.12370695
1420,0.12288668,0.14188592,0.12034134,0.1246823
1430,0.15236151,0.15211089,0.1438077,0.10287972
1440,0.13161364,0.100759655,0.11943991,0.11581877
1450,0.10454872,0.116774246,0.18348283,0.14711264
1460,0.11031401,0.14531788,0.12754947,0.13476805
1470,0.13671902,0.12785843,0.11368509,0.11589193
1480,0.14539108,0.112592384,0.10510328,0.14308912
1490,0.12658566,0.17345703,0.12389383,0.119451895
1500,0.10730801,0.13014528,0.16229823,0.1252689
1510,0.12459129,0.13137913,0.14597118,0.09866911
1520,0.19542986,0.14620599,0.11083917,0.134933
1530,0.09606193,0.11389409,0.13605846,0.1263406
1540,0.14467677,0.11259867,0.13618733,0.13379551
1550,0.109126486,0.14138506,0.14937027,0.13972202
1560,0.1165414,0.12116328,0.12515247,0.13821682
1570,0.081821635,0.15890639,0.11072413,0.11956294
1580,0.12708834,0.1024469,0.080792874,0.13170412
1590,0.1253551,0.15398127,0.17289002,0.17907009
1600,0.13659288,0.1094037,0.113460764,0.1216561
1610,0.119270116,0.100554995,0.10723991,0.10774505
1620,0.099863395,0.09558092,0.10171902,0.16811237
1630,0.12491338,0.09848806,0.11692538,0.16575918
1640,0.117250815,0.07272401,0.1144093,0.1723913
1650,0.071282275,0.14745449,0.10222917,0.14020276
1660,0.1375966,0.12847793,0.120646015,0.0945825
1670,0.10018517,0.12441802,0.124437705,0.095664345
1680,0.11102329,0.116019264,0.13337243,0.11453942
1690,0.11315146,0.08964875,0.113685384,0.13064341
1700,0.09521699,0.15274489,0.11808659,0.139522
1710,0.10957529,0.13214594,0.14092472,0.15152305
1720,0.1154359,0.11455729,0.14074226,0.07920751
1730,0.10104138,0.10401963,0.1311261,0.17178816
1740,0.11404143,0.10170286,0.11777748,0.12357104
1750,0.120808244,0.09508766,0.1416535,0.101796314
1760,0.14644274,0.11127311,0.15265866,0.17520499
1770,0.16919556,0.09797554,0.14286019,0.1789479
1780,0.096260846,0.091708735,0.17750247,0.14718798
1790,0.0989241,0.122702226,0.123435974,0.15252054
1800,0.13672887,0.06576599,0.13368109,0.15607014
1810,0.15491332,0.0809682,0.10890086,0.15969005
1820,0.12593137,0.14834024,0.12646475,0.09351806
1830,0.12675965,0.10310522,0.19556676,0.15733925
1840,0.11046027,0.11764781,0.13382116,0.12884246
1850,0.14315386,0.11348933,0.11972545,0.1216939
1860,0.10276049,0.13811538,0.085096695,0.10302815
1870,0.14125463,0.13140029,0.14125645,0.1509554
1880,0.12395373,0.12382004,0.14231198,0.13989861
1890,0.122778,0.15719998,0.07764254,0.17149875
1900,0.12471887,0.11441178,0.1385332,0.10759996
1910,0.106116235,0.08913295,0.1585724,0.17790051
1920,0.11898136,0.11603695,0.112482816,0.102346934
1930,0.090163216,0.07493849,0.1271365,0.09999202
1940,0.096586674,0.15162104,0.13251874,0.14941609
1950,0.093765646,0.088703476,0.18856493,0.17015825
1960,0.10694724,0.15312256,0.10537152,0.16403487
1970,0.13037607,0.11317377,0.13433479,0.10269193
1980,0.19726288,0.12990716,0.07728559,0.13011914
1990,0.079229146,0.11535238,0.15291658,0.15699995
2000,0.093747884,0.114718996,0.1387794,0.14564715
2010,0.1429994,0.10661851,0.109247096,0.13002113
