iter,task_train_acc_pre_optim,task_train_acc_post_optim,task_train_params_dist,task_test_acc_pre_optim,task_test_acc_post_optim,task_test_params_dist
4250,0.24400002,0.374,50.50013,0.06,0.15,50.497223
4260,0.248,0.44800004,50.5768,0.046000004,0.15,50.576107
4270,0.232,0.4,50.663925,0.056000005,0.154,50.662773
4280,0.23200001,0.40800002,50.769638,0.048,0.154,50.76875
4290,0.24,0.42600003,50.866936,0.05,0.18200001,50.86859
4300,0.26,0.42,50.95465,0.042,0.14000002,50.95327
4310,0.22800002,0.45400003,51.04111,0.048,0.174,51.040916
4320,0.258,0.404,51.140675,0.03,0.16599998,51.142296
4330,0.252,0.41599998,51.25074,0.048,0.17799999,51.254284
4340,0.22,0.39400002,51.354992,0.04,0.16800001,51.35462
4350,0.22399999,0.432,51.442223,0.058000002,0.15,51.4406
4360,0.23,0.42,51.53832,0.048,0.17400001,51.535004
4370,0.31199998,0.408,51.621204,0.06,0.21400002,51.61964
4380,0.22399999,0.38199997,51.698322,0.024,0.18199998,51.69964
4390,0.258,0.38599998,51.797638,0.054,0.2,51.79658
4400,0.282,0.408,51.881615,0.048,0.176,51.880455
4410,0.278,0.40199998,51.970757,0.03,0.184,51.970287
4420,0.254,0.442,52.06547,0.032,0.148,52.060966
4430,0.24399997,0.41599998,52.153667,0.04,0.19600002,52.152264
4440,0.252,0.43,52.24637,0.048,0.16,52.247875
4450,0.276,0.416,52.35659,0.044,0.18,52.352333
4460,0.254,0.43400002,52.44712,0.034,0.186,52.43918
4470,0.27,0.438,52.514244,0.05,0.202,52.511024
4480,0.24399997,0.40199998,52.587025,0.054000005,0.16800001,52.588215
4490,0.24199998,0.414,52.67881,0.055999998,0.18400002,52.68056
4500,0.23,0.46,52.760254,0.05,0.17800002,52.764275
4510,0.234,0.384,52.859962,0.048,0.17800002,52.857544
4520,0.22399999,0.374,52.948627,0.027999999,0.154,52.946777
4530,0.244,0.442,53.046,0.04,0.184,53.046394
4540,0.26000002,0.412,53.138794,0.04,0.186,53.136383
4550,0.248,0.43,53.210754,0.042000003,0.17799999,53.212505
4560,0.256,0.45400003,53.301716,0.058000002,0.172,53.30018
4570,0.26,0.438,53.3872,0.054,0.186,53.38612
4580,0.27400002,0.45199996,53.483925,0.038,0.154,53.480938
4590,0.23400001,0.44,53.581932,0.05,0.18200001,53.58133
4600,0.262,0.44,53.67092,0.054,0.16600002,53.66527
4610,0.272,0.396,53.76522,0.06,0.162,53.762215
4620,0.248,0.412,53.876137,0.036000002,0.16399999,53.878075
4630,0.262,0.38199997,53.967815,0.051999997,0.19600001,53.967022
4640,0.254,0.436,54.062744,0.036,0.16600001,54.05597
4650,0.24200001,0.39399996,54.16268,0.046000004,0.206,54.16317
4660,0.268,0.438,54.240997,0.048,0.16,54.23819
4670,0.246,0.43,54.33149,0.04,0.17400001,54.329468
4680,0.254,0.404,54.41754,0.052,0.172,54.415375
4690,0.284,0.43199998,54.51903,0.038,0.198,54.517437
4700,0.27400005,0.42400002,54.621376,0.038000003,0.19600001,54.62185
4710,0.22399999,0.42,54.71877,0.032,0.17400001,54.716156
4720,0.27400002,0.41599998,54.812153,0.046000004,0.184,54.80767
4730,0.272,0.442,54.890125,0.053999998,0.16399999,54.88804
4740,0.22400002,0.428,54.985943,0.027999999,0.18,54.98759
4750,0.258,0.38199997,55.075935,0.043999996,0.184,55.075367
4760,0.262,0.426,55.18632,0.038000003,0.18200001,55.1862
4770,0.23400001,0.41199997,55.284393,0.042000003,0.19800001,55.284924
4780,0.28000003,0.438,55.38429,0.038000003,0.158,55.38438
4790,0.264,0.40399998,55.47106,0.036,0.172,55.469696
4800,0.26800004,0.45200002,55.551765,0.042000003,0.18200001,55.54845
4810,0.236,0.414,55.627136,0.026,0.16800001,55.623962
4820,0.252,0.458,55.759438,0.036000002,0.172,55.759346
4830,0.286,0.43,55.84303,0.036000002,0.162,55.83844
4840,0.26600003,0.42200002,55.943928,0.04,0.16600001,55.940453
4850,0.256,0.44800004,56.016296,0.04,0.172,56.01485
4860,0.27400002,0.46800002,56.10682,0.032,0.188,56.101746
4870,0.22399999,0.43199998,56.185986,0.044,0.15200001,56.182823
4880,0.23400001,0.412,56.246967,0.055999998,0.158,56.2461
4890,0.272,0.38799998,56.360718,0.048,0.15200001,56.36266
4900,0.252,0.444,56.445972,0.055999998,0.204,56.44335
4910,0.254,0.42200002,56.533943,0.04,0.158,56.533337
4920,0.23599999,0.41799998,56.617035,0.036,0.16800001,56.612183
4930,0.25,0.442,56.692924,0.046000004,0.18,56.690624
4940,0.258,0.44,56.790993,0.043999996,0.184,56.791313
4950,0.23799999,0.45800003,56.878365,0.064,0.158,56.876617
4960,0.27,0.38,56.972645,0.028000003,0.16399999,56.96766
4970,0.276,0.42,57.04444,0.036000002,0.176,57.03916
4980,0.262,0.44799998,57.12221,0.055999998,0.17,57.117054
4990,0.258,0.462,57.21221,0.048,0.184,57.213127
5000,0.278,0.44,57.29374,0.05,0.17400001,57.29289
5010,0.24800001,0.44,57.391163,0.051999997,0.174,57.388855
5020,0.27,0.44199997,57.462944,0.038000003,0.172,57.457848
5030,0.254,0.42200002,57.561413,0.05,0.186,57.55773
5040,0.27,0.402,57.640633,0.044,0.176,57.64211
5050,0.27,0.47199997,57.717186,0.046000004,0.172,57.71527
5060,0.26999998,0.442,57.827137,0.048,0.172,57.821728
5070,0.22599998,0.41799998,57.91079,0.048,0.18,57.908226
5080,0.29000002,0.462,57.995323,0.048,0.18,57.992455
5090,0.21200001,0.416,58.054028,0.046,0.186,58.05119
5100,0.23799999,0.402,58.13093,0.04,0.202,58.11908
5110,0.262,0.432,58.20213,0.03,0.202,58.198406
5120,0.26399997,0.428,58.289085,0.05,0.18400002,58.283558
5130,0.274,0.41399997,58.369556,0.048,0.18400002,58.361523
5140,0.272,0.432,58.463585,0.03,0.2,58.463898
5150,0.264,0.464,58.5395,0.036000002,0.17800002,58.536285
5160,0.238,0.438,58.625072,0.056000005,0.16600001,58.62282
5170,0.25,0.46400002,58.706715,0.042000003,0.16400002,58.70094
5180,0.258,0.432,58.79554,0.028000003,0.19599998,58.792187
5190,0.322,0.42200002,58.87147,0.04,0.17,58.869373
5200,0.29599997,0.45800003,58.9495,0.027999999,0.19,58.94451
5210,0.308,0.45,59.04314,0.036000002,0.18200001,59.03958
5220,0.26,0.40600002,59.123047,0.042000003,0.172,59.12367
5230,0.272,0.43400002,59.218437,0.05,0.192,59.219154
5240,0.284,0.444,59.309948,0.046,0.18,59.308907
5250,0.262,0.45200002,59.421867,0.046000004,0.184,59.420177
5260,0.30400002,0.42800003,59.509544,0.044,0.20799999,59.50528
5270,0.284,0.504,59.59513,0.05,0.172,59.594017
5280,0.23799999,0.48,59.679943,0.042000003,0.16400002,59.67771
5290,0.27199998,0.45,59.760498,0.042000003,0.18,59.755913
5300,0.266,0.43800002,59.82183,0.054,0.2,59.81896
5310,0.264,0.47,59.899178,0.03,0.172,59.896656
5320,0.284,0.45199996,59.979485,0.044,0.172,59.97512
5330,0.24800001,0.43,60.07256,0.06,0.20599999,60.071045
5340,0.29400003,0.44800004,60.157585,0.04,0.18200001,60.15151
5350,0.272,0.468,60.23167,0.058000002,0.202,60.229156
5360,0.26,0.44599998,60.32187,0.028000003,0.16,60.31607
5370,0.29000002,0.46400002,60.40627,0.04,0.16399999,60.403114
5380,0.278,0.466,60.49065,0.034,0.18200001,60.48706
5390,0.25599998,0.46,60.562523,0.055999998,0.172,60.556313
5400,0.28,0.45200002,60.648182,0.038000003,0.176,60.649128
5410,0.30200002,0.45599997,60.733135,0.038,0.18,60.727062
5420,0.26000002,0.44,60.847496,0.056000005,0.186,60.852345
5430,0.256,0.43400002,60.977592,0.032,0.168,60.97569
5440,0.26,0.412,61.098278,0.044,0.19600001,61.100502
5450,0.27400002,0.438,61.227196,0.03,0.18600002,61.224365
5460,0.3,0.45199996,61.322308,0.028000003,0.16600001,61.323772
5470,0.26600003,0.44799998,61.41767,0.04,0.17799999,61.4172
5480,0.26,0.44800004,61.49537,0.04,0.19400002,61.490456
5490,0.29,0.48800004,61.590416,0.048,0.18,61.582832
5500,0.30200002,0.45,61.68157,0.046,0.144,61.676655
5510,0.26400003,0.45400003,61.793373,0.04,0.15600002,61.792763
5520,0.288,0.44,61.906944,0.042000003,0.18,61.90564
5530,0.26,0.468,62.022106,0.048,0.17,62.02173
5540,0.28599998,0.46400002,62.12371,0.042,0.162,62.122505
5550,0.268,0.442,62.221382,0.05,0.186,62.21759
5560,0.282,0.43,62.321003,0.04,0.188,62.318764
5570,0.276,0.474,62.40388,0.044,0.18200001,62.39646
5580,0.3,0.48,62.48058,0.046,0.16199999,62.477886
5590,0.27400002,0.426,62.569996,0.050000004,0.184,62.570137
5600,0.284,0.47799996,62.67566,0.042000003,0.156,62.67623
5610,0.286,0.444,62.778137,0.042000003,0.17800002,62.776833
5620,0.29,0.45200002,62.862762,0.046,0.18,62.857513
5630,0.246,0.46400002,62.97361,0.044,0.20599999,62.975502
5640,0.29400003,0.44,63.0708,0.048,0.188,63.067688
5650,0.262,0.46,63.16139,0.04,0.168,63.156147
5660,0.286,0.4,63.264732,0.060000006,0.17,63.266823
5670,0.24400002,0.46,63.364616,0.046,0.188,63.365456
5680,0.276,0.45200002,63.445606,0.038,0.176,63.442303
5690,0.258,0.46,63.538696,0.048,0.16800001,63.535717
5700,0.282,0.482,63.637806,0.048,0.17400001,63.636982
5710,0.316,0.45,63.731148,0.038000003,0.172,63.72735
5720,0.28399998,0.44,63.822693,0.051999997,0.17799999,63.81643
5730,0.282,0.426,63.904316,0.032,0.18599999,63.89673
5740,0.258,0.438,63.98449,0.051999997,0.172,63.98473
5750,0.262,0.466,64.056114,0.054000005,0.158,64.051254
5760,0.288,0.45400003,64.16252,0.05,0.156,64.15765
5770,0.26,0.42800003,64.272415,0.054,0.168,64.270325
5780,0.284,0.436,64.36667,0.046000004,0.2,64.36443
5790,0.24200001,0.43400002,64.49108,0.056000005,0.15799999,64.49378
5800,0.29000002,0.474,64.60289,0.055999998,0.174,64.59903
5810,0.29799998,0.45599997,64.70589,0.04,0.17799999,64.70706
5820,0.296,0.5,64.8162,0.042000003,0.18,64.810104
5830,0.284,0.49,64.91837,0.033999998,0.18400002,64.91359
5840,0.256,0.474,65.00779,0.051999997,0.186,65.00197
5850,0.26,0.46400002,65.08807,0.05,0.18,65.08705
5860,0.26,0.47800004,65.20612,0.05,0.162,65.20695
5870,0.246,0.442,65.30757,0.046000004,0.156,65.305984
5880,0.248,0.44399998,65.41851,0.06600001,0.2,65.41836
5890,0.24200001,0.44800004,65.51947,0.058000002,0.186,65.51749
5900,0.24599999,0.43199998,65.59424,0.054,0.16,65.588425
5910,0.27,0.44800004,65.70015,0.06,0.16399999,65.69388
5920,0.258,0.45,65.79729,0.042,0.16600001,65.79566
5930,0.312,0.47800004,65.883545,0.054,0.15200001,65.88204
5940,0.282,0.44,65.99808,0.044,0.15799999,66.002525
5950,0.278,0.48399997,66.13216,0.058000002,0.19,66.130745
5960,0.272,0.49199998,66.21092,0.062,0.17799999,66.20546
5970,0.296,0.48199996,66.30933,0.052,0.17,66.306625
5980,0.31599998,0.49799997,66.42023,0.026,0.176,66.41687
5990,0.26400003,0.45599997,66.510605,0.051999997,0.176,66.50955
6000,0.26,0.48600003,66.60799,0.048,0.17,66.60701
6010,0.29400003,0.48400003,66.69237,0.048,0.16399999,66.68683
6020,0.27400002,0.458,66.772255,0.046000004,0.172,66.77246
6030,0.252,0.48600003,66.86858,0.044,0.188,66.86059
6040,0.278,0.45200005,66.93544,0.046000004,0.156,66.927666
6050,0.30400002,0.44800004,67.000374,0.036,0.19,66.99713
6060,0.26999998,0.474,67.08329,0.042000003,0.17799999,67.0791
6070,0.262,0.45599997,67.15683,0.044,0.168,67.15388
6080,0.28800002,0.444,67.23812,0.054000005,0.174,67.23556
6090,0.23400001,0.44,67.308815,0.034,0.17400001,67.30459
6100,0.254,0.496,67.40301,0.034,0.16399999,67.40198
6110,0.282,0.462,67.49028,0.038000003,0.188,67.4876
6120,0.26400003,0.46400002,67.576614,0.051999997,0.18600002,67.574585
6130,0.288,0.44599998,67.675766,0.036000002,0.198,67.67006
6140,0.28,0.488,67.79515,0.044,0.19400002,67.79441
6150,0.29,0.48,67.910164,0.038000003,0.158,67.90805
6160,0.30400002,0.47199997,68.02568,0.042000003,0.17199999,68.01883
6170,0.29799998,0.436,68.11329,0.026,0.19399999,68.11067
6180,0.30600002,0.50000006,68.210205,0.042000003,0.16,68.20934
6190,0.26400003,0.45800003,68.28771,0.042000003,0.17,68.28227
6200,0.348,0.47599998,68.38665,0.044,0.18200001,68.38335
6210,0.24,0.482,68.480446,0.04,0.17,68.47828
6220,0.298,0.462,68.57637,0.07,0.206,68.57286
6230,0.258,0.47,68.662224,0.052,0.172,68.66238
6240,0.27999997,0.47599998,68.76039,0.051999997,0.17800002,68.75468
6250,0.304,0.48799995,68.86558,0.058000002,0.188,68.85994
6260,0.262,0.45800003,68.96001,0.038000003,0.17,68.9573
6270,0.28,0.45599997,69.061775,0.042,0.15599999,69.057755
6280,0.30200002,0.51,69.14547,0.052,0.192,69.14011
6290,0.29,0.474,69.259315,0.058000002,0.18200001,69.25838
6300,0.29799998,0.472,69.337135,0.038000003,0.17799999,69.33209
6310,0.31,0.498,69.42897,0.044,0.17,69.4229
6320,0.27999997,0.48600003,69.52482,0.051999997,0.17,69.51963
6330,0.29599997,0.46,69.59956,0.058000002,0.176,69.59532
6340,0.262,0.44,69.7068,0.048,0.19600001,69.708824
6350,0.26,0.474,69.81811,0.044,0.16,69.81456
6360,0.27600002,0.49800003,69.9108,0.042000003,0.21200001,69.90962
6370,0.24,0.45599997,70.00016,0.052,0.198,69.9958
6380,0.272,0.514,70.10322,0.06600001,0.16,70.09914
6390,0.33400002,0.48400003,70.199554,0.054,0.16,70.19096
6400,0.27,0.49400002,70.28105,0.052,0.184,70.27389
6410,0.29600003,0.468,70.371956,0.05,0.19400002,70.36989
6420,0.25,0.474,70.469376,0.038000003,0.176,70.464615
6430,0.29,0.5,70.56738,0.048,0.154,70.56249
6440,0.29599997,0.46800002,70.64943,0.055999998,0.176,70.64543
6450,0.294,0.47,70.74451,0.046000004,0.17800002,70.74043
6460,0.278,0.42800003,70.82627,0.026,0.16600001,70.82379
6470,0.274,0.44799998,70.932045,0.034,0.17400001,70.927505
6480,0.28,0.5,71.0266,0.063999996,0.2,71.02087
6490,0.27400002,0.48,71.124016,0.051999997,0.18200001,71.12018
6500,0.30200002,0.46199998,71.22468,0.056000005,0.17799999,71.21886
6510,0.25800002,0.474,71.30704,0.042000003,0.18,71.30645
6520,0.26399997,0.49,71.41146,0.044,0.19600001,71.405945
6530,0.28399998,0.476,71.49667,0.054,0.18,71.488625
6540,0.292,0.48,71.596664,0.032,0.188,71.59355
6550,0.276,0.46,71.68716,0.026,0.18200001,71.6824
6560,0.262,0.472,71.78069,0.062000003,0.18,71.77704
6570,0.284,0.5,71.88039,0.038,0.186,71.88054
6580,0.31599998,0.492,71.97406,0.052,0.198,71.96989
6590,0.25,0.482,72.060585,0.038000003,0.19800001,72.05507
6600,0.32799998,0.458,72.13413,0.048,0.17400001,72.12928
6610,0.3,0.45599997,72.22011,0.044,0.17400001,72.215744
6620,0.30200002,0.472,72.29352,0.058000002,0.186,72.28534
6630,0.292,0.45599997,72.36802,0.028000003,0.19600001,72.36339
6640,0.296,0.45800003,72.460655,0.052,0.174,72.4549
6650,0.276,0.494,72.56311,0.04,0.19,72.55852
6660,0.286,0.47799996,72.648254,0.048,0.16399999,72.643486
6670,0.296,0.49800003,72.72858,0.054,0.176,72.72762
6680,0.26400003,0.51,72.81613,0.042000003,0.146,72.8096
6690,0.288,0.48,72.89903,0.054,0.16,72.8942
6700,0.286,0.44,72.986145,0.062,0.172,72.98375
6710,0.27,0.51,73.075745,0.056000005,0.162,73.07249
6720,0.31,0.458,73.17048,0.042000003,0.176,73.165016
6730,0.26599997,0.472,73.2639,0.054,0.18,73.25827
6740,0.268,0.48,73.355545,0.044,0.17599998,73.34595
6750,0.30400002,0.492,73.4383,0.054000005,0.136,73.4319
6760,0.31800002,0.49600002,73.506165,0.046000004,0.202,73.49966
6770,0.284,0.474,73.60002,0.044000007,0.19,73.59105
6780,0.336,0.49400002,73.67766,0.03,0.21,73.6724
6790,0.322,0.474,73.7645,0.06,0.16400002,73.76154
6800,0.304,0.5379999,73.8605,0.038,0.144,73.85684
6810,0.314,0.46800002,73.96525,0.027999999,0.174,73.957596
6820,0.31,0.478,74.056656,0.028000003,0.18200001,74.04533
6830,0.256,0.49199998,74.1295,0.042000003,0.17,74.121864
6840,0.32799998,0.48800004,74.2324,0.03,0.20799999,74.2303
6850,0.27400002,0.508,74.319466,0.030000003,0.16,74.31183
6860,0.30400002,0.504,74.41688,0.046000004,0.176,74.41301
6870,0.29,0.478,74.52055,0.032,0.19,74.51245
6880,0.308,0.48199996,74.5932,0.052,0.192,74.58696
6890,0.32,0.508,74.65458,0.042000003,0.21200001,74.64534
6900,0.31,0.494,74.73869,0.064,0.22399999,74.72804
6910,0.278,0.498,74.82101,0.042,0.184,74.81541
6920,0.282,0.468,74.89696,0.055999998,0.152,74.888916
6930,0.282,0.514,74.9758,0.054,0.17400001,74.97438
6940,0.29400003,0.5,75.06224,0.05,0.156,75.05513
6950,0.3,0.496,75.15221,0.056000005,0.162,75.14508
6960,0.308,0.52800006,75.238846,0.051999997,0.202,75.23596
6970,0.296,0.496,75.32527,0.03,0.19600001,75.32102
6980,0.29400003,0.48599997,75.42749,0.054,0.176,75.42403
6990,0.33,0.50799996,75.50854,0.04,0.198,75.50072
7000,0.292,0.5,75.58102,0.044,0.19399999,75.57898
7010,0.322,0.496,75.67956,0.054,0.21600002,75.676735
7020,0.284,0.504,75.764366,0.06,0.186,75.76065
7030,0.31599998,0.47,75.85249,0.054,0.17400001,75.846725
7040,0.254,0.48,75.952385,0.048,0.202,75.95021
7050,0.33200002,0.474,76.0534,0.048,0.17800002,76.04767
7060,0.30600002,0.46,76.13283,0.072000004,0.20799999,76.12584
7070,0.312,0.45800003,76.21344,0.042000003,0.222,76.20531
7080,0.33600003,0.442,76.30009,0.044,0.146,76.29317
7090,0.296,0.48,76.405075,0.044,0.18400002,76.40254
7100,0.3,0.49800003,76.5027,0.04,0.16600001,76.496315
7110,0.31,0.502,76.58076,0.054,0.18400002,76.57664
7120,0.29600003,0.51,76.68812,0.055999998,0.19400002,76.68288
7130,0.32799998,0.47599998,76.7904,0.044,0.18200001,76.7837
7140,0.27,0.48800004,76.87862,0.042000003,0.18,76.87545
7150,0.336,0.5220001,76.97069,0.05,0.21599999,76.96236
7160,0.32800004,0.52,77.06549,0.025999999,0.192,77.061905
7170,0.296,0.492,77.164215,0.044,0.19400002,77.161095
7180,0.268,0.516,77.26029,0.05,0.16600001,77.255905
7190,0.316,0.49,77.33634,0.056000005,0.192,77.326775
7200,0.308,0.49600002,77.425,0.032,0.19400002,77.418724
7210,0.30200002,0.49,77.50197,0.046000004,0.172,77.49621
7220,0.29799998,0.522,77.596725,0.046000004,0.186,77.58811
7230,0.31000003,0.504,77.67681,0.038000003,0.202,77.67018
7240,0.336,0.48599997,77.760666,0.04,0.16400002,77.75372
7250,0.26400003,0.54,77.84752,0.031999998,0.214,77.846275
7260,0.278,0.52000004,77.93291,0.048,0.188,77.92313
7270,0.29,0.45200002,78.01022,0.024,0.17400001,78.00553
7280,0.282,0.492,78.07826,0.052,0.16600001,78.073875
7290,0.274,0.48,78.16416,0.06600001,0.16800001,78.161415
7300,0.314,0.518,78.23665,0.034,0.19400002,78.22605
7310,0.308,0.498,78.30562,0.054,0.18200001,78.29879
7320,0.324,0.498,78.407265,0.058,0.21200001,78.40133
7330,0.306,0.472,78.50839,0.032,0.162,78.5017
7340,0.28599998,0.514,78.61209,0.04,0.14800002,78.60627
7350,0.33200002,0.47,78.70294,0.064,0.184,78.698166
7360,0.27600002,0.55,78.80149,0.048,0.16,78.79529
7370,0.312,0.48599997,78.89048,0.058000002,0.18800001,78.88733
7380,0.298,0.49999997,78.98491,0.06,0.16400002,78.979164
7390,0.318,0.48599997,79.08037,0.048,0.18400002,79.0724
7400,0.336,0.472,79.1585,0.048,0.204,79.151535
7410,0.306,0.48599997,79.22389,0.046,0.216,79.21753
7420,0.282,0.48400003,79.30991,0.036,0.156,79.29855
7430,0.258,0.504,79.40629,0.042000003,0.17400001,79.396935
7440,0.32,0.46,79.49017,0.051999997,0.206,79.48147
7450,0.3,0.5,79.58382,0.05,0.17,79.57881
7460,0.276,0.462,79.66752,0.046000004,0.158,79.662506
7470,0.36600003,0.48599997,79.738365,0.05,0.18,79.73146
7480,0.278,0.492,79.81843,0.054,0.186,79.8133
7490,0.30200002,0.498,79.89883,0.051999997,0.174,79.8954
7500,0.32,0.49,80.003395,0.048,0.18,79.99486
7510,0.34,0.502,80.08476,0.036,0.19,80.07433
7520,0.29000002,0.49,80.16343,0.036000002,0.16400002,80.157455
7530,0.338,0.5220001,80.253334,0.044,0.19800001,80.24492
7540,0.29,0.496,80.33563,0.042000003,0.192,80.3293
7550,0.35599998,0.498,80.41407,0.046000004,0.16399999,80.41018
7560,0.322,0.496,80.507996,0.05,0.21400002,80.50799
7570,0.33800003,0.53,80.60067,0.055999998,0.188,80.5943
7580,0.298,0.488,80.67925,0.042000003,0.19600001,80.669945
7590,0.24400002,0.51199996,80.7628,0.036000002,0.19800001,80.760666
7600,0.28599998,0.48599997,80.851234,0.038000003,0.16,80.84408
7610,0.292,0.466,80.949745,0.04,0.17,80.94801
7620,0.324,0.514,81.03766,0.044,0.188,81.030464
7630,0.31599998,0.48199996,81.1085,0.038000003,0.16,81.09927
7640,0.31199998,0.52,81.198044,0.05,0.18200001,81.190674
7650,0.278,0.52,81.285355,0.046,0.174,81.27815
7660,0.322,0.518,81.37979,0.042000003,0.184,81.37757
7670,0.322,0.49400002,81.4736,0.062000003,0.18800001,81.47068
7680,0.304,0.52599996,81.55999,0.044,0.19,81.55331
7690,0.31800002,0.482,81.64503,0.036,0.174,81.63742
7700,0.308,0.45400003,81.73246,0.06,0.17,81.722885
7710,0.318,0.48599997,81.82125,0.048,0.16600001,81.814255
7720,0.25,0.47399998,81.92563,0.046000004,0.18,81.91827
7730,0.294,0.514,82.01414,0.025999999,0.206,82.00569
7740,0.292,0.48800004,82.10885,0.046,0.206,82.101875
7750,0.36199996,0.51199996,82.18736,0.04,0.2,82.17815
7760,0.316,0.53800005,82.251175,0.046000004,0.16600001,82.24378
7770,0.27999997,0.512,82.32936,0.054,0.19,82.32334
7780,0.346,0.54,82.393684,0.046,0.158,82.385735
7790,0.32,0.56,82.45656,0.038,0.186,82.4514
7800,0.31599998,0.48400003,82.52471,0.068,0.18400002,82.51883
7810,0.29799998,0.48599997,82.614334,0.032,0.18,82.60604
7820,0.324,0.492,82.697105,0.024,0.21400002,82.69282
7830,0.314,0.49,82.784904,0.06,0.17800002,82.78391
7840,0.34,0.52,82.87748,0.055999998,0.18200001,82.86992
7850,0.306,0.54399997,82.95772,0.028000003,0.19599998,82.95066
7860,0.3,0.466,83.03398,0.051999997,0.17,83.0318
7870,0.30200002,0.546,83.1311,0.06,0.17800002,83.126656
7880,0.292,0.482,83.21623,0.046,0.19,83.210556
7890,0.31599998,0.518,83.30208,0.03,0.16800001,83.298
7900,0.26,0.53400004,83.39436,0.046000004,0.18,83.387566
7910,0.294,0.48800004,83.48395,0.044,0.16600002,83.4735
7920,0.308,0.55,83.570595,0.046000004,0.18200001,83.56081
7930,0.286,0.508,83.650894,0.064,0.202,83.6466
7940,0.36400002,0.52599996,83.75134,0.044,0.18200001,83.74123
7950,0.322,0.52,83.83242,0.046,0.17600003,83.82692
7960,0.278,0.52,83.92052,0.052,0.17600003,83.9124
7970,0.316,0.52800006,84.005646,0.048,0.16600001,83.99511
7980,0.316,0.492,84.07765,0.06600001,0.17,84.07102
7990,0.29,0.514,84.14909,0.04,0.174,84.14174
8000,0.34,0.552,84.22615,0.046000004,0.17400001,84.222336
8010,0.29400003,0.512,84.329735,0.044,0.18,84.32688
8020,0.348,0.524,84.39894,0.051999997,0.18800001,84.39429
8030,0.306,0.506,84.49254,0.062000003,0.16800001,84.48551
8040,0.32,0.5,84.56328,0.028000003,0.188,84.55147
8050,0.32599998,0.536,84.62202,0.056000005,0.18,84.61295
8060,0.31,0.522,84.69975,0.055999998,0.16600001,84.70023
8070,0.294,0.52199996,84.79051,0.046000004,0.16599998,84.77636
8080,0.35,0.51,84.85738,0.06,0.19600001,84.8491
8090,0.338,0.502,84.93605,0.032,0.158,84.9311
8100,0.288,0.482,85.040634,0.028000003,0.18,85.03456
8110,0.34,0.504,85.13468,0.084,0.148,85.12704
8120,0.322,0.506,85.23781,0.046,0.17800002,85.23317
8130,0.342,0.508,85.33449,0.044,0.176,85.32996
8140,0.324,0.47,85.42683,0.048,0.186,85.41972
8150,0.296,0.528,85.51308,0.044,0.18,85.50371
8160,0.34199998,0.492,85.60838,0.042,0.17799999,85.603264
8170,0.30400002,0.514,85.70372,0.03,0.168,85.69787
8180,0.33199996,0.502,85.784836,0.048,0.20400001,85.77956
8190,0.296,0.534,85.845825,0.036,0.17799999,85.83614
8200,0.3,0.496,85.93825,0.038000003,0.18800001,85.93492
8210,0.32599998,0.462,86.046646,0.032,0.142,86.03888
8220,0.304,0.466,86.11568,0.038000003,0.18599999,86.111374
8230,0.28,0.508,86.19881,0.048,0.17799999,86.192665
8240,0.30200002,0.524,86.288376,0.046,0.172,86.27915
8250,0.322,0.508,86.38589,0.06,0.16600001,86.37897
8260,0.32,0.554,86.47596,0.025999999,0.17600003,86.47089
8270,0.308,0.496,86.57815,0.043999996,0.188,86.56688
8280,0.28599998,0.514,86.65352,0.03,0.156,86.65066
8290,0.338,0.504,86.770935,0.044,0.186,86.76408
8300,0.33199996,0.544,86.86094,0.063999996,0.154,86.85483
8310,0.292,0.546,86.93929,0.046,0.204,86.93219
8320,0.304,0.51,87.025,0.054,0.18200001,87.0146
8330,0.288,0.53200006,87.08375,0.038000003,0.15200001,87.07323
8340,0.344,0.49,87.15747,0.055999998,0.17799999,87.150185
8350,0.32199997,0.504,87.23771,0.042000003,0.186,87.2254
8360,0.30600002,0.514,87.30348,0.046000004,0.202,87.29357
8370,0.33400002,0.52599996,87.37836,0.046000004,0.162,87.36654
8380,0.31599998,0.48600003,87.45265,0.05,0.17800002,87.44935
8390,0.33,0.52599996,87.53133,0.06,0.18200001,87.51922
8400,0.306,0.53800005,87.61558,0.046,0.176,87.606316
8410,0.35199997,0.48400003,87.69896,0.04,0.19,87.68788
8420,0.34,0.516,87.78762,0.038000003,0.176,87.780594
8430,0.34199998,0.524,87.87232,0.034,0.16600001,87.865616
8440,0.318,0.524,87.94906,0.048,0.188,87.93965
8450,0.35799998,0.524,88.01581,0.058000002,0.18800001,88.00799
8460,0.372,0.48599997,88.09474,0.052,0.19600001,88.087234
8470,0.32799998,0.48800004,88.15807,0.048,0.17800002,88.14689
8480,0.324,0.52199996,88.23283,0.048,0.202,88.228226
8490,0.3,0.49400002,88.31853,0.056000005,0.186,88.3094
8500,0.32799998,0.532,88.39971,0.078,0.16,88.39065
8510,0.26400003,0.5220001,88.48764,0.044,0.16800001,88.4852
8520,0.33,0.506,88.58111,0.04,0.154,88.56828
8530,0.29599997,0.568,88.649475,0.052,0.184,88.64247
8540,0.31399998,0.496,88.72798,0.042,0.18400002,88.72093
8550,0.35600004,0.5439999,88.80695,0.058,0.17,88.80247
8560,0.29799998,0.53,88.907845,0.048,0.19400002,88.901794
8570,0.342,0.536,88.984314,0.054,0.19,88.9739
8580,0.276,0.52,89.05235,0.051999997,0.148,89.040726
