iter,task_train_acc_pre_optim,task_train_acc_post_optim,task_train_params_dist,task_test_acc_pre_optim,task_test_acc_post_optim,task_test_params_dist
8590,0.314,0.5220001,89.142044,0.054000005,0.162,89.135315
8600,0.29600003,0.50200003,89.23012,0.058000002,0.15,89.22279
8610,0.3,0.524,89.323654,0.034,0.18200001,89.31577
8620,0.366,0.556,89.40415,0.054,0.18200001,89.39824
8630,0.30400002,0.534,89.46396,0.04,0.19,89.45294
8640,0.316,0.524,89.52174,0.048,0.16399999,89.514465
8650,0.36,0.522,89.609024,0.04,0.17400001,89.59819
8660,0.286,0.5,89.675766,0.054,0.192,89.66786
8670,0.316,0.52799994,89.765305,0.04,0.184,89.7573
8680,0.308,0.48599997,89.845856,0.054,0.176,89.83765
8690,0.32799998,0.552,89.93306,0.038000003,0.18200001,89.92521
8700,0.352,0.5379999,89.99812,0.056000005,0.162,89.98652
8710,0.354,0.532,90.1027,0.05,0.188,90.092964
8720,0.324,0.528,90.193794,0.056000005,0.158,90.187775
8730,0.288,0.50799996,90.283646,0.058000002,0.18400002,90.27227
8740,0.34600002,0.518,90.371376,0.046000004,0.2,90.36678
8750,0.29799998,0.558,90.46197,0.027999999,0.192,90.44987
8760,0.312,0.572,90.51822,0.034,0.156,90.51222
8770,0.33,0.546,90.58102,0.046000004,0.14400001,90.5663
8780,0.30200002,0.51,90.642624,0.038000003,0.162,90.63016
8790,0.314,0.52599996,90.71405,0.034,0.17799999,90.70811
8800,0.29,0.53,90.8091,0.056000005,0.19599998,90.80197
8810,0.33,0.55,90.90379,0.054,0.16600001,90.89674
8820,0.32799998,0.524,90.99388,0.026,0.168,90.987076
8830,0.35599998,0.504,91.079895,0.038000003,0.184,91.069496
8840,0.324,0.54399997,91.14876,0.038000003,0.184,91.13851
8850,0.33,0.556,91.21961,0.044,0.158,91.208015
8860,0.30800003,0.53,91.276726,0.05,0.16800001,91.26493
8870,0.316,0.508,91.339806,0.048,0.192,91.33141
8880,0.272,0.542,91.42468,0.034,0.17400001,91.4173
8890,0.338,0.516,91.50245,0.034,0.186,91.49563
8900,0.344,0.502,91.58687,0.04,0.17400001,91.57583
8910,0.292,0.524,91.663025,0.036000002,0.18,91.65568
8920,0.30600002,0.524,91.768936,0.06,0.162,91.76383
8930,0.32600003,0.51,91.86262,0.038000003,0.186,91.855515
8940,0.352,0.568,91.951126,0.048,0.154,91.94292
8950,0.346,0.54800004,92.02616,0.052,0.17400001,92.01267
8960,0.32800004,0.54,92.09357,0.051999997,0.14800002,92.086685
8970,0.338,0.548,92.1796,0.044,0.16399999,92.17793
8980,0.29600003,0.508,92.28117,0.04,0.158,92.27494
8990,0.34,0.516,92.39009,0.058,0.18000002,92.38248
9000,0.342,0.514,92.45827,0.054000005,0.162,92.44888
9010,0.308,0.50799996,92.541306,0.042,0.176,92.533615
9020,0.29599997,0.56600004,92.61079,0.028000003,0.14,92.59839
9030,0.346,0.56,92.697815,0.042000003,0.17,92.692535
9040,0.312,0.508,92.78977,0.048,0.20400001,92.77998
9050,0.32599998,0.564,92.85826,0.042000003,0.192,92.84944
9060,0.346,0.53199995,92.94391,0.038000003,0.19600001,92.932106
9070,0.32800004,0.55799997,93.014206,0.056000005,0.18,93.01266
9080,0.314,0.52,93.109825,0.038000003,0.188,93.09926
9090,0.34,0.566,93.21504,0.02,0.17400001,93.20456
9100,0.304,0.54,93.29859,0.038,0.16,93.29429
9110,0.30400002,0.558,93.402504,0.042,0.188,93.39741
9120,0.308,0.524,93.503586,0.042,0.17,93.4998
9130,0.28399998,0.49800003,93.58595,0.042,0.15400001,93.57323
9140,0.324,0.562,93.63877,0.044,0.162,93.6303
9150,0.316,0.53800005,93.71176,0.051999997,0.186,93.70186
9160,0.32,0.524,93.78972,0.04,0.158,93.78073
9170,0.35,0.55200005,93.87819,0.058000002,0.18,93.86678
9180,0.30400002,0.524,93.952194,0.044,0.18400002,93.949524
9190,0.29800004,0.52800006,94.05237,0.044,0.18200001,94.0419
9200,0.33200002,0.546,94.13411,0.044,0.192,94.12111
9210,0.318,0.51600003,94.20914,0.042,0.17799999,94.199646
9220,0.344,0.54200006,94.285286,0.046000004,0.14800002,94.270485
9230,0.324,0.53,94.349304,0.038000003,0.16800001,94.34037
9240,0.336,0.532,94.42872,0.064,0.19399999,94.41993
9250,0.29600003,0.51799995,94.51581,0.046,0.144,94.50423
9260,0.33800003,0.568,94.595924,0.05,0.16400002,94.58693
9270,0.316,0.5,94.67862,0.044,0.162,94.670105
9280,0.34199998,0.53400004,94.76482,0.06,0.14799999,94.758896
9290,0.36,0.57399994,94.85155,0.038000003,0.188,94.83885
9300,0.35199997,0.528,94.931595,0.05,0.156,94.92479
9310,0.318,0.534,94.99239,0.038,0.19400002,94.981514
9320,0.384,0.544,95.06622,0.052,0.18,95.05875
9330,0.35599998,0.556,95.14302,0.054,0.156,95.133125
9340,0.348,0.554,95.220566,0.036,0.174,95.21568
9350,0.336,0.5379999,95.32651,0.036,0.18400002,95.32128
9360,0.33400002,0.54800004,95.40477,0.07,0.16600001,95.39324
9370,0.318,0.578,95.47775,0.058000002,0.174,95.46452
9380,0.32599998,0.544,95.56053,0.046,0.174,95.551414
9390,0.346,0.52199996,95.64581,0.044,0.16800001,95.63869
9400,0.336,0.552,95.73604,0.038000003,0.14800002,95.724525
9410,0.338,0.56,95.79163,0.042000003,0.19800001,95.782166
9420,0.368,0.54,95.85586,0.042000003,0.168,95.84621
9430,0.316,0.56399995,95.9181,0.044,0.18400002,95.90519
9440,0.346,0.576,95.98375,0.042000003,0.15599999,95.97411
9450,0.34,0.522,96.04424,0.05,0.188,96.03389
9460,0.316,0.544,96.1292,0.038000003,0.17799999,96.12173
9470,0.27400002,0.514,96.21422,0.046000004,0.18200001,96.203636
9480,0.33200002,0.54800004,96.30133,0.048,0.18,96.29466
9490,0.37,0.516,96.39071,0.072000004,0.20400001,96.38243
9500,0.34,0.574,96.47383,0.028000003,0.17,96.465775
9510,0.318,0.574,96.552895,0.044,0.2,96.54378
9520,0.36200002,0.56200004,96.64763,0.058000002,0.192,96.63873
9530,0.324,0.576,96.738235,0.031999998,0.15799999,96.732155
9540,0.324,0.534,96.82273,0.068,0.176,96.80968
9550,0.30400002,0.548,96.88167,0.068,0.15799999,96.8681
9560,0.298,0.524,96.97578,0.058000002,0.16400002,96.97049
9570,0.306,0.53400004,97.05806,0.058000002,0.16,97.04615
9580,0.354,0.544,97.128586,0.04,0.16599998,97.11882
9590,0.32599998,0.524,97.201454,0.048,0.186,97.19072
9600,0.33800003,0.546,97.27993,0.06,0.192,97.268715
9610,0.33400002,0.528,97.37622,0.05,0.16399999,97.37004
9620,0.306,0.536,97.46302,0.046,0.19600001,97.45923
9630,0.308,0.56,97.545364,0.038,0.18400002,97.53516
9640,0.32800004,0.506,97.61836,0.036,0.17800002,97.61149
9650,0.36200002,0.544,97.705086,0.046000004,0.174,97.69456
9660,0.33,0.556,97.77149,0.056000005,0.19600002,97.76175
9670,0.292,0.528,97.84727,0.042000003,0.17799999,97.84042
9680,0.35,0.51199996,97.94974,0.078,0.162,97.94327
9690,0.33400002,0.538,98.02339,0.052,0.15799999,98.009796
9700,0.348,0.556,98.10567,0.048,0.168,98.095726
9710,0.27400002,0.524,98.16588,0.068,0.19,98.16289
9720,0.36199996,0.556,98.26251,0.05,0.172,98.25038
9730,0.308,0.56200004,98.329025,0.038000003,0.184,98.31985
9740,0.35,0.554,98.41174,0.05,0.15600002,98.400894
9750,0.33800003,0.56,98.48056,0.038000003,0.17799999,98.471016
9760,0.35599998,0.54,98.55763,0.04,0.154,98.547424
9770,0.366,0.546,98.62492,0.042,0.172,98.61806
9780,0.282,0.53400004,98.714386,0.04,0.172,98.7037
9790,0.272,0.52,98.79837,0.076000005,0.18,98.79225
9800,0.316,0.536,98.891365,0.04,0.186,98.87802
9810,0.314,0.57000005,98.95663,0.036,0.18,98.94805
9820,0.346,0.536,99.03133,0.074,0.16600001,99.02056
9830,0.376,0.548,99.102646,0.038,0.16,99.09305
9840,0.35600004,0.544,99.20729,0.062,0.18800001,99.199036
9850,0.286,0.544,99.31297,0.05,0.176,99.30672
9860,0.29799998,0.514,99.395096,0.042000003,0.18,99.38758
9870,0.338,0.546,99.46701,0.055999998,0.176,99.451805
9880,0.344,0.548,99.556564,0.034,0.186,99.54885
9890,0.36,0.576,99.62236,0.054,0.156,99.61128
9900,0.33,0.594,99.701614,0.042,0.202,99.6978
9910,0.34,0.5260001,99.81611,0.064,0.172,99.809906
9920,0.304,0.5379999,99.89386,0.042,0.162,99.88709
9930,0.33,0.53400004,99.99724,0.046000004,0.17,99.98953
9940,0.312,0.54,100.08225,0.048,0.16399999,100.07036
9950,0.314,0.502,100.1536,0.056000005,0.162,100.14028
9960,0.342,0.52199996,100.22914,0.051999997,0.146,100.214516
9970,0.35800004,0.522,100.2941,0.044,0.19,100.28867
9980,0.308,0.56200004,100.387085,0.046,0.174,100.37752
9990,0.374,0.54200006,100.47215,0.036000002,0.17799999,100.46306
10000,0.31000003,0.554,100.53936,0.024,0.17,100.52877
10010,0.348,0.576,100.62279,0.048,0.154,100.61375
10020,0.31599998,0.564,100.70398,0.046000004,0.176,100.69651
10030,0.32799998,0.556,100.78526,0.044,0.18,100.77712
10040,0.314,0.562,100.88199,0.054000005,0.18,100.877
10050,0.34399998,0.55200005,100.99885,0.044,0.18400002,100.987495
10060,0.32600003,0.53200006,101.05846,0.046,0.154,101.04479
10070,0.34,0.55799997,101.135635,0.064,0.168,101.12632
10080,0.31800002,0.52,101.187195,0.038000003,0.19399999,101.179054
10090,0.32600003,0.582,101.2635,0.048,0.21200001,101.25006
10100,0.36400002,0.536,101.32771,0.024,0.19000001,101.321045
10110,0.36200002,0.556,101.41218,0.046000004,0.174,101.40198
10120,0.35599998,0.56,101.49105,0.05,0.15400001,101.48085
10130,0.33,0.55399996,101.555954,0.044,0.17799999,101.546135
10140,0.28,0.554,101.645744,0.076,0.162,101.64087
10150,0.312,0.57199997,101.7275,0.058000002,0.19800001,101.71337
10160,0.344,0.54800004,101.789696,0.062000003,0.17,101.78084
10170,0.37399998,0.538,101.88476,0.042,0.15200001,101.877884
10180,0.316,0.57,101.94961,0.046000004,0.16,101.94075
10190,0.34,0.598,102.01399,0.054,0.158,102.00161
10200,0.336,0.54,102.07964,0.062000003,0.174,102.07234
10210,0.348,0.50200003,102.15712,0.052,0.18600002,102.14271
10220,0.338,0.52599996,102.22856,0.04,0.154,102.21822
10230,0.318,0.574,102.28384,0.058000002,0.176,102.27626
10240,0.33800003,0.566,102.36817,0.04,0.168,102.359055
10250,0.336,0.55,102.45958,0.046000004,0.17400001,102.44707
10260,0.322,0.57199997,102.54645,0.038000003,0.18,102.536194
10270,0.32199997,0.53,102.62549,0.05,0.172,102.6158
10280,0.35,0.548,102.707535,0.048,0.174,102.6942
10290,0.336,0.55799997,102.796265,0.055999998,0.17,102.78672
10300,0.34,0.574,102.86202,0.046,0.15200001,102.85299
10310,0.31199998,0.53800005,102.94136,0.044,0.172,102.93516
10320,0.35,0.5220001,103.0197,0.056000005,0.18200001,103.00995
10330,0.336,0.576,103.10307,0.046000004,0.198,103.09133
10340,0.31,0.562,103.18723,0.044,0.16399999,103.17544
10350,0.346,0.546,103.25509,0.062,0.16800001,103.245705
10360,0.35,0.57,103.33189,0.068,0.168,103.31936
10370,0.318,0.52,103.38324,0.046000004,0.16600001,103.376526
10380,0.336,0.558,103.47921,0.052,0.184,103.46962
10390,0.344,0.542,103.56477,0.04,0.154,103.55693
10400,0.354,0.56799996,103.65343,0.05,0.18200001,103.64241
10410,0.37,0.564,103.727394,0.056000005,0.17799999,103.72032
10420,0.37,0.55600005,103.81118,0.032,0.16400002,103.797585
10430,0.352,0.576,103.88279,0.07000001,0.16600001,103.87754
10440,0.35,0.59200007,103.97469,0.032,0.156,103.964966
10450,0.34800002,0.534,104.04614,0.054000005,0.16,104.03638
10460,0.27,0.55,104.11886,0.064,0.2,104.11249
10470,0.346,0.52800006,104.219315,0.062000003,0.172,104.21138
10480,0.306,0.55,104.29625,0.036,0.19,104.2849
10490,0.32799998,0.552,104.36086,0.04,0.16600001,104.34741
10500,0.30600002,0.554,104.42948,0.05,0.168,104.41768
10510,0.316,0.558,104.49977,0.051999997,0.19400002,104.481346
10520,0.36600003,0.552,104.56053,0.044,0.184,104.553246
10530,0.306,0.544,104.63396,0.055999998,0.16399999,104.623695
10540,0.346,0.55799997,104.71184,0.04,0.17799999,104.70882
10550,0.348,0.592,104.809204,0.058000002,0.17800002,104.79671
10560,0.32799998,0.53199995,104.87911,0.048,0.168,104.86931
10570,0.324,0.574,104.95795,0.046000004,0.17400001,104.94597
10580,0.33,0.55799997,105.02926,0.06,0.162,105.01711
10590,0.33400002,0.59400004,105.116554,0.055999998,0.172,105.11296
10600,0.35800004,0.552,105.18734,0.063999996,0.168,105.17499
10610,0.29199997,0.506,105.24349,0.048,0.158,105.23301
10620,0.376,0.59599996,105.3157,0.05,0.162,105.306564
10630,0.348,0.56,105.41042,0.046,0.17799999,105.40226
10640,0.368,0.586,105.485275,0.062,0.186,105.47972
10650,0.35200006,0.56200004,105.57155,0.06,0.18200001,105.56291
10660,0.354,0.56999993,105.66942,0.051999997,0.17800002,105.656204
10670,0.348,0.55,105.74721,0.05,0.15,105.739685
10680,0.33600003,0.544,105.82723,0.051999997,0.162,105.821495
10690,0.344,0.54,105.88756,0.04,0.162,105.8713
10700,0.324,0.574,105.960464,0.052,0.2,105.95194
10710,0.33200002,0.546,106.03853,0.076,0.18200001,106.030075
10720,0.35,0.572,106.119995,0.05,0.19399999,106.11537
10730,0.322,0.576,106.21489,0.055999998,0.17599998,106.21092
10740,0.30200002,0.534,106.31799,0.05,0.188,106.314
10750,0.342,0.554,106.41982,0.042,0.19399999,106.40798
10760,0.308,0.53400004,106.494705,0.056000005,0.16400002,106.48193
10770,0.334,0.574,106.57271,0.038000003,0.184,106.56447
10780,0.34800002,0.532,106.649,0.03,0.17799999,106.63843
10790,0.312,0.596,106.69839,0.063999996,0.176,106.68618
10800,0.378,0.57,106.79148,0.072000004,0.15,106.780594
10810,0.30200002,0.586,106.87376,0.062000003,0.19,106.87083
10820,0.33200002,0.55200005,106.98574,0.056000005,0.16,106.98026
10830,0.30400002,0.574,107.08101,0.036,0.186,107.06985
10840,0.312,0.574,107.17521,0.055999998,0.138,107.16618
10850,0.29,0.558,107.27602,0.062,0.16600001,107.26836
10860,0.39399996,0.572,107.36409,0.034,0.15200001,107.35045
10870,0.36200002,0.576,107.42714,0.046,0.17799999,107.4164
10880,0.336,0.56,107.48529,0.068,0.162,107.475174
10890,0.366,0.56399995,107.55691,0.034,0.18400002,107.54866
10900,0.314,0.502,107.617775,0.048,0.14400001,107.60443
10910,0.33199996,0.566,107.70298,0.051999997,0.21,107.69767
10920,0.30600002,0.54399997,107.77859,0.038000003,0.16,107.766075
10930,0.33600003,0.57199997,107.8381,0.032,0.16,107.82732
10940,0.304,0.54800004,107.92738,0.05,0.18199998,107.91719
10950,0.312,0.57600003,108.00028,0.05,0.16800001,107.98922
10960,0.34,0.56,108.08755,0.058000002,0.16400002,108.07888
10970,0.29599997,0.556,108.17433,0.044,0.14600001,108.16538
10980,0.31,0.572,108.25773,0.04,0.156,108.25102
10990,0.294,0.56200004,108.36018,0.056000005,0.17600003,108.34929
11000,0.338,0.55,108.42776,0.062,0.186,108.418495
11010,0.32,0.582,108.50266,0.062,0.176,108.492325
11020,0.32600003,0.574,108.57117,0.04,0.152,108.563
11030,0.3,0.556,108.6651,0.05,0.158,108.659195
11040,0.342,0.58599997,108.7523,0.036000002,0.17,108.74275
11050,0.32799998,0.552,108.84247,0.044,0.162,108.82969
11060,0.28000003,0.558,108.921555,0.056000005,0.17799999,108.915085
11070,0.334,0.57,109.0085,0.066,0.15799999,109.000046
11080,0.318,0.53800005,109.07235,0.064,0.176,109.06651
11090,0.316,0.548,109.14673,0.054,0.16600001,109.14217
11100,0.324,0.58599997,109.22685,0.044000007,0.16,109.21069
11110,0.30200002,0.544,109.2957,0.034,0.162,109.2865
11120,0.36399996,0.58599997,109.36046,0.056000005,0.156,109.3488
11130,0.32599998,0.592,109.440834,0.05,0.176,109.43225
11140,0.36200002,0.568,109.52641,0.03,0.17,109.51787
11150,0.312,0.56399995,109.61552,0.084,0.17,109.60661
11160,0.34800002,0.598,109.68913,0.048,0.168,109.677025
11170,0.3,0.59,109.74949,0.038,0.176,109.7396
11180,0.324,0.592,109.8183,0.052,0.174,109.80479
11190,0.32399997,0.53800005,109.87573,0.046,0.162,109.86666
11200,0.322,0.568,109.953995,0.05,0.16,109.943504
11210,0.292,0.568,110.009964,0.024,0.206,110.00171
11220,0.336,0.552,110.0827,0.056000005,0.18,110.07373
11230,0.31,0.544,110.171555,0.054,0.176,110.16061
11240,0.35599998,0.558,110.2567,0.048,0.17,110.24205
11250,0.306,0.558,110.3104,0.062000003,0.174,110.30391
11260,0.276,0.566,110.385056,0.048,0.154,110.37417
11270,0.32,0.56200004,110.47292,0.034,0.16600001,110.461525
11280,0.352,0.592,110.55084,0.05,0.16400002,110.54238
11290,0.32800004,0.556,110.62752,0.054000005,0.158,110.61593
11300,0.316,0.568,110.715355,0.072,0.176,110.71023
11310,0.32799998,0.544,110.817,0.048,0.17799999,110.803505
11320,0.33400002,0.59199995,110.89858,0.048,0.18200001,110.88965
11330,0.352,0.588,110.97697,0.048,0.156,110.968216
11340,0.36600003,0.568,111.07118,0.046000004,0.16800001,111.06087
11350,0.36400002,0.544,111.165565,0.058000002,0.16800001,111.15636
11360,0.32,0.57199997,111.24231,0.034,0.19,111.22943
11370,0.33,0.588,111.31897,0.046,0.174,111.30928
11380,0.31,0.57,111.36808,0.054,0.16,111.35463
11390,0.31,0.628,111.43038,0.03,0.15,111.41852
11400,0.35,0.59599996,111.486145,0.05,0.16800001,111.4739
11410,0.32,0.554,111.54164,0.052,0.174,111.53298
11420,0.28599998,0.568,111.636856,0.048,0.162,111.623085
11430,0.26600003,0.50799996,111.744675,0.054,0.176,111.74072
11440,0.248,0.536,111.853355,0.034,0.16,111.84702
11450,0.318,0.53200006,111.94613,0.068,0.154,111.935974
11460,0.31,0.53,112.02489,0.046000004,0.186,112.01736
11470,0.308,0.57199997,112.1285,0.046000004,0.154,112.11808
11480,0.324,0.556,112.20579,0.056000005,0.136,112.196945
11490,0.34,0.59599996,112.28601,0.046,0.186,112.274635
11500,0.35599998,0.56600004,112.37095,0.051999997,0.17,112.36255
11510,0.318,0.59,112.44509,0.058000002,0.146,112.43494
11520,0.36,0.56399995,112.52565,0.05,0.16600001,112.514854
11530,0.31399998,0.58599997,112.61918,0.04,0.176,112.61404
11540,0.32800004,0.546,112.71444,0.032,0.15799999,112.70439
11550,0.33,0.552,112.794235,0.028000003,0.176,112.78584
11560,0.32600003,0.59599996,112.87825,0.058000002,0.16800001,112.86232
11570,0.368,0.566,112.959915,0.055999998,0.176,112.94936
11580,0.32,0.59400004,113.01607,0.036000002,0.17799999,113.003784
11590,0.354,0.544,113.093765,0.038,0.146,113.07869
11600,0.342,0.582,113.161476,0.046000004,0.176,113.15353
11610,0.34399998,0.588,113.2406,0.058000002,0.15,113.231445
11620,0.31,0.556,113.33164,0.036000002,0.17799999,113.32385
11630,0.35599998,0.55,113.41109,0.055999998,0.158,113.40342
11640,0.35800004,0.60400003,113.48729,0.068,0.15,113.47624
11650,0.38,0.586,113.55282,0.054,0.15,113.5386
11660,0.312,0.578,113.62235,0.05,0.19600001,113.61914
11670,0.308,0.556,113.69613,0.048,0.162,113.681725
11680,0.414,0.56999993,113.75643,0.032,0.186,113.74563
11690,0.34399998,0.58,113.82933,0.046,0.138,113.82322
11700,0.35599998,0.59800005,113.912025,0.048,0.18200001,113.902695
11710,0.316,0.59,113.98384,0.04,0.14800002,113.97483
11720,0.28000003,0.566,114.076416,0.06,0.146,114.06526
11730,0.36200002,0.604,114.161476,0.036000002,0.15799999,114.15328
11740,0.378,0.56600004,114.23527,0.046,0.172,114.22333
11750,0.35,0.546,114.31545,0.066,0.172,114.306984
11760,0.33400002,0.57000005,114.38621,0.051999997,0.18200001,114.37309
11770,0.35599998,0.55,114.421555,0.072000004,0.18800001,114.41563
11780,0.376,0.56,114.47754,0.051999997,0.168,114.46134
11790,0.31599998,0.58599997,114.53255,0.058000002,0.174,114.52251
11800,0.322,0.586,114.60142,0.054000005,0.156,114.59352
11810,0.342,0.59,114.69794,0.055999998,0.172,114.69169
11820,0.36199996,0.576,114.79541,0.06600001,0.18400002,114.78578
11830,0.368,0.584,114.86631,0.046000004,0.17799999,114.859665
11840,0.3,0.524,114.944275,0.06,0.16399999,114.93617
11850,0.37,0.56200004,115.049965,0.032,0.162,115.04071
11860,0.346,0.588,115.146194,0.056000005,0.16399999,115.13281
11870,0.324,0.59,115.20786,0.062,0.18199998,115.19826
11880,0.35799998,0.58800006,115.29219,0.051999997,0.17799999,115.28754
11890,0.32599998,0.568,115.379776,0.044,0.18200001,115.36533
11900,0.336,0.576,115.44377,0.06,0.16,115.42891
11910,0.314,0.56399995,115.48833,0.074,0.174,115.47917
11920,0.314,0.574,115.560936,0.066,0.184,115.54917
11930,0.38800004,0.59,115.67405,0.05,0.19,115.66722
11940,0.352,0.56,115.74512,0.038,0.18400002,115.73425
11950,0.316,0.618,115.82239,0.038000003,0.172,115.81398
11960,0.34399998,0.59400004,115.89059,0.048,0.16400002,115.87892
11970,0.316,0.598,115.94546,0.058000002,0.188,115.9341
11980,0.30200002,0.564,116.01925,0.052,0.176,116.00806
11990,0.33200005,0.58,116.0815,0.042,0.18600002,116.07273
12000,0.306,0.544,116.15637,0.04,0.174,116.14413
12010,0.368,0.58800006,116.25381,0.054,0.154,116.247154
12020,0.33,0.55,116.3313,0.042000003,0.16399999,116.32074
12030,0.322,0.59800005,116.40132,0.042,0.154,116.38948
12040,0.338,0.584,116.46399,0.06600001,0.154,116.4518
12050,0.35,0.60999995,116.554245,0.038,0.15,116.545166
12060,0.30400002,0.566,116.6439,0.051999997,0.19,116.63988
12070,0.318,0.59400004,116.701614,0.05,0.162,116.68756
12080,0.38799998,0.6,116.793015,0.06,0.17400001,116.784195
12090,0.32799998,0.55799997,116.87241,0.048,0.16,116.85958
12100,0.36600003,0.57,116.9386,0.03,0.184,116.92737
12110,0.296,0.564,117.01656,0.066,0.186,117.00783
12120,0.35,0.56,117.125465,0.042,0.18,117.12019
12130,0.3,0.57199997,117.212364,0.07400001,0.158,117.201744
12140,0.324,0.554,117.29248,0.034,0.154,117.28274
12150,0.336,0.564,117.364525,0.042,0.15200001,117.35142
12160,0.338,0.616,117.44157,0.048,0.16600001,117.43374
12170,0.314,0.59,117.53062,0.038000003,0.18200001,117.52415
12180,0.34800002,0.62,117.63689,0.046,0.16,117.62904
12190,0.35800004,0.56200004,117.73466,0.044,0.168,117.72439
12200,0.31399998,0.556,117.822464,0.04,0.17400001,117.812546
12210,0.36,0.602,117.900536,0.062,0.18200001,117.88904
12220,0.35199997,0.61,117.972595,0.036,0.16399999,117.960495
12230,0.35399997,0.582,118.03462,0.06600001,0.18800001,118.02163
12240,0.35799998,0.584,118.12872,0.042,0.16600001,118.12203
12250,0.36200002,0.562,118.21118,0.058000002,0.172,118.20503
12260,0.352,0.552,118.298096,0.042,0.18800001,118.28428
12270,0.36400002,0.578,118.380905,0.038,0.168,118.36702
12280,0.344,0.61399996,118.43148,0.046000004,0.144,118.42009
12290,0.346,0.592,118.512184,0.044,0.15200001,118.502014
12300,0.33400002,0.58,118.56594,0.042,0.19600001,118.55711
12310,0.318,0.556,118.64404,0.038000003,0.16600001,118.62933
12320,0.35000002,0.59599996,118.7003,0.07,0.17400001,118.68439
12330,0.342,0.57600003,118.7621,0.048,0.16,118.751564
12340,0.37,0.574,118.82735,0.064,0.162,118.81515
12350,0.36,0.59200007,118.91217,0.04,0.154,118.8999
12360,0.342,0.58,118.98149,0.058000002,0.16600001,118.96889
12370,0.35,0.61,119.06006,0.051999997,0.13800001,119.05635
12380,0.35,0.572,119.174805,0.040000007,0.18200001,119.16355
12390,0.32800004,0.56600004,119.26094,0.054,0.16600001,119.25365
12400,0.36,0.58599997,119.31606,0.036000002,0.15200001,119.304726
12410,0.32,0.584,119.37109,0.051999997,0.15599999,119.36328
12420,0.32199997,0.55799997,119.43591,0.056000005,0.16600001,119.42484
12430,0.368,0.594,119.497215,0.046000004,0.202,119.491516
12440,0.34,0.58799994,119.5771,0.06,0.16600001,119.56382
12450,0.33600003,0.57,119.6592,0.06,0.142,119.64262
12460,0.36400002,0.6,119.73877,0.068,0.176,119.73491
12470,0.35599998,0.62,119.8105,0.046,0.158,119.79907
12480,0.342,0.58799994,119.880394,0.062,0.14800002,119.86959
12490,0.32000005,0.608,119.971985,0.056000005,0.16400002,119.957596
12500,0.322,0.546,120.0458,0.05,0.19800001,120.04134
12510,0.3,0.588,120.148155,0.04,0.15200001,120.13658
12520,0.32799998,0.604,120.21527,0.054,0.172,120.20302
12530,0.338,0.55,120.28628,0.05,0.14800002,120.27812
12540,0.352,0.59799993,120.365036,0.048,0.172,120.35663
12550,0.352,0.586,120.45626,0.054,0.16800001,120.44175
12560,0.32799998,0.63399994,120.51819,0.064,0.16600001,120.51103
12570,0.348,0.576,120.5898,0.046000004,0.168,120.5771
12580,0.33,0.612,120.661354,0.05,0.172,120.653625
12590,0.36200002,0.602,120.76902,0.042000003,0.176,120.75984
12600,0.304,0.568,120.85209,0.038000003,0.17,120.84407
12610,0.31,0.606,120.92047,0.06,0.168,120.90617
12620,0.312,0.606,120.95776,0.05,0.176,120.945175
12630,0.322,0.566,121.01184,0.044,0.172,120.99837
12640,0.35399997,0.594,121.0672,0.06600001,0.15200001,121.0557
12650,0.35800004,0.566,121.14512,0.04,0.17800002,121.12837
12660,0.32,0.60400003,121.20622,0.046,0.16399999,121.19922
12670,0.35799998,0.594,121.29585,0.052,0.146,121.28817
12680,0.34800002,0.584,121.36914,0.048,0.16800001,121.35952
12690,0.36600003,0.594,121.46407,0.058000002,0.156,121.45022
12700,0.368,0.612,121.575745,0.058000002,0.172,121.57003
12710,0.33400002,0.614,121.697876,0.064,0.202,121.687416
12720,0.344,0.546,121.78701,0.044,0.16399999,121.776306
12730,0.344,0.58800006,121.85988,0.05,0.16800001,121.85209
12740,0.322,0.61800003,121.97014,0.05,0.186,121.95957
12750,0.27400002,0.58800006,122.03136,0.046000004,0.18,122.02132
12760,0.33,0.622,122.09609,0.058000002,0.184,122.086105
12770,0.36399996,0.55799997,122.1628,0.036,0.174,122.15642
12780,0.39200005,0.584,122.266396,0.09,0.17799999,122.25529
12790,0.338,0.584,122.34242,0.086,0.154,122.33506
12800,0.35799998,0.624,122.43982,0.048,0.17600003,122.42839
12810,0.32799998,0.614,122.52982,0.063999996,0.18,122.52329
12820,0.322,0.598,122.60901,0.064,0.18,122.599014
12830,0.374,0.602,122.7126,0.051999997,0.162,122.699646
12840,0.312,0.6,122.79136,0.054,0.19,122.78233
12850,0.35,0.606,122.88599,0.044000007,0.19800001,122.876076
12860,0.34,0.592,122.95563,0.058000002,0.18,122.943115
12870,0.322,0.58800006,123.034584,0.053999998,0.17800002,123.024704
12880,0.32399997,0.54,123.12765,0.042000003,0.16400002,123.11782
12890,0.352,0.58,123.221115,0.046000004,0.174,123.21145
12900,0.30400002,0.606,123.307556,0.034,0.19400002,123.29344
12910,0.374,0.586,123.39824,0.054,0.15200001,123.39467
12920,0.312,0.58800006,123.48789,0.044,0.18400002,123.4792
12930,0.372,0.62799996,123.56899,0.06,0.148,123.561035
12940,0.32199997,0.608,123.65782,0.044,0.15200001,123.6501
12950,0.30400002,0.60200006,123.73916,0.06,0.192,123.733536
