iter,task_train_acc_pre_optim,task_train_acc_post_optim,task_test_acc_pre_optim,task_test_acc_post_optim
10,0.043750003,0.0546875,0.053125,0.053125
20,0.05,0.053125,0.05,0.05
30,0.053125,0.034375,0.05625,0.0625
40,0.046875,0.053125,0.046875,0.040625002
50,0.0625,0.05,0.071875006,0.046875
60,0.059375,0.05,0.046875,0.053125
70,0.05625,0.053125,0.05625,0.056250002
80,0.0625,0.078125,0.040625,0.078125
90,0.056250002,0.05625,0.046875,0.053125
100,0.0625,0.071875006,0.05,0.0625
110,0.046875,0.065625,0.059375003,0.081250004
120,0.050000004,0.1,0.043750003,0.090625
130,0.046875,0.109375,0.034375,0.103125
140,0.0375,0.1,0.06875,0.090625
150,0.06875,0.103125006,0.053125,0.096875
160,0.028125,0.087500006,0.0375,0.1
170,0.059375,0.109375,0.0375,0.09375
180,0.025,0.10625,0.040625002,0.1
190,0.046875,0.096875004,0.043750003,0.109375
200,0.034375,0.109375,0.053125,0.09375
210,0.0625,0.1125,0.034375,0.121874996
220,0.05625,0.1125,0.059375003,0.1
230,0.028125,0.103125006,0.043750003,0.096875
240,0.0625,0.10625,0.046875,0.1
250,0.071875006,0.115624994,0.043750003,0.103125006
260,0.040625002,0.1125,0.053125,0.115625
270,0.0375,0.109375,0.05625,0.1125
280,0.0625,0.109375,0.053125,0.112500004
290,0.071875006,0.109375,0.046875,0.09375
300,0.046875,0.121875,0.040625,0.106249996
310,0.046875,0.121875,0.043750003,0.109375
320,0.059375003,0.121875,0.046875,0.103125006
330,0.03125,0.109375,0.0375,0.103125006
340,0.065625,0.109375,0.03125,0.10625
350,0.043750003,0.134375,0.0375,0.11875
360,0.059375003,0.128125,0.053125,0.10625
370,0.0625,0.13125,0.065625004,0.134375
380,0.05625,0.13125,0.065625004,0.11875
390,0.053125,0.146875,0.043750003,0.15
400,0.056250002,0.153125,0.059375,0.118750006
410,0.050000004,0.14687501,0.028125001,0.1375
420,0.0625,0.17500001,0.05,0.153125
430,0.056250002,0.17500001,0.056250002,0.178125
440,0.053125,0.190625,0.0625,0.1625
450,0.05625,0.184375,0.06875,0.16875
460,0.06875,0.1875,0.05,0.2125
470,0.034375,0.21875,0.05,0.203125
480,0.05,0.253125,0.0625,0.25937498
490,0.059375003,0.22187501,0.040625002,0.209375
500,0.053125,0.225,0.034375,0.221875
510,0.059375003,0.240625,0.05,0.19375
520,0.084375,0.265625,0.046875,0.19375
530,0.050000004,0.228125,0.043750003,0.21875
540,0.04375,0.25312498,0.03125,0.253125
550,0.05,0.271875,0.03125,0.26874998
560,0.040625002,0.24375,0.040625,0.290625
570,0.034375,0.253125,0.025,0.24374999
580,0.05,0.25312498,0.053125,0.28125
590,0.046875,0.2875,0.053125,0.275
600,0.0375,0.26875,0.046875,0.290625
610,0.034375,0.275,0.05,0.296875
620,0.043750003,0.3125,0.071875006,0.315625
630,0.04375,0.25625,0.046875,0.315625
640,0.043750003,0.278125,0.0375,0.315625
650,0.05,0.3125,0.043750003,0.30937502
660,0.043750003,0.3125,0.03125,0.275
670,0.034375,0.315625,0.043750003,0.303125
680,0.043750003,0.30625,0.071875006,0.315625
690,0.059375003,0.359375,0.021875,0.315625
700,0.06875,0.346875,0.05,0.35312498
710,0.06875,0.33125,0.05,0.3
720,0.053125,0.309375,0.034375,0.328125
730,0.05,0.30625,0.046875,0.278125
740,0.065625004,0.3125,0.0625,0.35
750,0.043750003,0.346875,0.0625,0.3375
760,0.043750003,0.359375,0.05625,0.33124998
770,0.03125,0.309375,0.059375,0.3375
780,0.053125,0.33125,0.046875,0.315625
790,0.05625,0.3625,0.0625,0.34687498
800,0.046875,0.334375,0.046875,0.325
810,0.04375,0.34062502,0.03125,0.325
820,0.0375,0.33124998,0.05,0.33437502
830,0.059375003,0.37187502,0.05625,0.3625
840,0.040625002,0.36875,0.075,0.3625
850,0.053125,0.35,0.0625,0.340625
860,0.05,0.33749998,0.040625002,0.384375
870,0.040625002,0.375,0.040625,0.375
880,0.05625,0.38125,0.0375,0.346875
890,0.053125,0.35625,0.059375003,0.321875
900,0.046875,0.375,0.04375,0.36249998
910,0.05625,0.4125,0.075,0.38125
920,0.06875,0.36562502,0.046875,0.35
930,0.05,0.36562502,0.053125,0.375
940,0.046875,0.4,0.0625,0.4
950,0.043750003,0.36875004,0.071875,0.36875
960,0.043750003,0.38125002,0.043750003,0.378125
