iter,task_train_loss_pre_optim,task_train_loss_post_optim,task_test_loss_pre_optim,task_test_loss_post_optim
10,0.8558586,0.4923712,0.3098452,0.14950833
20,0.4169815,0.10440233,0.43355832,0.13553967
30,0.29018003,0.11456402,0.28920218,0.15917706
40,0.261106,0.15174013,0.2592692,0.14621328
50,0.25938183,0.10860681,0.26306817,0.14073156
60,0.22191441,0.14576684,0.250684,0.14014095
70,0.29997504,0.13817668,0.28383332,0.11772404
80,0.21653019,0.11867775,0.29973546,0.12923372
90,0.21559753,0.12924722,0.21613486,0.14408654
100,0.21985184,0.0942519,0.2187007,0.12924486
110,0.20896627,0.12473051,0.21144949,0.12485137
120,0.25294292,0.15319943,0.2315174,0.1251413
130,0.20256439,0.14793015,0.2380585,0.15340501
140,0.206038,0.13868381,0.2143844,0.1357403
150,0.24313349,0.14751998,0.26795873,0.099537134
160,0.2427807,0.10217145,0.2513823,0.12504032
170,0.18223646,0.15495864,0.22173347,0.17103875
180,0.18314938,0.13066968,0.19891298,0.16463333
190,0.23008166,0.14416103,0.28023604,0.09635397
200,0.1837282,0.13164064,0.19002274,0.11818296
210,0.17675203,0.114327535,0.18139797,0.12159255
220,0.1799968,0.10441506,0.19135237,0.12431907
230,0.17934334,0.140227,0.19608411,0.10068554
240,0.17120093,0.11378969,0.22067548,0.14844894
250,0.22617048,0.14105332,0.23108864,0.12961793
260,0.197036,0.17175467,0.21665736,0.14815685
270,0.24896668,0.14728674,0.23958775,0.124399014
280,0.19887415,0.12757997,0.15902695,0.11968027
290,0.1925055,0.12494267,0.20183209,0.14549199
300,0.1803357,0.16705316,0.19750592,0.095938124
310,0.14781556,0.14026308,0.18829718,0.12058913
320,0.17385349,0.10680775,0.16368786,0.1272409
330,0.17217274,0.1432368,0.20470183,0.117808476
340,0.16815266,0.13248545,0.1858045,0.13921103
350,0.19365935,0.11561887,0.21041563,0.13945225
360,0.1955136,0.12991242,0.22323607,0.13905044
370,0.2039975,0.16938841,0.20597608,0.14604387
380,0.18879399,0.12868886,0.19248328,0.12688208
390,0.18923615,0.12739733,0.19392447,0.11968768
400,0.19889364,0.13950723,0.19602503,0.1220069
410,0.20319095,0.12319592,0.22521876,0.13838431
420,0.16781533,0.12904058,0.20311037,0.110762745
430,0.17068176,0.13121507,0.16773517,0.14448944
440,0.18700373,0.113568336,0.18855193,0.14037976
450,0.18337722,0.10037155,0.17449719,0.12521988
460,0.22613731,0.13652238,0.18660548,0.12186847
470,0.22559588,0.12729181,0.23366491,0.120314404
480,0.19667816,0.12351604,0.21445048,0.122638136
490,0.2249654,0.11971696,0.19534555,0.12840238
500,0.16953504,0.114699796,0.19345632,0.08841966
510,0.1364363,0.14120671,0.12308791,0.14964134
520,0.108692594,0.11030484,0.13381064,0.113221586
530,0.1384128,0.15817016,0.13284062,0.11149592
540,0.13208733,0.10833026,0.14106442,0.10570965
550,0.1632096,0.13535321,0.15581337,0.10024419
560,0.1670206,0.09515032,0.15189978,0.15213968
570,0.16399653,0.14895293,0.12932172,0.14430821
580,0.1733325,0.10379358,0.16034758,0.13350648
590,0.1410312,0.13226368,0.15736207,0.12747227
600,0.15260723,0.1274784,0.18198557,0.13759625
610,0.16074613,0.13615185,0.1860747,0.14315629
620,0.18795905,0.11832024,0.1408484,0.12320578
630,0.19275075,0.11520143,0.17614011,0.11313522
640,0.14702323,0.12842967,0.13745138,0.14769095
650,0.12926963,0.1256854,0.15323544,0.107154414
660,0.12327021,0.12356927,0.15663263,0.13240543
670,0.1355238,0.14041303,0.15584336,0.10131263
680,0.148424,0.11740883,0.12007712,0.12193677
690,0.12399322,0.12531102,0.13267718,0.11809273
700,0.15049547,0.11682288,0.12981977,0.12386232
710,0.13888797,0.11351361,0.15798384,0.09346473
720,0.15687233,0.13969599,0.15423968,0.11795731
730,0.13194579,0.12819433,0.12765083,0.1123914
740,0.14208835,0.14346823,0.1533676,0.12699074
750,0.15293168,0.1122783,0.12221344,0.116327316
760,0.15070388,0.094150946,0.15647042,0.13391785
770,0.1297823,0.09672935,0.15900487,0.111846775
780,0.13959828,0.122728184,0.15298232,0.13341935
790,0.15396276,0.09133056,0.16794288,0.12293756
800,0.14440975,0.1116351,0.14691666,0.10553308
810,0.10982856,0.14521433,0.13364407,0.11880186
820,0.12650357,0.13378641,0.13388075,0.13035546
830,0.12720393,0.1197054,0.15209374,0.11126679
840,0.123470485,0.098071575,0.13024858,0.16188395
850,0.14718696,0.13311599,0.13499185,0.107193604
860,0.13217175,0.118175656,0.15151095,0.13817886
870,0.12476085,0.12231694,0.16155903,0.112739906
880,0.12570788,0.13804871,0.11793758,0.1197048
890,0.14357246,0.09820174,0.11228255,0.14814088
900,0.119108915,0.12909216,0.16582409,0.13788597
910,0.13797852,0.1326662,0.13798927,0.09677599
920,0.1485712,0.14557017,0.17597923,0.14167227
930,0.11367901,0.12008035,0.0979375,0.14591783
940,0.13115712,0.091915175,0.11043621,0.16751301
950,0.13413063,0.112073556,0.12683025,0.1324211
960,0.12915827,0.11640911,0.14642206,0.12284665
970,0.1446583,0.124361575,0.119513735,0.12986952
980,0.120509416,0.09480961,0.12860376,0.12568638
990,0.13997982,0.11467588,0.17926493,0.12728122
1000,0.14062236,0.092043534,0.110441245,0.13297857
1010,0.16218323,0.09119409,0.12656412,0.15429899
1020,0.1116219,0.1002828,0.16733012,0.19426985
1030,0.14264095,0.11549202,0.16111402,0.11302072
1040,0.12937947,0.10023925,0.10522413,0.122123204
1050,0.13748392,0.14879823,0.13218927,0.123147845
1060,0.35971093,0.1309416,0.7495709,0.12635745
1070,2.2644348,0.092892446,2.7372074,0.22054029
1080,1.9826791,0.13816366,2.1522615,0.12693053
1090,2.2353048,0.09913026,2.261042,0.15652862
1100,2.7584357,0.10354333,2.812879,0.13312444
1110,3.2492785,0.14641114,3.7517002,0.13468938
1120,2.777658,0.12440314,2.6990628,0.13433985
1130,3.4802613,0.1129197,2.9257603,0.11763453
1140,3.0814395,0.10932275,3.2212281,0.13350993
1150,3.5550468,0.1014657,3.5027332,0.14097476
1160,3.2588649,0.13212806,3.7222402,0.12660259
1170,3.52837,0.13515347,3.1896334,0.14603129
1180,3.435578,0.12916404,3.3423371,0.14218423
1190,3.4941504,0.1295231,3.6454349,0.1285798
1200,3.4827805,0.14003384,3.7282887,0.107274085
1210,2.7897406,0.11977193,2.8950624,0.14955732
1220,3.6311471,0.12637357,3.854761,0.16094013
1230,2.9038033,0.12783119,2.7894611,0.15967731
1240,2.9415057,0.13219291,3.0427322,0.13702151
1250,2.8710096,0.14026797,2.9321241,0.12176611
1260,3.2879848,0.11603842,2.992835,0.14366472
1270,2.643299,0.11133067,2.996973,0.15331265
1280,2.8325276,0.10754652,2.6201673,0.10534686
1290,2.9101892,0.11355755,2.653067,0.1357405
1300,2.6604788,0.10765862,2.807859,0.11292288
1310,1.3140532,0.13907959,1.1785747,0.0903911
1320,0.5443544,0.18130341,0.6047854,0.12813915
1330,0.38716763,0.1450092,0.33297342,0.18446025
1340,0.21564275,0.11533886,0.30546808,0.13204166
1350,0.27655548,0.13719708,0.2560835,0.1091414
1360,0.26632074,0.10552646,0.2556805,0.089737505
1370,0.30564237,0.12608354,0.29514453,0.12193167
1380,0.27600467,0.10464202,0.37161547,0.08896333
1390,0.342004,0.14645857,0.36975834,0.10737364
1400,0.4674397,0.120197855,0.35830313,0.13062942
1410,0.35113037,0.11022933,0.36749336,0.13769662
1420,0.34279865,0.13733485,0.33331633,0.14569072
1430,0.40745276,0.10842351,0.44628984,0.1131884
1440,0.41001648,0.11358457,0.39514142,0.115194336
1450,0.42396647,0.14417177,0.44225287,0.1449973
1460,0.5141448,0.104686156,0.4735295,0.12025146
1470,0.41360995,0.113121554,0.47756723,0.09596795
1480,0.41188988,0.124670014,0.44489163,0.12216553
1490,0.40021247,0.09476439,0.45185035,0.10598034
1500,0.39551678,0.11815196,0.49038458,0.14189845
1510,0.31359512,0.14149585,0.38182002,0.11719915
1520,0.27622354,0.11736587,0.25845784,0.1383156
1530,0.3344566,0.12217826,0.33964002,0.13472879
1540,0.3215888,0.13289383,0.35637304,0.13986677
1550,0.35250574,0.11940546,0.3824301,0.13908291
1560,0.40049,0.12414854,0.33147067,0.13819817
1570,0.33894813,0.13160722,0.4156016,0.15132347
1580,0.33547035,0.107307956,0.34802032,0.12503494
1590,0.45415437,0.14860746,0.29886445,0.12329285
1600,0.39077523,0.110630944,0.3465212,0.11708355
1610,0.3664466,0.1257568,0.34392834,0.14735878
1620,0.46834308,0.14542364,0.30079508,0.09622298
1630,0.27734834,0.12980103,0.38604084,0.11830732
1640,0.35932124,0.098559454,0.35112286,0.11763789
1650,0.33203176,0.10585852,0.33217016,0.13300164
1660,0.35476357,0.11407279,0.37109792,0.08747241
1670,0.31761387,0.148424,0.32211524,0.13764781
1680,0.3686423,0.10379258,0.36859375,0.13373819
1690,0.36261934,0.10617538,0.380867,0.1562237
1700,0.36116308,0.12432662,0.33790383,0.12962046
1710,0.32172656,0.109925605,0.42149076,0.12194715
1720,0.36348754,0.119434446,0.3591648,0.1556648
1730,0.43000293,0.09324885,0.446836,0.100319915
1740,0.28273517,0.1142211,0.406089,0.16275644
1750,0.3377834,0.09589012,0.3955436,0.0950998
1760,0.335119,0.11578971,0.39740032,0.12793145
1770,0.34255213,0.08507416,0.35236448,0.1323663
1780,0.3907161,0.09653059,0.3793036,0.14414462
1790,0.3375472,0.11245327,0.3456806,0.09285872
