iter,task_train_acc_pre_optim,task_train_acc_post_optim,task_train_params_dist,task_test_acc_pre_optim,task_test_acc_post_optim,task_test_params_dist
4460,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4470,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4480,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4490,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4500,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4510,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4520,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4530,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4540,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4550,0.05,0.05,2.6332426,0.05,0.05,2.6332426
4560,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4570,0.05,0.05,2.6332426,0.05,0.05,2.6332426
4580,0.05,0.05,2.6332426,0.05,0.05,2.6332426
4590,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4600,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4610,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4620,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4630,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4640,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4650,0.05,0.05,2.633242,0.05,0.05,2.633242
4660,0.05,0.05,2.633242,0.05,0.05,2.633242
4670,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4680,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4690,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4700,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4710,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4720,0.05,0.05,2.6332412,0.05,0.05,2.6332412
4730,0.05,0.05,2.6332412,0.05,0.05,2.6332417
4740,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4750,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4760,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4770,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4780,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4790,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4800,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4810,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4820,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4830,0.05,0.05,2.6332417,0.05,0.05,2.6332417
4840,0.05,0.05,2.6332417,0.05,0.05,2.633242
4850,0.05,0.05,2.633242,0.05,0.05,2.633242
4860,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4870,0.05,0.05,2.633242,0.05,0.05,2.633242
4880,0.05,0.05,2.633242,0.05,0.05,2.633242
4890,0.05,0.05,2.633242,0.05,0.05,2.633242
4900,0.05,0.05,2.633242,0.05,0.05,2.6332421
4910,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4920,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4930,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4940,0.05,0.05,2.6332421,0.05,0.05,2.6332421
4950,0.05,0.05,2.6332426,0.05,0.05,2.6332426
4960,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4970,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4980,0.05,0.05,2.6332428,0.05,0.05,2.6332428
4990,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5000,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5010,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5020,0.05,0.05,2.6332428,0.05,0.05,2.633243
5030,0.05,0.05,2.633243,0.05,0.05,2.633243
5040,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5050,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5060,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5070,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5080,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5090,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5100,0.05,0.05,2.633243,0.05,0.05,2.633243
5110,0.05,0.05,2.633243,0.05,0.05,2.633243
5120,0.05,0.05,2.6332433,0.05,0.05,2.6332433
5130,0.05,0.05,2.6332433,0.05,0.05,2.6332433
5140,0.05,0.05,2.6332433,0.05,0.05,2.6332433
5150,0.05,0.05,2.6332433,0.05,0.05,2.6332433
5160,0.05,0.05,2.6332433,0.05,0.05,2.6332433
5170,0.05,0.05,2.633243,0.05,0.05,2.6332428
5180,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5190,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5200,0.05,0.05,2.6332426,0.05,0.05,2.6332426
5210,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5220,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5230,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5240,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5250,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5260,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5270,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5280,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5290,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5300,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5310,0.05,0.05,2.633242,0.05,0.05,2.633242
5320,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5330,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5340,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5350,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5360,0.05,0.05,2.6332417,0.05,0.05,2.6332412
5370,0.05,0.05,2.633241,0.05,0.05,2.633241
5380,0.05,0.05,2.633241,0.05,0.05,2.633241
5390,0.05,0.05,2.6332407,0.05,0.05,2.6332407
5400,0.05,0.05,2.6332407,0.05,0.05,2.6332407
5410,0.05,0.05,2.6332405,0.05,0.05,2.6332405
5420,0.05,0.05,2.6332405,0.05,0.05,2.6332405
5430,0.05,0.05,2.6332405,0.05,0.05,2.6332405
5440,0.05,0.05,2.6332405,0.05,0.05,2.63324
5450,0.05,0.05,2.63324,0.05,0.05,2.63324
5460,0.05,0.05,2.63324,0.05,0.05,2.63324
5470,0.05,0.05,2.6332405,0.05,0.05,2.6332405
5480,0.05,0.05,2.6332405,0.05,0.05,2.6332405
5490,0.05,0.05,2.6332405,0.05,0.05,2.6332405
5500,0.05,0.05,2.6332405,0.05,0.05,2.63324
5510,0.05,0.05,2.63324,0.05,0.05,2.63324
5520,0.05,0.05,2.6332405,0.05,0.05,2.6332405
5530,0.05,0.05,2.6332405,0.05,0.05,2.6332405
5540,0.05,0.05,2.6332405,0.05,0.05,2.6332407
5550,0.05,0.05,2.633241,0.05,0.05,2.633241
5560,0.05,0.05,2.633241,0.05,0.05,2.633241
5570,0.05,0.05,2.633241,0.05,0.05,2.633241
5580,0.05,0.05,2.6332412,0.05,0.05,2.6332412
5590,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5600,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5610,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5620,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5630,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5640,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5650,0.05,0.05,2.633242,0.05,0.05,2.633242
5660,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5670,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5680,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5690,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5700,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5710,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5720,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5730,0.05,0.05,2.6332426,0.05,0.05,2.6332426
5740,0.05,0.05,2.6332426,0.05,0.05,2.6332421
5750,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5760,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5770,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5780,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5790,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5800,0.05,0.05,2.633242,0.05,0.05,2.633242
5810,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5820,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5830,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5840,0.05,0.05,2.6332417,0.05,0.05,2.6332417
5850,0.05,0.05,2.6332417,0.05,0.05,2.633242
5860,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5870,0.05,0.05,2.6332421,0.05,0.05,2.6332421
5880,0.05,0.05,2.6332426,0.05,0.05,2.6332426
5890,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5900,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5910,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5920,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5930,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5940,0.05,0.05,2.6332426,0.05,0.05,2.6332421
5950,0.05,0.05,2.6332426,0.05,0.05,2.6332426
5960,0.05,0.05,2.6332426,0.05,0.05,2.6332426
5970,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5980,0.05,0.05,2.6332428,0.05,0.05,2.6332428
5990,0.05,0.05,2.633243,0.05,0.05,2.633243
6000,0.05,0.05,2.6332428,0.05,0.05,2.6332428
6010,0.05,0.05,2.6332428,0.05,0.05,2.6332428
6020,0.05,0.05,2.6332428,0.05,0.05,2.6332428
6030,0.05,0.05,2.6332428,0.05,0.05,2.6332428
6040,0.05,0.05,2.6332428,0.05,0.05,2.6332428
6050,0.05,0.05,2.6332428,0.05,0.05,2.6332428
6060,0.05,0.05,2.6332428,0.05,0.05,2.6332428
6070,0.05,0.05,2.6332421,0.05,0.05,2.6332421
6080,0.05,0.05,2.6332421,0.05,0.05,2.6332421
6090,0.05,0.05,2.633242,0.05,0.05,2.6332421
6100,0.05,0.05,2.633241,0.05,0.05,2.6332428
6110,0.05,0.05,2.633235,0.05,0.05,2.6332445
6120,0.05,0.05,2.633205,0.05,0.05,2.633196
6130,0.05,0.05,2.633165,0.05,0.05,2.6331692
6140,0.05,0.05,2.6331494,0.05,0.05,2.6331475
6150,0.05,0.05,2.6331403,0.05,0.05,2.6331375
6160,0.05,0.05,2.6331341,0.05,0.05,2.6331353
6170,0.05,0.05,2.6331332,0.05,0.05,2.633133
6180,0.05,0.05,2.6331322,0.05,0.05,2.633132
6190,0.05,0.05,2.6331317,0.05,0.05,2.633132
6200,0.05,0.05,2.6331317,0.05,0.05,2.6331315
6210,0.05,0.05,2.633131,0.05,0.05,2.6331317
6220,0.05,0.05,2.633131,0.05,0.05,2.633131
6230,0.05,0.05,2.6331315,0.05,0.05,2.6331315
6240,0.05,0.05,2.6331315,0.05,0.05,2.6331317
6250,0.05,0.05,2.6331317,0.05,0.05,2.6331317
6260,0.05,0.05,2.6331315,0.05,0.05,2.6331315
6270,0.05,0.05,2.6331315,0.05,0.05,2.633131
6280,0.05,0.05,2.6331317,0.05,0.05,2.6331306
6290,0.05,0.05,2.6331341,0.05,0.05,2.6331244
6300,0.05,0.05,2.633095,0.05,0.05,2.6330874
6310,0.05,0.05,2.6330492,0.05,0.05,2.6330385
6320,0.05,0.05,2.6330175,0.05,0.05,2.6330175
6330,0.05,0.05,2.6330054,0.05,0.05,2.6330073
6340,0.05,0.05,2.6330013,0.05,0.05,2.633
6350,0.05,0.05,2.632998,0.05,0.05,2.6329975
6360,0.05,0.05,2.6329968,0.05,0.05,2.6329975
6370,0.05,0.05,2.632997,0.05,0.05,2.6329968
6380,0.05,0.05,2.632997,0.05,0.05,2.632997
6390,0.05,0.05,2.632997,0.05,0.05,2.632997
6400,0.05,0.05,2.6329975,0.05,0.05,2.6329975
6410,0.05,0.05,2.6329975,0.05,0.05,2.6329975
6420,0.05,0.05,2.632998,0.05,0.05,2.632998
6430,0.05,0.05,2.6329985,0.05,0.05,2.6329987
6440,0.05,0.05,2.6329987,0.05,0.05,2.6329987
6450,0.05,0.05,2.6329987,0.05,0.05,2.6329987
6460,0.05,0.05,2.6329987,0.05,0.05,2.6329987
6470,0.05,0.05,2.6329992,0.05,0.05,2.6329987
6480,0.05,0.05,2.6330004,0.05,0.05,2.6329968
6490,0.05,0.05,2.6329963,0.05,0.05,2.6329699
6500,0.05,0.05,2.6329103,0.05,0.05,2.6329107
6510,0.05,0.05,2.6328638,0.05,0.05,2.6328661
6520,0.05,0.05,2.632842,0.05,0.05,2.6328406
6530,0.05,0.05,2.6328318,0.05,0.05,2.632829
6540,0.05,0.05,2.6328259,0.05,0.05,2.6328247
6550,0.05,0.05,2.6328235,0.05,0.05,2.6328242
6560,0.05,0.05,2.632823,0.05,0.05,2.632823
6570,0.05,0.05,2.632823,0.05,0.05,2.6328225
6580,0.05,0.05,2.6328225,0.05,0.05,2.632823
6590,0.05,0.05,2.632823,0.05,0.05,2.632823
6600,0.05,0.05,2.632823,0.05,0.05,2.632823
6610,0.05,0.05,2.632823,0.05,0.05,2.632823
6620,0.05,0.05,2.632823,0.05,0.05,2.632823
6630,0.05,0.05,2.632823,0.05,0.05,2.632823
6640,0.05,0.05,2.632823,0.05,0.05,2.632823
6650,0.05,0.05,2.632823,0.05,0.05,2.632823
6660,0.05,0.05,2.6328232,0.05,0.05,2.6328235
6670,0.05,0.05,2.6328232,0.05,0.05,2.6328235
6680,0.05,0.05,2.632823,0.05,0.05,2.6328235
6690,0.05,0.05,2.6328216,0.05,0.05,2.6328247
6700,0.05,0.05,2.632807,0.05,0.05,2.6328192
6710,0.05,0.05,2.632758,0.05,0.05,2.6327426
6720,0.05,0.05,2.632706,0.05,0.05,2.632705
6730,0.05,0.05,2.632683,0.05,0.05,2.6326842
6740,0.05,0.05,2.6326745,0.05,0.05,2.6326718
6750,0.05,0.05,2.6326685,0.05,0.05,2.6326678
6760,0.05,0.05,2.6326663,0.05,0.05,2.6326673
6770,0.05,0.05,2.6326663,0.05,0.05,2.6326654
6780,0.05,0.05,2.6326654,0.05,0.05,2.6326656
6790,0.05,0.05,2.6326654,0.05,0.05,2.6326654
6800,0.05,0.05,2.6326652,0.05,0.05,2.6326652
6810,0.05,0.05,2.6326652,0.05,0.05,2.6326654
6820,0.05,0.05,2.6326654,0.05,0.05,2.6326654
6830,0.05,0.05,2.6326654,0.05,0.05,2.6326654
6840,0.05,0.05,2.632666,0.05,0.05,2.632666
6850,0.05,0.05,2.632666,0.05,0.05,2.6326656
6860,0.05,0.05,2.6326666,0.05,0.05,2.6326652
6870,0.05,0.05,2.6326678,0.05,0.05,2.6326606
6880,0.05,0.05,2.6326425,0.05,0.05,2.632659
6890,0.05,0.05,2.6325872,0.05,0.05,2.6325715
6900,0.05,0.05,2.6325238,0.05,0.05,2.6325207
6910,0.05,0.05,2.632494,0.05,0.05,2.632492
6920,0.05,0.05,2.6324801,0.05,0.05,2.632477
6930,0.05,0.05,2.632472,0.05,0.05,2.6324725
6940,0.05,0.05,2.6324694,0.05,0.05,2.6324706
6950,0.05,0.05,2.6324694,0.05,0.05,2.6324685
6960,0.05,0.05,2.6324682,0.05,0.05,2.6324685
6970,0.05,0.05,2.632469,0.05,0.05,2.6324685
6980,0.05,0.05,2.632469,0.05,0.05,2.632469
6990,0.05,0.05,2.632469,0.05,0.05,2.632469
7000,0.05,0.05,2.632469,0.05,0.05,2.632469
7010,0.05,0.05,2.632469,0.05,0.05,2.632469
7020,0.05,0.05,2.6324692,0.05,0.05,2.6324692
7030,0.05,0.05,2.632469,0.05,0.05,2.632469
7040,0.05,0.05,2.632469,0.05,0.05,2.632469
7050,0.05,0.05,2.6324682,0.05,0.05,2.6324692
7060,0.05,0.05,2.6324658,0.05,0.05,2.6324713
7070,0.05,0.05,2.632428,0.05,0.05,2.6324334
7080,0.05,0.05,2.6323571,0.05,0.05,2.6323524
7090,0.05,0.05,2.6323137,0.05,0.05,2.6323037
7100,0.05,0.05,2.632287,0.05,0.05,2.632285
7110,0.05,0.05,2.6322756,0.05,0.05,2.6322773
7120,0.05,0.05,2.632273,0.05,0.05,2.6322722
7130,0.05,0.05,2.632271,0.05,0.05,2.63227
7140,0.05,0.05,2.6322699,0.05,0.05,2.6322706
7150,0.05,0.05,2.6322699,0.05,0.05,2.6322699
7160,0.05,0.05,2.6322694,0.05,0.05,2.6322706
7170,0.05,0.05,2.6322663,0.05,0.05,2.632272
7180,0.05,0.05,2.6322613,0.05,0.05,2.6322603
7190,0.05,0.05,2.6322553,0.05,0.05,2.6322556
7200,0.05,0.05,2.6322522,0.05,0.05,2.632251
7210,0.05,0.05,2.6322503,0.05,0.05,2.6322503
7220,0.05,0.05,2.632249,0.05,0.05,2.6322498
7230,0.05,0.05,2.6322498,0.05,0.05,2.6322494
7240,0.05,0.05,2.6322489,0.05,0.05,2.6322498
7250,0.05,0.05,2.632248,0.05,0.05,2.6322498
7260,0.05,0.05,2.632239,0.05,0.05,2.6322443
7270,0.05,0.05,2.6321847,0.05,0.05,2.6321783
7280,0.05,0.05,2.632135,0.05,0.05,2.6321332
7290,0.05,0.05,2.6321094,0.05,0.05,2.6321063
7300,0.05,0.05,2.632096,0.05,0.05,2.6320953
7310,0.05,0.05,2.6320906,0.05,0.05,2.63209
7320,0.05,0.05,2.6320884,0.05,0.05,2.632088
7330,0.05,0.05,2.6320875,0.05,0.05,2.6320868
7340,0.05,0.05,2.6320868,0.05,0.05,2.6320868
7350,0.05,0.05,2.6320868,0.05,0.05,2.6320863
7360,0.05,0.05,2.6320875,0.05,0.05,2.6320848
7370,0.05,0.05,2.6320899,0.05,0.05,2.632079
7380,0.05,0.05,2.6320753,0.05,0.05,2.632068
7390,0.05,0.05,2.6320505,0.05,0.05,2.6320443
7400,0.05,0.05,2.6320322,0.05,0.05,2.6320372
7410,0.05,0.05,2.6320274,0.05,0.05,2.6320267
7420,0.05,0.05,2.6320226,0.05,0.05,2.6320233
7430,0.05,0.05,2.632023,0.05,0.05,2.6320212
7440,0.05,0.05,2.6320226,0.05,0.05,2.6320183
7450,0.05,0.05,2.6320143,0.05,0.05,2.6319933
7460,0.05,0.05,2.6319408,0.05,0.05,2.6319458
7470,0.05,0.05,2.6319091,0.05,0.05,2.6319005
7480,0.05,0.05,2.6318839,0.05,0.05,2.631884
7490,0.05,0.05,2.631876,0.05,0.05,2.6318755
7500,0.05,0.05,2.6318712,0.05,0.05,2.6318712
7510,0.05,0.05,2.63187,0.05,0.05,2.6318698
7520,0.05,0.05,2.6318688,0.05,0.05,2.6318696
7530,0.05,0.05,2.6318688,0.05,0.05,2.6318684
7540,0.05,0.05,2.6318684,0.05,0.05,2.6318684
7550,0.05,0.05,2.6318684,0.05,0.05,2.631868
7560,0.05,0.05,2.6318688,0.05,0.05,2.6318676
7570,0.05,0.05,2.63187,0.05,0.05,2.631861
7580,0.05,0.05,2.6318347,0.05,0.05,2.631848
7590,0.05,0.05,2.6318023,0.05,0.05,2.6317925
7600,0.05,0.05,2.6317737,0.05,0.05,2.6317675
7610,0.05,0.05,2.6317554,0.05,0.05,2.631759
7620,0.05,0.05,2.631751,0.05,0.05,2.63175
7630,0.05,0.05,2.6317487,0.05,0.05,2.6317468
7640,0.05,0.05,2.6317465,0.05,0.05,2.6317465
7650,0.05,0.05,2.6317463,0.05,0.05,2.631745
7660,0.05,0.05,2.6317463,0.05,0.05,2.6317425
7670,0.05,0.05,2.6317368,0.05,0.05,2.6317196
7680,0.05,0.05,2.6316679,0.05,0.05,2.6316693
7690,0.05,0.05,2.6316335,0.05,0.05,2.6316266
7700,0.05,0.05,2.6316102,0.05,0.05,2.6316113
7710,0.05,0.05,2.6316025,0.05,0.05,2.6316004
7720,0.05,0.05,2.631597,0.05,0.05,2.6315973
7730,0.05,0.05,2.6315958,0.05,0.05,2.631595
7740,0.05,0.05,2.6315947,0.05,0.05,2.631595
7750,0.05,0.05,2.6315942,0.05,0.05,2.6315942
7760,0.05,0.05,2.6315942,0.05,0.05,2.6315942
7770,0.05,0.05,2.6315942,0.05,0.05,2.631594
7780,0.05,0.05,2.631594,0.05,0.05,2.6315942
7790,0.05,0.05,2.6315937,0.05,0.05,2.6315937
7800,0.05,0.05,2.631593,0.05,0.05,2.631594
7810,0.05,0.05,2.6315753,0.05,0.05,2.6315603
7820,0.05,0.05,2.63146,0.05,0.05,2.6314678
7830,0.05,0.05,2.6313965,0.05,0.05,2.6313899
7840,0.05,0.05,2.6313586,0.05,0.05,2.6313543
7850,0.05,0.05,2.631339,0.05,0.05,2.6313398
7860,0.05,0.05,2.6313322,0.05,0.05,2.6313312
7870,0.05,0.05,2.6313283,0.05,0.05,2.6313276
7880,0.05,0.05,2.6313267,0.05,0.05,2.6313262
7890,0.05,0.05,2.6313262,0.05,0.05,2.6313257
7900,0.05,0.05,2.6313257,0.05,0.05,2.6313257
7910,0.05,0.05,2.6313255,0.05,0.05,2.6313255
7920,0.05,0.05,2.6313255,0.05,0.05,2.6313255
7930,0.05,0.05,2.6313257,0.05,0.05,2.6313257
7940,0.05,0.05,2.6313255,0.05,0.05,2.6313255
7950,0.05,0.05,2.6313257,0.05,0.05,2.6313257
7960,0.05,0.05,2.6313257,0.05,0.05,2.6313257
7970,0.05,0.05,2.6313257,0.05,0.05,2.631326
7980,0.05,0.05,2.631324,0.05,0.05,2.6313276
7990,0.05,0.05,2.6312976,0.05,0.05,2.6313086
8000,0.05,0.05,2.6312034,0.05,0.05,2.6311855
8010,0.05,0.05,2.6311264,0.05,0.05,2.6311152
8020,0.05,0.05,2.6310847,0.05,0.05,2.6310828
8030,0.05,0.05,2.6310663,0.05,0.05,2.6310687
8040,0.05,0.05,2.6310608,0.05,0.05,2.6310601
8050,0.05,0.05,2.6310585,0.05,0.05,2.6310565
8060,0.05,0.05,2.6310563,0.05,0.05,2.6310565
8070,0.05,0.05,2.6310563,0.05,0.05,2.6310563
8080,0.05,0.05,2.6310563,0.05,0.05,2.6310558
8090,0.05,0.05,2.6310563,0.05,0.05,2.6310563
8100,0.05,0.05,2.6310563,0.05,0.05,2.6310563
8110,0.05,0.05,2.6310565,0.05,0.05,2.6310565
8120,0.05,0.05,2.6310565,0.05,0.05,2.6310565
8130,0.05,0.05,2.6310565,0.05,0.05,2.6310568
8140,0.05,0.05,2.6310568,0.05,0.05,2.631057
8150,0.05,0.05,2.631057,0.05,0.05,2.631057
8160,0.05,0.05,2.6310577,0.05,0.05,2.6310563
8170,0.05,0.05,2.6310606,0.05,0.05,2.6310492
8180,0.05,0.05,2.631028,0.05,0.05,2.6310368
8190,0.05,0.05,2.6309967,0.05,0.05,2.6309912
8200,0.05,0.05,2.6309557,0.05,0.05,2.6309488
8210,0.05,0.05,2.6309333,0.05,0.05,2.6309323
8220,0.05,0.05,2.6309223,0.05,0.05,2.630924
8230,0.05,0.05,2.630918,0.05,0.05,2.630918
8240,0.05,0.05,2.630915,0.05,0.05,2.630915
8250,0.05,0.05,2.6309125,0.05,0.05,2.6309142
8260,0.05,0.05,2.630907,0.05,0.05,2.6309118
8270,0.05,0.05,2.6308649,0.05,0.05,2.6308649
8280,0.05,0.05,2.6308112,0.05,0.05,2.6308029
8290,0.05,0.05,2.630774,0.05,0.05,2.6307724
8300,0.05,0.05,2.630758,0.05,0.05,2.6307569
8310,0.05,0.05,2.6307502,0.05,0.05,2.6307502
8320,0.05,0.05,2.630747,0.05,0.05,2.6307464
8330,0.05,0.05,2.6307452,0.05,0.05,2.6307456
8340,0.05,0.05,2.630745,0.05,0.05,2.6307447
8350,0.05,0.05,2.6307442,0.05,0.05,2.6307442
8360,0.05,0.05,2.630744,0.05,0.05,2.630744
8370,0.05,0.05,2.630744,0.05,0.05,2.6307442
8380,0.05,0.05,2.6307435,0.05,0.05,2.6307447
8390,0.05,0.05,2.630738,0.05,0.05,2.630743
8400,0.05,0.05,2.6306827,0.05,0.05,2.630677
8410,0.05,0.05,2.6306121,0.05,0.05,2.6306064
8420,0.05,0.05,2.6305714,0.05,0.05,2.6305664
8430,0.05,0.05,2.6305497,0.05,0.05,2.6305506
8440,0.05,0.05,2.6305425,0.05,0.05,2.6305404
8450,0.05,0.05,2.6305377,0.05,0.05,2.630537
8460,0.05,0.05,2.630537,0.05,0.05,2.6305337
8470,0.05,0.05,2.6305382,0.05,0.05,2.6305249
8480,0.05,0.05,2.6305146,0.05,0.05,2.6305182
8490,0.05,0.05,2.6305063,0.05,0.05,2.6305017
8500,0.05,0.05,2.6304967,0.05,0.05,2.6304994
8510,0.05,0.05,2.6304963,0.05,0.05,2.6304939
8520,0.05,0.05,2.6304932,0.05,0.05,2.6304939
8530,0.05,0.05,2.6304932,0.05,0.05,2.6304924
8540,0.05,0.05,2.6304924,0.05,0.05,2.630492
8550,0.05,0.05,2.6304924,0.05,0.05,2.63049
8560,0.05,0.05,2.6304858,0.05,0.05,2.6304667
8570,0.05,0.05,2.63037,0.05,0.05,2.6303713
8580,0.05,0.05,2.6302977,0.05,0.05,2.6302884
8590,0.05,0.05,2.6302552,0.05,0.05,2.630249
8600,0.05,0.05,2.6302335,0.05,0.05,2.6302326
8610,0.05,0.05,2.6302252,0.05,0.05,2.630226
8620,0.05,0.05,2.630222,0.05,0.05,2.6302214
8630,0.05,0.05,2.6302197,0.05,0.05,2.6302197
8640,0.05,0.05,2.6302197,0.05,0.05,2.6302197
8650,0.05,0.05,2.6302197,0.05,0.05,2.6302192
8660,0.05,0.05,2.63022,0.05,0.05,2.6302178
8670,0.05,0.05,2.6302233,0.05,0.05,2.6302087
8680,0.05,0.05,2.63019,0.05,0.05,2.6301959
8690,0.05,0.05,2.6301775,0.05,0.05,2.6301684
8700,0.05,0.05,2.6301618,0.05,0.05,2.6301627
8710,0.05,0.05,2.6301575,0.05,0.05,2.6301587
8720,0.05,0.05,2.6301568,0.05,0.05,2.630155
8730,0.05,0.05,2.6301544,0.05,0.05,2.630155
8740,0.05,0.05,2.6301546,0.05,0.05,2.6301544
8750,0.05,0.05,2.6301544,0.05,0.05,2.6301546
8760,0.05,0.05,2.6301544,0.05,0.05,2.6301546
8770,0.05,0.05,2.6301508,0.05,0.05,2.630155
8780,0.05,0.05,2.6300611,0.05,0.05,2.630046
8790,0.05,0.05,2.6299207,0.05,0.05,2.6299179
8800,0.05,0.05,2.6298425,0.05,0.05,2.6298425
8810,0.05,0.05,2.6298068,0.05,0.05,2.6298046
8820,0.05,0.05,2.62979,0.05,0.05,2.6297889
8830,0.05,0.05,2.6297834,0.05,0.05,2.6297815
8840,0.05,0.05,2.6297796,0.05,0.05,2.629779
8850,0.05,0.05,2.6297781,0.05,0.05,2.6297781
8860,0.05,0.05,2.6297772,0.05,0.05,2.6297772
8870,0.05,0.05,2.6297767,0.05,0.05,2.6297767
8880,0.05,0.05,2.6297767,0.05,0.05,2.6297762
8890,0.05,0.05,2.629776,0.05,0.05,2.6297767
8900,0.05,0.05,2.6297762,0.05,0.05,2.6297767
8910,0.05,0.05,2.6297767,0.05,0.05,2.629777
8920,0.05,0.05,2.6297767,0.05,0.05,2.6297772
8930,0.05,0.05,2.6297739,0.05,0.05,2.6297793
8940,0.05,0.05,2.6297529,0.05,0.05,2.6297674
8950,0.05,0.05,2.6297295,0.05,0.05,2.6297295
8960,0.05,0.05,2.6297135,0.05,0.05,2.6297052
8970,0.05,0.05,2.6297004,0.05,0.05,2.6296973
8980,0.05,0.05,2.6296935,0.05,0.05,2.6296961
8990,0.05,0.05,2.629693,0.05,0.05,2.6296935
9000,0.05,0.05,2.629693,0.05,0.05,2.6296918
