iter,task_train_acc_pre_optim,task_train_acc_post_optim,task_train_params_dist,task_test_acc_pre_optim,task_test_acc_post_optim,task_test_params_dist
9010,0.05,0.05,2.629692,0.05,0.05,2.6296923
9020,0.05,0.05,2.629692,0.05,0.05,2.629693
9030,0.05,0.05,2.629688,0.05,0.05,2.6296914
9040,0.05,0.05,2.6296148,0.05,0.05,2.6296062
9050,0.05,0.05,2.6295056,0.05,0.05,2.6295025
9060,0.05,0.05,2.6294458,0.05,0.05,2.6294396
9070,0.05,0.05,2.6294155,0.05,0.05,2.6294105
9080,0.05,0.05,2.6294,0.05,0.05,2.6293998
9090,0.05,0.05,2.6293938,0.05,0.05,2.6293945
9100,0.05,0.05,2.6293921,0.05,0.05,2.629391
9110,0.05,0.05,2.6293902,0.05,0.05,2.6293902
9120,0.05,0.05,2.6293898,0.05,0.05,2.6293893
9130,0.05,0.05,2.6293888,0.05,0.05,2.629389
9140,0.05,0.05,2.6293883,0.05,0.05,2.6293883
9150,0.05,0.05,2.6293883,0.05,0.05,2.6293883
9160,0.05,0.05,2.629389,0.05,0.05,2.629389
9170,0.05,0.05,2.6293893,0.05,0.05,2.629389
9180,0.05,0.05,2.629389,0.05,0.05,2.6293893
9190,0.05,0.05,2.6293883,0.05,0.05,2.629389
9200,0.05,0.05,2.629386,0.05,0.05,2.6293914
9210,0.05,0.05,2.629366,0.05,0.05,2.629378
9220,0.05,0.05,2.629341,0.05,0.05,2.629331
9230,0.05,0.05,2.629292,0.05,0.05,2.6292734
9240,0.05,0.05,2.62924,0.05,0.05,2.6292408
9250,0.05,0.05,2.6292183,0.05,0.05,2.62922
9260,0.05,0.05,2.6292102,0.05,0.05,2.629208
9270,0.05,0.05,2.6292045,0.05,0.05,2.6292028
9280,0.05,0.05,2.629201,0.05,0.05,2.6292017
9290,0.05,0.05,2.6291995,0.05,0.05,2.6292005
9300,0.05,0.05,2.629193,0.05,0.05,2.6291955
9310,0.05,0.05,2.629143,0.05,0.05,2.6291382
9320,0.05,0.05,2.6290815,0.05,0.05,2.629074
9330,0.05,0.05,2.6290433,0.05,0.05,2.6290417
9340,0.05,0.05,2.6290264,0.05,0.05,2.6290247
9350,0.05,0.05,2.6290178,0.05,0.05,2.6290178
9360,0.05,0.05,2.6290152,0.05,0.05,2.629015
9370,0.05,0.05,2.6290138,0.05,0.05,2.6290138
9380,0.05,0.05,2.629013,0.05,0.05,2.6290133
9390,0.05,0.05,2.629013,0.05,0.05,2.629013
9400,0.05,0.05,2.629013,0.05,0.05,2.629013
9410,0.05,0.05,2.629013,0.05,0.05,2.629013
9420,0.05,0.05,2.629013,0.05,0.05,2.6290123
9430,0.05,0.05,2.629013,0.05,0.05,2.6290116
9440,0.05,0.05,2.6290076,0.05,0.05,2.628993
9450,0.05,0.05,2.628856,0.05,0.05,2.6288538
9460,0.05,0.05,2.6287384,0.05,0.05,2.6287267
9470,0.05,0.05,2.6286712,0.05,0.05,2.6286654
9480,0.05,0.05,2.6286402,0.05,0.05,2.6286364
9490,0.05,0.05,2.6286259,0.05,0.05,2.628625
9500,0.05,0.05,2.6286194,0.05,0.05,2.62862
9510,0.05,0.05,2.6286175,0.05,0.05,2.6286175
9520,0.05,0.05,2.628617,0.05,0.05,2.628617
9530,0.05,0.05,2.6286163,0.05,0.05,2.6286163
9540,0.05,0.05,2.6286163,0.05,0.05,2.6286163
9550,0.05,0.05,2.6286163,0.05,0.05,2.628616
9560,0.05,0.05,2.6286187,0.05,0.05,2.628612
9570,0.05,0.05,2.6286047,0.05,0.05,2.6285822
9580,0.05,0.05,2.62855,0.05,0.05,2.6285326
9590,0.05,0.05,2.6285143,0.05,0.05,2.6285083
9600,0.05,0.05,2.6284974,0.05,0.05,2.6284971
9610,0.05,0.05,2.62849,0.05,0.05,2.6284924
9620,0.05,0.05,2.6284878,0.05,0.05,2.6284895
9630,0.05,0.05,2.6284873,0.05,0.05,2.6284876
9640,0.05,0.05,2.6284869,0.05,0.05,2.6284864
9650,0.05,0.05,2.6284869,0.05,0.05,2.6284864
9660,0.05,0.05,2.6284869,0.05,0.05,2.6284869
9670,0.05,0.05,2.6284869,0.05,0.05,2.6284869
9680,0.05,0.05,2.6284869,0.05,0.05,2.6284869
9690,0.05,0.05,2.6284857,0.05,0.05,2.6284869
9700,0.05,0.05,2.6284678,0.05,0.05,2.628468
9710,0.05,0.05,2.6283453,0.05,0.05,2.6283295
9720,0.05,0.05,2.6282454,0.05,0.05,2.628236
9730,0.05,0.05,2.6281927,0.05,0.05,2.6281915
9740,0.05,0.05,2.6281703,0.05,0.05,2.6281698
9750,0.05,0.05,2.628161,0.05,0.05,2.6281593
9760,0.05,0.05,2.6281562,0.05,0.05,2.6281557
9770,0.05,0.05,2.6281543,0.05,0.05,2.628155
9780,0.05,0.05,2.6281543,0.05,0.05,2.6281538
9790,0.05,0.05,2.6281538,0.05,0.05,2.6281538
9800,0.05,0.05,2.6281538,0.05,0.05,2.6281538
9810,0.05,0.05,2.6281538,0.05,0.05,2.628154
9820,0.05,0.05,2.628154,0.05,0.05,2.628154
9830,0.05,0.05,2.6281543,0.05,0.05,2.628154
9840,0.05,0.05,2.6281538,0.05,0.05,2.6281543
9850,0.05,0.05,2.6281538,0.05,0.05,2.6281543
9860,0.05,0.05,2.6281538,0.05,0.05,2.628154
9870,0.05,0.05,2.6281538,0.05,0.05,2.6281543
9880,0.05,0.05,2.6281524,0.05,0.05,2.6281495
9890,0.05,0.05,2.6281116,0.05,0.05,2.6281176
9900,0.05,0.05,2.628075,0.05,0.05,2.6280718
9910,0.05,0.05,2.6280231,0.05,0.05,2.6280122
9920,0.05,0.05,2.6279707,0.05,0.05,2.6279707
9930,0.05,0.05,2.627948,0.05,0.05,2.6279435
9940,0.05,0.05,2.6279333,0.05,0.05,2.6279352
9950,0.05,0.05,2.6279266,0.05,0.05,2.6279294
9960,0.05,0.05,2.6279263,0.05,0.05,2.6279254
9970,0.05,0.05,2.6279266,0.05,0.05,2.6279235
9980,0.05,0.05,2.6279278,0.05,0.05,2.6279192
9990,0.05,0.05,2.6279156,0.05,0.05,2.6278946
10000,0.05,0.05,2.6278079,0.05,0.05,2.627812
10010,0.05,0.05,2.6277466,0.05,0.05,2.6277485
10020,0.05,0.05,2.6277168,0.05,0.05,2.6277087
10030,0.05,0.05,2.6276965,0.05,0.05,2.6276946
10040,0.05,0.05,2.6276875,0.05,0.05,2.6276898
10050,0.05,0.05,2.6276863,0.05,0.05,2.627684
10060,0.05,0.05,2.6276832,0.05,0.05,2.6276844
10070,0.05,0.05,2.6276832,0.05,0.05,2.6276827
10080,0.05,0.05,2.6276824,0.05,0.05,2.6276827
10090,0.05,0.05,2.6276832,0.05,0.05,2.6276824
10100,0.05,0.05,2.6276832,0.05,0.05,2.6276832
10110,0.05,0.05,2.6276834,0.05,0.05,2.6276832
10120,0.05,0.05,2.627684,0.05,0.05,2.62768
10130,0.05,0.05,2.6276503,0.05,0.05,2.6276312
10140,0.05,0.05,2.6275287,0.05,0.05,2.6275158
10150,0.05,0.05,2.6274526,0.05,0.05,2.6274557
10160,0.05,0.05,2.627423,0.05,0.05,2.6274197
10170,0.05,0.05,2.6274078,0.05,0.05,2.6274033
10180,0.05,0.05,2.627398,0.05,0.05,2.6274004
10190,0.05,0.05,2.6273975,0.05,0.05,2.6273963
10200,0.05,0.05,2.6273956,0.05,0.05,2.6273959
10210,0.05,0.05,2.6273956,0.05,0.05,2.6273956
10220,0.05,0.05,2.6273937,0.05,0.05,2.6273963
10230,0.05,0.05,2.6273878,0.05,0.05,2.6273992
10240,0.05,0.05,2.6273637,0.05,0.05,2.6273644
10250,0.05,0.05,2.6273346,0.05,0.05,2.627339
10260,0.05,0.05,2.6273239,0.05,0.05,2.6273162
10270,0.05,0.05,2.6273115,0.05,0.05,2.6273131
10280,0.05,0.05,2.6273088,0.05,0.05,2.6273093
10290,0.05,0.05,2.6273072,0.05,0.05,2.6273065
10300,0.05,0.05,2.6273005,0.05,0.05,2.6273
10310,0.05,0.05,2.6272385,0.05,0.05,2.6272223
10320,0.05,0.05,2.627155,0.05,0.05,2.6271534
10330,0.05,0.05,2.6271155,0.05,0.05,2.6271112
10340,0.05,0.05,2.6270936,0.05,0.05,2.6270924
10350,0.05,0.05,2.6270843,0.05,0.05,2.6270843
10360,0.05,0.05,2.6270807,0.05,0.05,2.62708
10370,0.05,0.05,2.6270788,0.05,0.05,2.6270795
10380,0.05,0.05,2.6270785,0.05,0.05,2.6270783
10390,0.05,0.05,2.6270783,0.05,0.05,2.6270776
10400,0.05,0.05,2.6270776,0.05,0.05,2.6270776
10410,0.05,0.05,2.6270776,0.05,0.05,2.6270788
10420,0.05,0.05,2.627077,0.05,0.05,2.62708
10430,0.05,0.05,2.6270728,0.05,0.05,2.6270838
10440,0.05,0.05,2.6270487,0.05,0.05,2.6270568
10450,0.05,0.05,2.6269586,0.05,0.05,2.6269484
10460,0.05,0.05,2.626878,0.05,0.05,2.6268482
10470,0.05,0.05,2.626819,0.05,0.05,2.6268113
10480,0.05,0.05,2.6267927,0.05,0.05,2.6267958
10490,0.05,0.05,2.626783,0.05,0.05,2.6267867
10500,0.05,0.05,2.6267817,0.05,0.05,2.6267805
10510,0.05,0.05,2.62678,0.05,0.05,2.6267788
10520,0.05,0.05,2.6267788,0.05,0.05,2.626779
10530,0.05,0.05,2.6267786,0.05,0.05,2.6267788
10540,0.05,0.05,2.626779,0.05,0.05,2.6267784
10550,0.05,0.05,2.6267786,0.05,0.05,2.6267784
10560,0.05,0.05,2.6267788,0.05,0.05,2.6267755
10570,0.05,0.05,2.6267571,0.05,0.05,2.626746
10580,0.05,0.05,2.626668,0.05,0.05,2.6266553
10590,0.05,0.05,2.626603,0.05,0.05,2.6266084
10600,0.05,0.05,2.626579,0.05,0.05,2.626576
10610,0.05,0.05,2.6265652,0.05,0.05,2.6265607
10620,0.05,0.05,2.6265562,0.05,0.05,2.6265585
10630,0.05,0.05,2.6265557,0.05,0.05,2.626554
10640,0.05,0.05,2.6265533,0.05,0.05,2.626554
10650,0.05,0.05,2.6265533,0.05,0.05,2.6265533
10660,0.05,0.05,2.626553,0.05,0.05,2.6265533
10670,0.05,0.05,2.6265533,0.05,0.05,2.626553
10680,0.05,0.05,2.6265512,0.05,0.05,2.6265516
10690,0.05,0.05,2.626506,0.05,0.05,2.6264875
10700,0.05,0.05,2.62637,0.05,0.05,2.6263685
10710,0.05,0.05,2.626299,0.05,0.05,2.6262915
10720,0.05,0.05,2.626261,0.05,0.05,2.6262524
10730,0.05,0.05,2.6262379,0.05,0.05,2.6262414
10740,0.05,0.05,2.6262336,0.05,0.05,2.6262324
10750,0.05,0.05,2.6262298,0.05,0.05,2.6262286
10760,0.05,0.05,2.6262274,0.05,0.05,2.6262286
10770,0.05,0.05,2.6262276,0.05,0.05,2.6262271
10780,0.05,0.05,2.6262274,0.05,0.05,2.6262276
10790,0.05,0.05,2.6262276,0.05,0.05,2.6262274
10800,0.05,0.05,2.626228,0.05,0.05,2.6262274
10810,0.05,0.05,2.6262274,0.05,0.05,2.6262274
10820,0.05,0.05,2.6262286,0.05,0.05,2.6262262
10830,0.05,0.05,2.6262312,0.05,0.05,2.626211
10840,0.05,0.05,2.6261523,0.05,0.05,2.6261566
10850,0.05,0.05,2.626088,0.05,0.05,2.6260755
10860,0.05,0.05,2.6260433,0.05,0.05,2.626037
10870,0.05,0.05,2.6260204,0.05,0.05,2.6260211
10880,0.05,0.05,2.6260118,0.05,0.05,2.6260133
10890,0.05,0.05,2.6260095,0.05,0.05,2.626008
10900,0.05,0.05,2.626007,0.05,0.05,2.6260068
10910,0.05,0.05,2.6260064,0.05,0.05,2.6260064
10920,0.05,0.05,2.6260064,0.05,0.05,2.6260064
10930,0.05,0.05,2.626004,0.05,0.05,2.6260047
10940,0.05,0.05,2.6259723,0.05,0.05,2.6259637
10950,0.05,0.05,2.6258645,0.05,0.05,2.6258552
10960,0.05,0.05,2.6257958,0.05,0.05,2.62579
10970,0.05,0.05,2.6257606,0.05,0.05,2.62576
10980,0.05,0.05,2.6257467,0.05,0.05,2.6257446
10990,0.05,0.05,2.625739,0.05,0.05,2.6257398
11000,0.05,0.05,2.6257372,0.05,0.05,2.625736
11010,0.05,0.05,2.6257358,0.05,0.05,2.6257358
11020,0.05,0.05,2.6257358,0.05,0.05,2.6257355
11030,0.05,0.05,2.6257355,0.05,0.05,2.6257355
11040,0.05,0.05,2.6257348,0.05,0.05,2.6257355
11050,0.05,0.05,2.6257339,0.05,0.05,2.6257367
11060,0.05,0.05,2.625727,0.05,0.05,2.6257436
11070,0.05,0.05,2.6256928,0.05,0.05,2.6257212
11080,0.05,0.05,2.6256707,0.05,0.05,2.6256592
11090,0.05,0.05,2.6256363,0.05,0.05,2.6256256
11100,0.05,0.05,2.6256106,0.05,0.05,2.625619
11110,0.05,0.05,2.6256084,0.05,0.05,2.6256056
11120,0.05,0.05,2.6255963,0.05,0.05,2.6255963
11130,0.05,0.05,2.6255503,0.05,0.05,2.6255438
11140,0.05,0.05,2.625489,0.05,0.05,2.6254852
11150,0.05,0.05,2.6254559,0.05,0.05,2.6254523
11160,0.05,0.05,2.6254382,0.05,0.05,2.6254377
11170,0.05,0.05,2.6254306,0.05,0.05,2.6254306
11180,0.05,0.05,2.6254272,0.05,0.05,2.6254265
11190,0.05,0.05,2.6254253,0.05,0.05,2.6254253
11200,0.05,0.05,2.6254237,0.05,0.05,2.625423
11210,0.05,0.05,2.6254106,0.05,0.05,2.6254022
11220,0.05,0.05,2.6253235,0.05,0.05,2.6253173
11230,0.05,0.05,2.6252637,0.05,0.05,2.6252525
11240,0.05,0.05,2.6252236,0.05,0.05,2.6252286
11250,0.05,0.05,2.6252139,0.05,0.05,2.6252081
11260,0.05,0.05,2.6252031,0.05,0.05,2.6252048
11270,0.05,0.05,2.625202,0.05,0.05,2.6252015
11280,0.05,0.05,2.6252005,0.05,0.05,2.6252007
11290,0.05,0.05,2.6252005,0.05,0.05,2.6252003
11300,0.05,0.05,2.6252003,0.05,0.05,2.6252007
11310,0.05,0.05,2.6251996,0.05,0.05,2.6252005
11320,0.05,0.05,2.6251898,0.05,0.05,2.625191
11330,0.05,0.05,2.6251104,0.05,0.05,2.6251028
11340,0.05,0.05,2.6250358,0.05,0.05,2.6250303
11350,0.05,0.05,2.6249948,0.05,0.05,2.624991
11360,0.05,0.05,2.6249738,0.05,0.05,2.624973
11370,0.05,0.05,2.6249652,0.05,0.05,2.6249647
11380,0.05,0.05,2.6249616,0.05,0.05,2.624961
11390,0.05,0.05,2.6249597,0.05,0.05,2.6249604
11400,0.05,0.05,2.6249604,0.05,0.05,2.6249604
11410,0.05,0.05,2.624961,0.05,0.05,2.6249604
11420,0.05,0.05,2.624962,0.05,0.05,2.6249597
11430,0.05,0.05,2.624964,0.05,0.05,2.624955
11440,0.05,0.05,2.624948,0.05,0.05,2.624923
11450,0.05,0.05,2.6248255,0.05,0.05,2.6248357
11460,0.05,0.05,2.6247644,0.05,0.05,2.6247604
11470,0.05,0.05,2.624729,0.05,0.05,2.6247149
11480,0.05,0.05,2.624701,0.05,0.05,2.6247072
11490,0.05,0.05,2.6246984,0.05,0.05,2.6246963
11500,0.05,0.05,2.6246936,0.05,0.05,2.624693
11510,0.05,0.05,2.6246915,0.05,0.05,2.6246924
11520,0.05,0.05,2.6246915,0.05,0.05,2.6246908
11530,0.05,0.05,2.6246908,0.05,0.05,2.6246915
11540,0.05,0.05,2.6246912,0.05,0.05,2.6246912
11550,0.05,0.05,2.6246905,0.05,0.05,2.6246905
11560,0.05,0.05,2.624672,0.05,0.05,2.6246672
11570,0.05,0.05,2.6245797,0.05,0.05,2.6245568
11580,0.05,0.05,2.6244922,0.05,0.05,2.6244936
11590,0.05,0.05,2.624458,0.05,0.05,2.624455
11600,0.05,0.05,2.624439,0.05,0.05,2.6244373
11610,0.05,0.05,2.6244307,0.05,0.05,2.6244311
11620,0.05,0.05,2.624428,0.05,0.05,2.6244276
11630,0.05,0.05,2.6244256,0.05,0.05,2.6244256
11640,0.05,0.05,2.6244247,0.05,0.05,2.6244247
11650,0.05,0.05,2.6244245,0.05,0.05,2.6244235
11660,0.05,0.05,2.6244237,0.05,0.05,2.624422
11670,0.05,0.05,2.6244195,0.05,0.05,2.6244104
11680,0.05,0.05,2.6243453,0.05,0.05,2.624346
11690,0.05,0.05,2.6242814,0.05,0.05,2.6242683
11700,0.05,0.05,2.6242373,0.05,0.05,2.6242383
11710,0.05,0.05,2.62422,0.05,0.05,2.6242185
11720,0.05,0.05,2.6242113,0.05,0.05,2.6242108
11730,0.05,0.05,2.624208,0.05,0.05,2.6242073
11740,0.05,0.05,2.6242065,0.05,0.05,2.6242058
11750,0.05,0.05,2.6242068,0.05,0.05,2.6242046
11760,0.05,0.05,2.6242085,0.05,0.05,2.624201
11770,0.05,0.05,2.6242144,0.05,0.05,2.6241767
11780,0.05,0.05,2.624141,0.05,0.05,2.6241577
11790,0.05,0.05,2.6241102,0.05,0.05,2.624095
11800,0.05,0.05,2.6240783,0.05,0.05,2.6240757
11810,0.05,0.05,2.624063,0.05,0.05,2.6240664
11820,0.05,0.05,2.6240582,0.05,0.05,2.6240532
11830,0.05,0.05,2.6240435,0.05,0.05,2.6240406
11840,0.05,0.05,2.623999,0.05,0.05,2.623993
11850,0.05,0.05,2.6239545,0.05,0.05,2.6239514
11860,0.05,0.05,2.6239307,0.05,0.05,2.6239285
11870,0.05,0.05,2.6239195,0.05,0.05,2.6239185
11880,0.05,0.05,2.6239135,0.05,0.05,2.6239138
11890,0.05,0.05,2.6239111,0.05,0.05,2.6239119
11900,0.05,0.05,2.62391,0.05,0.05,2.62391
11910,0.05,0.05,2.6239069,0.05,0.05,2.623907
11920,0.05,0.05,2.623885,0.05,0.05,2.6238806
11930,0.05,0.05,2.6238015,0.05,0.05,2.6237946
11940,0.05,0.05,2.6237445,0.05,0.05,2.6237402
11950,0.05,0.05,2.623714,0.05,0.05,2.6237128
11960,0.05,0.05,2.6237,0.05,0.05,2.6236994
11970,0.05,0.05,2.6236944,0.05,0.05,2.6236932
11980,0.05,0.05,2.623691,0.05,0.05,2.6236906
11990,0.05,0.05,2.6236799,0.05,0.05,2.6236744
12000,0.05,0.05,2.6236384,0.05,0.05,2.623622
12010,0.05,0.05,2.6235938,0.05,0.05,2.6236005
12020,0.05,0.05,2.6235824,0.05,0.05,2.6235816
12030,0.05,0.05,2.6235766,0.05,0.05,2.6235719
12040,0.05,0.05,2.6235714,0.05,0.05,2.6235702
12050,0.05,0.05,2.6235714,0.05,0.05,2.6235666
12060,0.05,0.05,2.6235719,0.05,0.05,2.6235566
12070,0.05,0.05,2.6235187,0.05,0.05,2.6235175
12080,0.05,0.05,2.6234298,0.05,0.05,2.6234133
12090,0.05,0.05,2.6233606,0.05,0.05,2.6233752
12100,0.05,0.05,2.6233447,0.05,0.05,2.623335
12110,0.05,0.05,2.6233263,0.05,0.05,2.6233237
12120,0.05,0.05,2.6233184,0.05,0.05,2.6233222
12130,0.05,0.05,2.6233203,0.05,0.05,2.6233172
12140,0.05,0.05,2.6233172,0.05,0.05,2.6233187
12150,0.05,0.05,2.6233184,0.05,0.05,2.623318
12160,0.05,0.05,2.6233175,0.05,0.05,2.6233184
12170,0.05,0.05,2.6233175,0.05,0.05,2.623318
12180,0.05,0.05,2.6233127,0.05,0.05,2.6233175
12190,0.05,0.05,2.623253,0.05,0.05,2.6232452
12200,0.05,0.05,2.623133,0.05,0.05,2.6231306
12210,0.05,0.05,2.623071,0.05,0.05,2.6230567
12220,0.05,0.05,2.6230295,0.05,0.05,2.6230292
12230,0.05,0.05,2.623014,0.05,0.05,2.6230164
12240,0.05,0.05,2.6230106,0.05,0.05,2.6230059
12250,0.05,0.05,2.6230042,0.05,0.05,2.6230059
12260,0.05,0.05,2.6230056,0.05,0.05,2.623003
12270,0.05,0.05,2.6230047,0.05,0.05,2.6230013
12280,0.05,0.05,2.6230023,0.05,0.05,2.6229844
12290,0.05,0.05,2.6229565,0.05,0.05,2.622962
12300,0.05,0.05,2.6229413,0.05,0.05,2.6229348
12310,0.05,0.05,2.6229248,0.05,0.05,2.622927
12320,0.05,0.05,2.622923,0.05,0.05,2.62292
12330,0.05,0.05,2.6229186,0.05,0.05,2.6229186
12340,0.05,0.05,2.62292,0.05,0.05,2.622915
12350,0.05,0.05,2.6229205,0.05,0.05,2.6229029
12360,0.05,0.05,2.6228597,0.05,0.05,2.622859
12370,0.05,0.05,2.622798,0.05,0.05,2.6227822
12380,0.05,0.05,2.6227512,0.05,0.05,2.62276
12390,0.05,0.05,2.622741,0.05,0.05,2.6227338
12400,0.05,0.05,2.6227276,0.05,0.05,2.6227307
12410,0.05,0.05,2.6227274,0.05,0.05,2.622725
12420,0.05,0.05,2.622725,0.05,0.05,2.6227236
12430,0.05,0.05,2.6227257,0.05,0.05,2.6227202
12440,0.05,0.05,2.622719,0.05,0.05,2.6227007
12450,0.05,0.05,2.6226447,0.05,0.05,2.6226466
12460,0.05,0.05,2.6226063,0.05,0.05,2.62259
12470,0.05,0.05,2.6225684,0.05,0.05,2.6225774
12480,0.05,0.05,2.6225643,0.05,0.05,2.6225593
12490,0.05,0.05,2.622553,0.05,0.05,2.6225588
12500,0.05,0.05,2.622547,0.05,0.05,2.6225545
12510,0.05,0.05,2.622525,0.05,0.05,2.6225293
12520,0.05,0.05,2.6224968,0.05,0.05,2.6224854
12530,0.05,0.05,2.6224658,0.05,0.05,2.622469
12540,0.05,0.05,2.6224566,0.05,0.05,2.6224532
12550,0.05,0.05,2.622447,0.05,0.05,2.6224456
12560,0.05,0.05,2.622438,0.05,0.05,2.6224377
12570,0.05,0.05,2.6224194,0.05,0.05,2.6224139
12580,0.05,0.05,2.62237,0.05,0.05,2.6223614
12590,0.05,0.05,2.6223352,0.05,0.05,2.6223352
12600,0.05,0.05,2.622318,0.05,0.05,2.6223187
12610,0.05,0.05,2.6223116,0.05,0.05,2.6223097
12620,0.05,0.05,2.6223083,0.05,0.05,2.6223047
12630,0.05,0.05,2.622307,0.05,0.05,2.6223
12640,0.05,0.05,2.6222994,0.05,0.05,2.6222847
12650,0.05,0.05,2.6222563,0.05,0.05,2.6222577
12660,0.05,0.05,2.6222205,0.05,0.05,2.6222348
12670,0.05,0.05,2.6221871,0.05,0.05,2.6221764
12680,0.05,0.05,2.6221404,0.05,0.05,2.6221201
12690,0.05,0.05,2.6220922,0.05,0.05,2.6221
12700,0.05,0.05,2.622082,0.05,0.05,2.6220772
12710,0.05,0.05,2.622071,0.05,0.05,2.6220722
12720,0.05,0.05,2.6220655,0.05,0.05,2.6220684
12730,0.05,0.05,2.6220582,0.05,0.05,2.6220605
12740,0.05,0.05,2.6220062,0.05,0.05,2.6219995
12750,0.05,0.05,2.621936,0.05,0.05,2.6219294
12760,0.05,0.05,2.6218946,0.05,0.05,2.6218925
12770,0.05,0.05,2.6218762,0.05,0.05,2.6218743
12780,0.05,0.05,2.6218665,0.05,0.05,2.6218662
12790,0.05,0.05,2.6218631,0.05,0.05,2.6218624
12800,0.05,0.05,2.6218603,0.05,0.05,2.621862
12810,0.05,0.05,2.621858,0.05,0.05,2.621863
12820,0.05,0.05,2.621848,0.05,0.05,2.6218684
12830,0.05,0.05,2.6218154,0.05,0.05,2.6218324
12840,0.05,0.05,2.621789,0.05,0.05,2.6217828
12850,0.05,0.05,2.6217651,0.05,0.05,2.6217546
12860,0.05,0.05,2.6217456,0.05,0.05,2.6217499
12870,0.05,0.05,2.6217394,0.05,0.05,2.6217346
12880,0.05,0.05,2.6216912,0.05,0.05,2.6216805
12890,0.05,0.05,2.621622,0.05,0.05,2.6216187
12900,0.05,0.05,2.621586,0.05,0.05,2.6215813
12910,0.05,0.05,2.6215653,0.05,0.05,2.6215665
12920,0.05,0.05,2.6215582,0.05,0.05,2.6215568
12930,0.05,0.05,2.621554,0.05,0.05,2.621554
12940,0.05,0.05,2.6215522,0.05,0.05,2.6215522
12950,0.05,0.05,2.6215527,0.05,0.05,2.6215503
12960,0.05,0.05,2.6215549,0.05,0.05,2.6215427
12970,0.05,0.05,2.6215243,0.05,0.05,2.6214905
12980,0.05,0.05,2.6214337,0.05,0.05,2.6214378
12990,0.05,0.05,2.621399,0.05,0.05,2.621396
13000,0.05,0.05,2.621379,0.05,0.05,2.6213763
13010,0.05,0.05,2.6213682,0.05,0.05,2.6213675
13020,0.05,0.05,2.6213648,0.05,0.05,2.621364
13030,0.05,0.05,2.6213622,0.05,0.05,2.6213627
13040,0.05,0.05,2.6213586,0.05,0.05,2.6213598
13050,0.05,0.05,2.6212933,0.05,0.05,2.6212802
13060,0.05,0.05,2.621166,0.05,0.05,2.621156
13070,0.05,0.05,2.6210923,0.05,0.05,2.6210883
13080,0.05,0.05,2.6210558,0.05,0.05,2.6210527
13090,0.05,0.05,2.6210392,0.05,0.05,2.621038
13100,0.05,0.05,2.6210315,0.05,0.05,2.6210315
13110,0.05,0.05,2.6210284,0.05,0.05,2.6210284
13120,0.05,0.05,2.6210265,0.05,0.05,2.6210272
13130,0.05,0.05,2.6210253,0.05,0.05,2.6210265
13140,0.05,0.05,2.621023,0.05,0.05,2.621028
13150,0.05,0.05,2.621007,0.05,0.05,2.621034
13160,0.05,0.05,2.6209834,0.05,0.05,2.620968
13170,0.05,0.05,2.6209412,0.05,0.05,2.6209486
13180,0.05,0.05,2.620929,0.05,0.05,2.6209252
13190,0.05,0.05,2.6209197,0.05,0.05,2.6209168
13200,0.05,0.05,2.620913,0.05,0.05,2.6209161
13210,0.05,0.05,2.6209142,0.05,0.05,2.6209126
13220,0.05,0.05,2.620913,0.05,0.05,2.6209137
13230,0.05,0.05,2.620913,0.05,0.05,2.620913
13240,0.05,0.05,2.6209118,0.05,0.05,2.620914
13250,0.05,0.05,2.6209075,0.05,0.05,2.6209142
13260,0.05,0.05,2.6208594,0.05,0.05,2.6208448
13270,0.05,0.05,2.6207123,0.05,0.05,2.6207166
13280,0.05,0.05,2.6206346,0.05,0.05,2.6206086
13290,0.05,0.05,2.6205761,0.05,0.05,2.6205688
13300,0.05,0.05,2.6205513,0.05,0.05,2.6205523
13310,0.05,0.05,2.6205425,0.05,0.05,2.6205444
13320,0.05,0.05,2.6205401,0.05,0.05,2.62054
13330,0.05,0.05,2.620539,0.05,0.05,2.6205375
13340,0.05,0.05,2.620537,0.05,0.05,2.6205375
13350,0.05,0.05,2.6205368,0.05,0.05,2.620537
13360,0.05,0.05,2.6205366,0.05,0.05,2.6205368
13370,0.05,0.05,2.6205359,0.05,0.05,2.6205366
13380,0.05,0.05,2.6205354,0.05,0.05,2.6205366
13390,0.05,0.05,2.6205316,0.05,0.05,2.6205409
13400,0.05,0.05,2.6204996,0.05,0.05,2.6205184
13410,0.05,0.05,2.6204689,0.05,0.05,2.6204572
13420,0.05,0.05,2.6204383,0.05,0.05,2.620417
13430,0.05,0.05,2.6203675,0.05,0.05,2.6203582
13440,0.05,0.05,2.6203046,0.05,0.05,2.620299
13450,0.05,0.05,2.6202688,0.05,0.05,2.6202729
13460,0.05,0.05,2.620258,0.05,0.05,2.620251
13470,0.05,0.05,2.6202462,0.05,0.05,2.6202493
13480,0.05,0.05,2.6202455,0.05,0.05,2.620244
13490,0.05,0.05,2.6202435,0.05,0.05,2.6202435
13500,0.05,0.05,2.6202424,0.05,0.05,2.6202428
13510,0.05,0.05,2.6202428,0.05,0.05,2.6202424
13520,0.05,0.05,2.6202424,0.05,0.05,2.6202426
13530,0.05,0.05,2.62024,0.05,0.05,2.6202433
13540,0.05,0.05,2.6202106,0.05,0.05,2.620213
13550,0.05,0.05,2.6201172,0.05,0.05,2.6200933
13560,0.05,0.05,2.6200304,0.05,0.05,2.6200297
