iter,task_train_acc_pre_optim,task_train_acc_post_optim,task_test_acc_pre_optim,task_test_acc_post_optim
10,0.10273437,0.096875004,0.12734376,0.1046875
20,0.11015625,0.10078125,0.10625,0.107031256
30,0.11562501,0.11796875,0.086718746,0.10625
40,0.12578125,0.1234375,0.10781251,0.1265625
50,0.13984375,0.14531249,0.11640625,0.159375
60,0.13046876,0.15468751,0.12890625,0.17187501
70,0.15859374,0.228125,0.12421876,0.2375
80,0.12734374,0.24296875,0.134375,0.21953125
90,0.1375,0.26015624,0.110156246,0.265625
100,0.1453125,0.2578125,0.1046875,0.246875
110,0.1640625,0.28828126,0.087500006,0.26328126
120,0.1375,0.296875,0.086718746,0.265625
130,0.13671875,0.30546877,0.103125006,0.27812502
140,0.16640624,0.32500002,0.0828125,0.29531252
150,0.15234375,0.34296876,0.08046875,0.30859375
160,0.13593751,0.35234377,0.087500006,0.2890625
170,0.15859374,0.36406252,0.10156251,0.33437502
180,0.15937501,0.38125,0.06640625,0.32968754
190,0.153125,0.38046873,0.088281244,0.33203125
200,0.1484375,0.39609376,0.09296875,0.35234377
210,0.16796875,0.42109373,0.081250004,0.36406252
220,0.17734376,0.421875,0.061718754,0.34921876
230,0.17890625,0.446875,0.092187494,0.37734377
240,0.1515625,0.41875002,0.087500006,0.38359377
250,0.16171876,0.47500002,0.09375,0.3859375
260,0.1734375,0.45,0.07734375,0.42890626
270,0.1484375,0.45703125,0.084375,0.41796875
280,0.18046875,0.48984376,0.0671875,0.4234375
290,0.1765625,0.46953124,0.077343754,0.415625
300,0.16796875,0.48984373,0.09374999,0.46171874
310,0.18046875,0.5078125,0.07421875,0.43671873
320,0.16953126,0.48828125,0.08125,0.48359373
330,0.16796875,0.5140625,0.07109375,0.47031248
340,0.17656252,0.50312495,0.08203125,0.475
350,0.15937501,0.52656245,0.06875,0.47109374
360,0.18515626,0.54375,0.08046876,0.47500002
370,0.17421874,0.5210937,0.075,0.48515624
380,0.18984374,0.53828126,0.08984376,0.475
390,0.175,0.5484375,0.07265625,0.4921875
400,0.17500001,0.5554688,0.07421875,0.46796876
410,0.19296876,0.5523437,0.09453125,0.49765623
420,0.18359375,0.5546875,0.09765625,0.5
430,0.19375001,0.58124995,0.10000001,0.49375
440,0.17421874,0.5734375,0.07812501,0.50625
450,0.1828125,0.56953126,0.08984375,0.5179688
460,0.18046875,0.5867188,0.079687506,0.53125
470,0.15156251,0.5796875,0.075,0.5203125
480,0.175,0.5765625,0.08593751,0.5242188
490,0.20703125,0.61875,0.06953125,0.54296875
500,0.1953125,0.58515626,0.06484375,0.56640625
510,0.19609375,0.6039063,0.083593756,0.5398438
520,0.16953126,0.5984375,0.091406256,0.52734375
